序号,名称,点位汇总,实景图汇总,点位数,已关联数
11,f2_n_to_4211.png,"f2_n_to_4211.png/热点 1(x=0.5424, y=0.2649)；f2_n_to_4211.png/热点 2(x=0.6932, y=0.2630)",f2_21.jpg；f2_18.jpg,2,2
12,f2_n_to_4211_1.png,"f2_n_to_4211_1.png/热点 1(x=0.5429, y=0.2659)；f2_n_to_4211_1.png/热点 2(x=0.6890, y=0.2639)；f2_n_to_4211_1.png/热点 3(x=0.8714, y=0.2659)",f2_21.jpg；f2_18.jpg；f2_27.jpg,3,3
13,f2_n_to_4212.png,"f2_n_to_4212.png/热点 1(x=0.5431, y=0.2640)",f2_21.jpg,1,1
14,f2_n_to_4213.png,"f2_n_to_4213.png/热点 1(x=0.5425, y=0.2660)",f2_21.jpg,1,1
15,f2_n_to_4214.png,"f2_n_to_4214.png/热点 1(x=0.5432, y=0.2660)",f2_20.jpg,1,1
16,f2_n_to_4215.png,"f2_n_to_4215.png/热点 1(x=0.5426, y=0.2660)",f2_20.jpg,1,1
17,f2_n_to_4216.png,"f2_n_to_4216.png/热点 1(x=0.5426, y=0.2660)；f2_n_to_4216.png/热点 2(x=0.3931, y=0.2651)",f2_20.jpg；f2_24.jpg,2,2
18,f2_n_to_f2_ne.png,"f2_n_to_f2_ne.png/热点 1(x=0.5434, y=0.2651)；f2_n_to_f2_ne.png/热点 2(x=0.6916, y=0.2641)",f2_21.jpg；f2_18.jpg,2,2
19,f2_n_to_f2_nw.png,"f2_n_to_f2_nw.png/热点 1(x=0.5420, y=0.2661)；f2_n_to_f2_nw.png/热点 2(x=0.3959, y=0.2642)",f2_20.jpg；f2_24.jpg,2,2
20,f2_n_to_f2_s_e.png,"f2_n_to_f2_s_e.png/热点 1(x=0.5428, y=0.4633)；f2_n_to_f2_s_e.png/热点 2(x=0.5428, y=0.6401)；f2_n_to_f2_s_e.png/热点 3(x=0.5723, y=0.6411)",f2_22.jpg；f2_6.jpg；f2_8.jpg,3,3
21,f2_n_to_f2_s_w.png,"f2_n_to_f2_s_w.png/热点 1(x=0.5422, y=0.4740)；f2_n_to_f2_s_w.png/热点 2(x=0.5436, y=0.7237)；f2_n_to_f2_s_w.png/热点 3(x=0.4496, y=0.7267)",f2_22.jpg；f2_7.jpg；f2_5.jpg,3,3
22,f2_n_to_f2_se.png,"f2_n_to_f2_se.png/热点 1(x=0.5430, y=0.4799)；f2_n_to_f2_se.png/热点 2(x=0.5437, y=0.6403)；f2_n_to_f2_se.png/热点 3(x=0.5705, y=0.6423)；f2_n_to_f2_se.png/热点 4(x=0.7181, y=0.6433)；f2_n_to_f2_se.png/热点 5(x=0.8657, y=0.6413)",f2_22.jpg；f2_6.jpg；f2_8.jpg；f2_10.jpg；f2_13.jpg,5,5
23,f2_n_to_f2_sw.png,"f2_n_to_f2_sw.png/热点 1(x=0.5418, y=0.4811)；f2_n_to_f2_sw.png/热点 2(x=0.5431, y=0.7250)；f2_n_to_f2_sw.png/热点 3(x=0.4491, y=0.7270)；f2_n_to_f2_sw.png/热点 4(x=0.2912, y=0.7280)",f2_22.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,4,4
24,f2_ne_to_4201.png,"f2_ne_to_4201.png/热点 1(x=0.8715, y=0.4335)；f2_ne_to_4201.png/热点 2(x=0.8729, y=0.6406)；f2_ne_to_4201.png/热点 3(x=0.7198, y=0.6426)；f2_ne_to_4201.png/热点 4(x=0.5742, y=0.6406)；f2_ne_to_4201.png/热点 5(x=0.5454, y=0.6416)；f2_ne_to_4201.png/热点 6(x=0.4492, y=0.7262)；f2_ne_to_4201.png/热点 7(x=0.2906, y=0.7263)",f2_15.jpg；f2_13.jpg；f2_11.jpg；f2_9.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,7,7
25,f2_ne_to_4202.png,"f2_ne_to_4202.png/热点 1(x=0.8732, y=0.4278)；f2_ne_to_4202.png/热点 2(x=0.8732, y=0.6408)；f2_ne_to_4202.png/热点 3(x=0.7180, y=0.6408)；f2_ne_to_4202.png/热点 4(x=0.5716, y=0.6389)；f2_ne_to_4202.png/热点 5(x=0.5462, y=0.6418)；f2_ne_to_4202.png/热点 6(x=0.4521, y=0.7255)",f2_15.jpg；f2_13.jpg；f2_11.jpg；f2_9.jpg；f2_7.jpg；f2_5.jpg,6,6
26,f2_ne_to_4203.png,"f2_ne_to_4203.png/热点 1(x=0.8721, y=0.4377)；f2_ne_to_4203.png/热点 2(x=0.8714, y=0.6391)；f2_ne_to_4203.png/热点 3(x=0.7161, y=0.6400)；f2_ne_to_4203.png/热点 4(x=0.5766, y=0.6391)；f2_ne_to_4203.png/热点 5(x=0.5450, y=0.6411)；f2_ne_to_4203.png/热点 6(x=0.4488, y=0.7238)；f2_ne_to_4203.png/热点 7(x=0.2894, y=0.7277)",f2_15.jpg；f2_13.jpg；f2_11.jpg；f2_9.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,7,7
27,f2_ne_to_4204.png,"f2_ne_to_4204.png/热点 1(x=0.8724, y=0.4349)；f2_ne_to_4204.png/热点 2(x=0.8724, y=0.6393)；f2_ne_to_4204.png/热点 3(x=0.7157, y=0.6403)；f2_ne_to_4204.png/热点 4(x=0.5727, y=0.6403)；f2_ne_to_4204.png/热点 5(x=0.5445, y=0.6413)；f2_ne_to_4204.png/热点 6(x=0.4524, y=0.7250)",f2_15.jpg；f2_13.jpg；f2_11.jpg；f2_9.jpg；f2_7.jpg；f2_5.jpg,6,6
28,f2_ne_to_4205.png,"f2_ne_to_4205.png/热点 1(x=0.8726, y=0.4497)；f2_ne_to_4205.png/热点 2(x=0.8733, y=0.6375)；f2_ne_to_4205.png/热点 3(x=0.7207, y=0.6405)",f2_15.jpg；f2_13.jpg；f2_11.jpg,3,3
29,f2_ne_to_4206.png,"f2_ne_to_4206.png/热点 1(x=0.8721, y=0.4419)；f2_ne_to_4206.png/热点 2(x=0.8728, y=0.6376)",f2_15.jpg；f2_13.jpg,2,2
30,f2_ne_to_4207.png,"f2_ne_to_4207.png/热点 1(x=0.8715, y=0.4440)；f2_ne_to_4207.png/热点 2(x=0.8722, y=0.6377)",f2_15.jpg；f2_13.jpg,2,2
31,f2_ne_to_4208.png,"f2_ne_to_4208.png/热点 1(x=0.8716, y=0.4508)；f2_ne_to_4208.png/热点 2(x=0.8730, y=0.6397)；f2_ne_to_4208.png/热点 3(x=0.7182, y=0.6388)",f2_15.jpg；f2_13.jpg；f2_11.jpg,3,3
32,f2_ne_to_4209.png,"f2_ne_to_4209.png/热点 1(x=0.8718, y=0.4402)；f2_ne_to_4209.png/热点 2(x=0.8725, y=0.6379)",f2_15.jpg；f2_13.jpg,2,2
33,f2_ne_to_4210.png,"f2_ne_to_4210.png/热点 1(x=0.8712, y=0.4539)；f2_ne_to_4210.png/热点 2(x=0.8719, y=0.6399)",f2_15.jpg；f2_13.jpg,2,2
34,f2_ne_to_4211.png,"f2_ne_to_4211.png/热点 1(x=0.8727, y=0.2650)",f2_16.jpg,1,1
35,f2_ne_to_4211_1.png,"f2_ne_to_4211_1.png/热点 1(x=0.8734, y=0.2679)",f2_27.jpg,1,1
36,f2_ne_to_4212.png,"f2_ne_to_4212.png/热点 1(x=0.8735, y=0.2640)；f2_ne_to_4212.png/热点 2(x=0.6925, y=0.2679)",f2_16.jpg；f2_17.jpg,2,2
37,f2_ne_to_4213.png,"f2_ne_to_4213.png/热点 1(x=0.8722, y=0.2650)；f2_ne_to_4213.png/热点 2(x=0.6891, y=0.2650)",f2_16.jpg；f2_17.jpg,2,2
38,f2_ne_to_4214.png,"f2_ne_to_4214.png/热点 1(x=0.8716, y=0.2651)；f2_ne_to_4214.png/热点 2(x=0.6920, y=0.2670)；f2_ne_to_4214.png/热点 3(x=0.5419, y=0.2670)",f2_16.jpg；f2_17.jpg；f2_20.jpg,3,3
39,f2_ne_to_4215.png,"f2_ne_to_4215.png/热点 1(x=0.8725, y=0.2661)；f2_ne_to_4215.png/热点 2(x=0.6886, y=0.2671)；f2_ne_to_4215.png/热点 3(x=0.5440, y=0.2651)",f2_16.jpg；f2_17.jpg；f2_20.jpg,3,3
40,f2_ne_to_4216.png,"f2_ne_to_4216.png/热点 1(x=0.8726, y=0.2651)；f2_ne_to_4216.png/热点 2(x=0.6867, y=0.2652)；f2_ne_to_4216.png/热点 3(x=0.5427, y=0.2642)；f2_ne_to_4216.png/热点 4(x=0.3947, y=0.2652)",f2_16.jpg；f2_17.jpg；f2_20.jpg；f2_24.jpg,4,4
41,f2_ne_to_f2_n.png,"f2_ne_to_f2_n.png/热点 1(x=0.8742, y=0.2642)；f2_ne_to_f2_n.png/热点 2(x=0.6896, y=0.2652)；f2_ne_to_f2_n.png/热点 3(x=0.5415, y=0.2682)",f2_16.jpg；f2_17.jpg；f2_19.jpg,3,3
42,f2_ne_to_f2_nw.png,"f2_ne_to_f2_nw.png/热点 1(x=0.8723, y=0.2643)；f2_ne_to_f2_nw.png/热点 2(x=0.6911, y=0.2672)；f2_ne_to_f2_nw.png/热点 3(x=0.5381, y=0.2682)；f2_ne_to_f2_nw.png/热点 4(x=0.3941, y=0.2643)",f2_16.jpg；f2_17.jpg；f2_20.jpg；f2_24.jpg,4,4
43,f2_ne_to_f2_s_e.png,"f2_ne_to_f2_s_e.png/热点 1(x=0.8738, y=0.4331)；f2_ne_to_f2_s_e.png/热点 2(x=0.8718, y=0.6360)；f2_ne_to_f2_s_e.png/热点 3(x=0.7154, y=0.6389)",f2_15.jpg；f2_13.jpg；f2_11.jpg,3,3
44,f2_ne_to_f2_s_w.png,"f2_ne_to_f2_s_w.png/热点 1(x=0.8726, y=0.4292)；f2_ne_to_f2_s_w.png/热点 2(x=0.8733, y=0.6390)；f2_ne_to_f2_s_w.png/热点 3(x=0.7169, y=0.6410)；f2_ne_to_f2_s_w.png/热点 4(x=0.5714, y=0.6420)；f2_ne_to_f2_s_w.png/热点 5(x=0.5453, y=0.6400)；f2_ne_to_f2_s_w.png/热点 6(x=0.4515, y=0.7250)",f2_15.jpg；f2_13.jpg；f2_11.jpg；f2_9.jpg；f2_7.jpg；f2_5.jpg,6,6
45,f2_ne_to_f2_se.png,"f2_ne_to_f2_se.png/热点 1(x=0.8722, y=0.4343)；f2_ne_to_f2_se.png/热点 2(x=0.8687, y=0.6372)",f2_15.jpg；f2_13.jpg,2,2
46,f2_ne_to_f2_sw.png,"f2_ne_to_f2_sw.png/热点 1(x=0.8722, y=0.4558)；f2_ne_to_f2_sw.png/热点 2(x=0.8730, y=0.6383)；f2_ne_to_f2_sw.png/热点 3(x=0.7178, y=0.6393)；f2_ne_to_f2_sw.png/热点 4(x=0.5724, y=0.6393)；f2_ne_to_f2_sw.png/热点 5(x=0.5441, y=0.6393)；f2_ne_to_f2_sw.png/热点 6(x=0.4524, y=0.7252)；f2_ne_to_f2_sw.png/热点 7(x=0.2910, y=0.7253)",f2_15.jpg；f2_13.jpg；f2_11.jpg；f2_9.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,7,7
47,f2_nw_to_4201.png,"f2_nw_to_4201.png/热点 1(x=0.1621, y=0.2636)；f2_nw_to_4201.png/热点 2(x=0.3897, y=0.2636)；f2_nw_to_4201.png/热点 3(x=0.5429, y=0.2665)；f2_nw_to_4201.png/热点 4(x=0.5429, y=0.4521)；f2_nw_to_4201.png/热点 5(x=0.5436, y=0.7274)；f2_nw_to_4201.png/热点 6(x=0.4436, y=0.7284)；f2_nw_to_4201.png/热点 7(x=0.2904, y=0.7294)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,7,7
48,f2_nw_to_4202.png,"f2_nw_to_4202.png/热点 1(x=0.1621, y=0.2647)；f2_nw_to_4202.png/热点 2(x=0.3395, y=0.2666)；f2_nw_to_4202.png/热点 3(x=0.5431, y=0.2657)；f2_nw_to_4202.png/热点 4(x=0.5424, y=0.4522)；f2_nw_to_4202.png/热点 5(x=0.5424, y=0.7277)；f2_nw_to_4202.png/热点 6(x=0.4506, y=0.7287)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_7.jpg；f2_5.jpg,6,6
49,f2_nw_to_4203.png,"f2_nw_to_4203.png/热点 1(x=0.1622, y=0.2647)；f2_nw_to_4203.png/热点 2(x=0.3368, y=0.2657)；f2_nw_to_4203.png/热点 3(x=0.5418, y=0.2657)；f2_nw_to_4203.png/热点 4(x=0.5418, y=0.4406)；f2_nw_to_4203.png/热点 5(x=0.5426, y=0.7269)；f2_nw_to_4203.png/热点 6(x=0.4535, y=0.7289)；f2_nw_to_4203.png/热点 7(x=0.2906, y=0.7279)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,7,7
50,f2_nw_to_4204.png,"f2_nw_to_4204.png/热点 1(x=0.1609, y=0.2648)；f2_nw_to_4204.png/热点 2(x=0.3922, y=0.2658)；f2_nw_to_4204.png/热点 3(x=0.5420, y=0.2648)；f2_nw_to_4204.png/热点 4(x=0.5420, y=0.4525)；f2_nw_to_4204.png/热点 5(x=0.5414, y=0.7262)；f2_nw_to_4204.png/热点 6(x=0.4495, y=0.7272)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_7.jpg；f2_5.jpg,6,6
51,f2_nw_to_4205.png,"f2_nw_to_4205.png/热点 1(x=0.1616, y=0.2630)；f2_nw_to_4205.png/热点 2(x=0.3923, y=0.2639)；f2_nw_to_4205.png/热点 3(x=0.5429, y=0.2639)；f2_nw_to_4205.png/热点 4(x=0.5429, y=0.4438)；f2_nw_to_4205.png/热点 5(x=0.5422, y=0.6413)；f2_nw_to_4205.png/热点 6(x=0.5733, y=0.6404)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_6.jpg；f2_8.jpg,6,6
52,f2_nw_to_4206.png,"f2_nw_to_4206.png/热点 1(x=0.1617, y=0.2640)；f2_nw_to_4206.png/热点 2(x=0.3938, y=0.2669)；f2_nw_to_4206.png/热点 3(x=0.5423, y=0.2650)；f2_nw_to_4206.png/热点 4(x=0.5423, y=0.4449)；f2_nw_to_4206.png/热点 5(x=0.5417, y=0.6415)；f2_nw_to_4206.png/热点 6(x=0.5707, y=0.6406)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_6.jpg；f2_8.jpg,6,6
53,f2_nw_to_4207.png,"f2_nw_to_4207.png/热点 1(x=0.1617, y=0.2641)；f2_nw_to_4207.png/热点 2(x=0.3891, y=0.2641)；f2_nw_to_4207.png/热点 3(x=0.5425, y=0.2661)；f2_nw_to_4207.png/热点 4(x=0.5425, y=0.4421)；f2_nw_to_4207.png/热点 5(x=0.5432, y=0.6388)；f2_nw_to_4207.png/热点 6(x=0.5695, y=0.6408)；f2_nw_to_4207.png/热点 7(x=0.7216, y=0.6418)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_6.jpg；f2_8.jpg；f2_10.jpg,7,7
54,f2_nw_to_4208.png,"f2_nw_to_4208.png/热点 1(x=0.1618, y=0.2632)；f2_nw_to_4208.png/热点 2(x=0.3830, y=0.2652)；f2_nw_to_4208.png/热点 3(x=0.5420, y=0.2652)；f2_nw_to_4208.png/热点 4(x=0.5427, y=0.4560)；f2_nw_to_4208.png/热点 5(x=0.5420, y=0.6400)；f2_nw_to_4208.png/热点 6(x=0.5752, y=0.6420)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_6.jpg；f2_8.jpg,6,6
55,f2_nw_to_4209.png,"f2_nw_to_4209.png/热点 1(x=0.1618, y=0.2643)；f2_nw_to_4209.png/热点 2(x=0.3949, y=0.2652)；f2_nw_to_4209.png/热点 3(x=0.5422, y=0.2643)；f2_nw_to_4209.png/热点 4(x=0.5429, y=0.4512)；f2_nw_to_4209.png/热点 5(x=0.5429, y=0.6402)；f2_nw_to_4209.png/热点 6(x=0.5768, y=0.6431)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_6.jpg；f2_8.jpg,6,6
56,f2_nw_to_4210.png,"f2_nw_to_4210.png/热点 1(x=0.1612, y=0.2643)；f2_nw_to_4210.png/热点 2(x=0.3943, y=0.2634)；f2_nw_to_4210.png/热点 3(x=0.5430, y=0.2663)；f2_nw_to_4210.png/热点 4(x=0.5430, y=0.4504)；f2_nw_to_4210.png/热点 5(x=0.5424, y=0.6404)；f2_nw_to_4210.png/热点 6(x=0.5714, y=0.6404)；f2_nw_to_4210.png/热点 7(x=0.7202, y=0.6394)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_6.jpg；f2_8.jpg；f2_10.jpg,7,7
57,f2_nw_to_4211.png,"f2_nw_to_4211.png/热点 1(x=0.1620, y=0.2616)；f2_nw_to_4211.png/热点 2(x=0.3924, y=0.2635)；f2_nw_to_4211.png/热点 3(x=0.5426, y=0.2645)；f2_nw_to_4211.png/热点 4(x=0.6935, y=0.2635)",f2_26.jpg；f2_25.jpg；f2_21.jpg；f2_18.jpg,4,4
58,f2_nw_to_4211_1.png,"f2_nw_to_4211_1.png/热点 1(x=0.1619, y=0.2654)；f2_nw_to_4211_1.png/热点 2(x=0.3930, y=0.2635)；f2_nw_to_4211_1.png/热点 3(x=0.5397, y=0.2664)；f2_nw_to_4211_1.png/热点 4(x=0.6948, y=0.2664)；f2_nw_to_4211_1.png/热点 5(x=0.8712, y=0.2635)",f2_26.jpg；f2_25.jpg；f2_21.jpg；f2_18.jpg；f2_27.jpg,5,5
59,f2_nw_to_4212.png,"f2_nw_to_4212.png/热点 1(x=0.1620, y=0.2645)；f2_nw_to_4212.png/热点 2(x=0.3925, y=0.2646)；f2_nw_to_4212.png/热点 3(x=0.5428, y=0.2655)",f2_26.jpg；f2_25.jpg；f2_21.jpg,3,3
60,f2_nw_to_4213.png,"f2_nw_to_4213.png/热点 1(x=0.1613, y=0.2646)；f2_nw_to_4213.png/热点 2(x=0.3919, y=0.2646)；f2_nw_to_4213.png/热点 3(x=0.5421, y=0.2636)",f2_26.jpg；f2_25.jpg；f2_21.jpg,3,3
61,f2_nw_to_4214.png,"f2_nw_to_4214.png/热点 1(x=0.1627, y=0.2627)；f2_nw_to_4214.png/热点 2(x=0.3926, y=0.2646)",f2_26.jpg；f2_25.jpg,2,2
62,f2_nw_to_4215.png,"f2_nw_to_4215.png/热点 1(x=0.1614, y=0.2637)；f2_nw_to_4215.png/热点 2(x=0.3948, y=0.2656)",f2_26.jpg；f2_25.jpg,2,2
63,f2_nw_to_4216.png,"f2_nw_to_4216.png/热点 1(x=0.1614, y=0.2627)",f2_26.jpg,1,1
64,f2_nw_to_f2_n.png,"f2_nw_to_f2_n.png/热点 1(x=0.1614, y=0.2647)；f2_nw_to_f2_n.png/热点 2(x=0.3934, y=0.2647)；f2_nw_to_f2_n.png/热点 3(x=0.5431, y=0.2637)",f2_26.jpg；f2_25.jpg；f2_19.jpg,3,3
65,f2_nw_to_f2_ne.png,"f2_nw_to_f2_ne.png/热点 1(x=0.1621, y=0.2628)；f2_nw_to_f2_ne.png/热点 2(x=0.3942, y=0.2648)；f2_nw_to_f2_ne.png/热点 3(x=0.5425, y=0.2648)；f2_nw_to_f2_ne.png/热点 4(x=0.6907, y=0.2638)；f2_nw_to_f2_ne.png/热点 5(x=0.8695, y=0.2638)",f2_26.jpg；f2_25.jpg；f2_21.jpg；f2_18.jpg；f2_27.jpg,5,5
66,f2_nw_to_f2_s_e.png,"f2_nw_to_f2_s_e.png/热点 1(x=0.1621, y=0.2648)；f2_nw_to_f2_s_e.png/热点 2(x=0.3881, y=0.2658)；f2_nw_to_f2_s_e.png/热点 3(x=0.5433, y=0.2668)；f2_nw_to_f2_s_e.png/热点 4(x=0.5419, y=0.4522)；f2_nw_to_f2_s_e.png/热点 5(x=0.5419, y=0.6395)；f2_nw_to_f2_s_e.png/热点 6(x=0.5704, y=0.6415)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_6.jpg；f2_8.jpg,6,6
67,f2_nw_to_f2_s_w.png,"f2_nw_to_f2_s_w.png/热点 1(x=0.1622, y=0.2629)；f2_nw_to_f2_s_w.png/热点 2(x=0.3951, y=0.2639)；f2_nw_to_f2_s_w.png/热点 3(x=0.5435, y=0.2649)；f2_nw_to_f2_s_w.png/热点 4(x=0.5428, y=0.4641)；f2_nw_to_f2_s_w.png/热点 5(x=0.5421, y=0.7261)；f2_nw_to_f2_s_w.png/热点 6(x=0.4506, y=0.7271)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_7.jpg；f2_5.jpg,6,6
68,f2_nw_to_f2_se.png,"f2_nw_to_f2_se.png/热点 1(x=0.1615, y=0.2650)；f2_nw_to_f2_se.png/热点 2(x=0.3938, y=0.2650)；f2_nw_to_f2_se.png/热点 3(x=0.5422, y=0.2650)；f2_nw_to_f2_se.png/热点 4(x=0.5422, y=0.4446)；f2_nw_to_f2_se.png/热点 5(x=0.5430, y=0.6409)；f2_nw_to_f2_se.png/热点 6(x=0.5672, y=0.6399)；f2_nw_to_f2_se.png/热点 7(x=0.7205, y=0.6409)；f2_nw_to_f2_se.png/热点 8(x=0.8648, y=0.6419)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_6.jpg；f2_8.jpg；f2_10.jpg；f2_13.jpg,8,8
69,f2_nw_to_f2_sw.png,"f2_nw_to_f2_sw.png/热点 1(x=0.1623, y=0.2641)；f2_nw_to_f2_sw.png/热点 2(x=0.3912, y=0.2641)；f2_nw_to_f2_sw.png/热点 3(x=0.5431, y=0.2671)；f2_nw_to_f2_sw.png/热点 4(x=0.5425, y=0.4703)；f2_nw_to_f2_sw.png/热点 5(x=0.5425, y=0.7266)；f2_nw_to_f2_sw.png/热点 6(x=0.4384, y=0.7286)；f2_nw_to_f2_sw.png/热点 7(x=0.2928, y=0.7286)",f2_26.jpg；f2_25.jpg；f2_19.jpg；f2_22.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,7,7
70,f2_s_e_to_4201.png,"f2_s_e_to_4201.png/热点 1(x=0.5697, y=0.6462)；f2_s_e_to_4201.png/热点 2(x=0.5468, y=0.6452)；f2_s_e_to_4201.png/热点 3(x=0.4503, y=0.7327)；f2_s_e_to_4201.png/热点 4(x=0.2901, y=0.7317)",f2_9.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,4,4
71,f2_s_e_to_4202.png,"f2_s_e_to_4202.png/热点 1(x=0.5698, y=0.6454)；f2_s_e_to_4202.png/热点 2(x=0.5469, y=0.6454)；f2_s_e_to_4202.png/热点 3(x=0.4490, y=0.7318)",f2_9.jpg；f2_7.jpg；f2_5.jpg,3,3
72,f2_s_e_to_4203.png,"f2_s_e_to_4203.png/热点 1(x=0.5699, y=0.6464)；f2_s_e_to_4203.png/热点 2(x=0.5463, y=0.6455)；f2_s_e_to_4203.png/热点 3(x=0.4526, y=0.7339)；f2_s_e_to_4203.png/热点 4(x=0.2929, y=0.7339)",f2_9.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,4,4
73,f2_s_e_to_4204.png,"f2_s_e_to_4204.png/热点 1(x=0.5658, y=0.6407)；f2_s_e_to_4204.png/热点 2(x=0.5450, y=0.6407)；f2_s_e_to_4204.png/热点 3(x=0.4499, y=0.7291)",f2_9.jpg；f2_7.jpg；f2_5.jpg,3,3
74,f2_s_e_to_4205.png,"f2_s_e_to_4205.png/热点 1(x=0.5805, y=0.6398)",f2_8.jpg,1,1
75,f2_s_e_to_4206.png,"f2_s_e_to_4206.png/热点 1(x=0.5812, y=0.6388)",f2_8.jpg,1,1
76,f2_s_e_to_4207.png,"f2_s_e_to_4207.png/热点 1(x=0.5805, y=0.6389)；f2_s_e_to_4207.png/热点 2(x=0.7195, y=0.6369)",f2_8.jpg；f2_10.jpg,2,2
77,f2_s_e_to_4208.png,"f2_s_e_to_4208.png/热点 1(x=0.5799, y=0.6360)",f2_8.jpg,1,1
78,f2_s_e_to_4209.png,"f2_s_e_to_4209.png/热点 1(x=0.5800, y=0.6400)",f2_8.jpg,1,1
79,f2_s_e_to_4210.png,"f2_s_e_to_4210.png/热点 1(x=0.5807, y=0.6381)；f2_s_e_to_4210.png/热点 2(x=0.7203, y=0.6400)",f2_8.jpg；f2_10.jpg,2,2
