序号,名称,点位汇总,实景图汇总,点位数,已关联数
80,f2_s_e_to_4211.png,"f2_s_e_to_4211.png/热点 1(x=0.5684, y=0.6403)；f2_s_e_to_4211.png/热点 2(x=0.5441, y=0.6373)；f2_s_e_to_4211.png/热点 3(x=0.5434, y=0.4515)；f2_s_e_to_4211.png/热点 4(x=0.5427, y=0.2656)；f2_s_e_to_4211.png/热点 5(x=0.6908, y=0.2666)",f2_9.jpg；f2_7.jpg；f2_23.jpg；f2_21.jpg；f2_18.jpg,5,5
81,f2_s_e_to_4211_1.png,"f2_s_e_to_4211_1.png/热点 1(x=0.5800, y=0.6381)；f2_s_e_to_4211_1.png/热点 2(x=0.5426, y=0.6381)；f2_s_e_to_4211_1.png/热点 3(x=0.5433, y=0.4681)；f2_s_e_to_4211_1.png/热点 4(x=0.5426, y=0.2645)；f2_s_e_to_4211_1.png/热点 5(x=0.6934, y=0.2665)；f2_s_e_to_4211_1.png/热点 6(x=0.8712, y=0.2665)",f2_9.jpg；f2_7.jpg；f2_23.jpg；f2_21.jpg；f2_18.jpg；f2_27.jpg,6,6
82,f2_s_e_to_4212.png,"f2_s_e_to_4212.png/热点 1(x=0.5679, y=0.6375)；f2_s_e_to_4212.png/热点 2(x=0.5443, y=0.6375)；f2_s_e_to_4212.png/热点 3(x=0.5436, y=0.4703)；f2_s_e_to_4212.png/热点 4(x=0.5436, y=0.2647)",f2_9.jpg；f2_7.jpg；f2_23.jpg；f2_21.jpg,4,4
83,f2_s_e_to_4213.png,"f2_s_e_to_4213.png/热点 1(x=0.5659, y=0.6366)；f2_s_e_to_4213.png/热点 2(x=0.5430, y=0.6386)；f2_s_e_to_4213.png/热点 3(x=0.5416, y=0.4704)；f2_s_e_to_4213.png/热点 4(x=0.5437, y=0.2667)",f2_9.jpg；f2_7.jpg；f2_23.jpg；f2_21.jpg,4,4
84,f2_s_e_to_4214.png,"f2_s_e_to_4214.png/热点 1(x=0.5660, y=0.6378)；f2_s_e_to_4214.png/热点 2(x=0.5438, y=0.6378)；f2_s_e_to_4214.png/热点 3(x=0.5424, y=0.4715)；f2_s_e_to_4214.png/热点 4(x=0.5438, y=0.2658)",f2_9.jpg；f2_7.jpg；f2_23.jpg；f2_20.jpg,4,4
85,f2_s_e_to_4215.png,"f2_s_e_to_4215.png/热点 1(x=0.5668, y=0.6379)；f2_s_e_to_4215.png/热点 2(x=0.5439, y=0.6369)；f2_s_e_to_4215.png/热点 3(x=0.5432, y=0.4607)；f2_s_e_to_4215.png/热点 4(x=0.5432, y=0.2658)",f2_9.jpg；f2_7.jpg；f2_23.jpg；f2_20.jpg,4,4
86,f2_s_e_to_4216.png,"f2_s_e_to_4216.png/热点 1(x=0.5690, y=0.6380)；f2_s_e_to_4216.png/热点 2(x=0.5440, y=0.6361)；f2_s_e_to_4216.png/热点 3(x=0.5426, y=0.4667)；f2_s_e_to_4216.png/热点 4(x=0.5427, y=0.2649)；f2_s_e_to_4216.png/热点 5(x=0.3931, y=0.2649)",f2_9.jpg；f2_7.jpg；f2_23.jpg；f2_20.jpg；f2_24.jpg,5,5
87,f2_s_e_to_f2_n.png,"f2_s_e_to_f2_n.png/热点 1(x=0.5706, y=0.6382)；f2_s_e_to_f2_n.png/热点 2(x=0.5435, y=0.6373)；f2_s_e_to_f2_n.png/热点 3(x=0.5428, y=0.4777)",f2_9.jpg；f2_7.jpg；f2_23.jpg,3,3
88,f2_s_e_to_f2_ne.png,"f2_s_e_to_f2_ne.png/热点 1(x=0.5679, y=0.6373)；f2_s_e_to_f2_ne.png/热点 2(x=0.5436, y=0.6364)；f2_s_e_to_f2_ne.png/热点 3(x=0.5443, y=0.4738)；f2_s_e_to_f2_ne.png/热点 4(x=0.5436, y=0.2640)；f2_s_e_to_f2_ne.png/热点 5(x=0.6974, y=0.2670)；f2_s_e_to_f2_ne.png/热点 6(x=0.8722, y=0.2650)",f2_9.jpg；f2_7.jpg；f2_23.jpg；f2_21.jpg；f2_18.jpg；f2_27.jpg,6,6
89,f2_s_e_to_f2_nw.png,"f2_s_e_to_f2_nw.png/热点 1(x=0.5695, y=0.6385)；f2_s_e_to_f2_nw.png/热点 2(x=0.5430, y=0.6375)；f2_s_e_to_f2_nw.png/热点 3(x=0.5437, y=0.4799)；f2_s_e_to_f2_nw.png/热点 4(x=0.5438, y=0.2661)；f2_s_e_to_f2_nw.png/热点 5(x=0.3906, y=0.2641)",f2_9.jpg；f2_7.jpg；f2_23.jpg；f2_20.jpg；f2_24.jpg,5,5
90,f2_s_e_to_f2_s_w.png,"f2_s_e_to_f2_s_w.png/热点 1(x=0.5745, y=0.6387)；f2_s_e_to_f2_s_w.png/热点 2(x=0.5432, y=0.6377)；f2_s_e_to_f2_s_w.png/热点 3(x=0.4541, y=0.7245)",f2_9.jpg；f2_7.jpg；f2_5.jpg,3,3
91,f2_s_e_to_f2_se.png,"f2_s_e_to_f2_se.png/热点 1(x=0.5809, y=0.6388)；f2_s_e_to_f2_se.png/热点 2(x=0.7181, y=0.6368)；f2_s_e_to_f2_se.png/热点 3(x=0.8665, y=0.6398)",f2_8.jpg；f2_10.jpg；f2_13.jpg,3,3
92,f2_s_e_to_f2_sw.png,"f2_s_e_to_f2_sw.png/热点 1(x=0.5747, y=0.6468)；f2_s_e_to_f2_sw.png/热点 2(x=0.5468, y=0.6468)；f2_s_e_to_f2_sw.png/热点 3(x=0.4542, y=0.7326)；f2_s_e_to_f2_sw.png/热点 4(x=0.2912, y=0.7336)",f2_9.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,4,4
93,f2_s_w_to_4201.png,"f2_s_w_to_4201.png/热点 1(x=0.2891, y=0.7268)",f2_3.jpg,1,1
94,f2_s_w_to_4202.png,,,0,0
95,f2_s_w_to_4203.png,"f2_s_w_to_4203.png/热点 1(x=0.2899, y=0.7269)",f2_3.jpg,1,1
96,f2_s_w_to_4204.png,,,0,0
97,f2_s_w_to_4205.png,"f2_s_w_to_4205.png/热点 1(x=0.4495, y=0.7269)；f2_s_w_to_4205.png/热点 2(x=0.5456, y=0.6441)；f2_s_w_to_4205.png/热点 3(x=0.5749, y=0.6431)",f2_4.jpg；f2_6.jpg；f2_8.jpg,3,3
98,f2_s_w_to_4206.png,"f2_s_w_to_4206.png/热点 1(x=0.4468, y=0.7290)；f2_s_w_to_4206.png/热点 2(x=0.5443, y=0.6462)；f2_s_w_to_4206.png/热点 3(x=0.5813, y=0.6442)",f2_4.jpg；f2_6.jpg；f2_8.jpg,3,3
99,f2_s_w_to_4207.png,"f2_s_w_to_4207.png/热点 1(x=0.4433, y=0.7271)；f2_s_w_to_4207.png/热点 2(x=0.5451, y=0.6433)；f2_s_w_to_4207.png/热点 3(x=0.5744, y=0.6433)；f2_s_w_to_4207.png/热点 4(x=0.7187, y=0.6433)",f2_4.jpg；f2_6.jpg；f2_8.jpg；f2_10.jpg,4,4
100,f2_s_w_to_4208.png,"f2_s_w_to_4208.png/热点 1(x=0.4469, y=0.7283)；f2_s_w_to_4208.png/热点 2(x=0.5452, y=0.6444)；f2_s_w_to_4208.png/热点 3(x=0.5787, y=0.6435)",f2_4.jpg；f2_6.jpg；f2_8.jpg,3,3
101,f2_s_w_to_4209.png,"f2_s_w_to_4209.png/热点 1(x=0.4435, y=0.7284)；f2_s_w_to_4209.png/热点 2(x=0.5460, y=0.6425)；f2_s_w_to_4209.png/热点 3(x=0.5753, y=0.6416)",f2_4.jpg；f2_6.jpg；f2_8.jpg,3,3
102,f2_s_w_to_4210.png,"f2_s_w_to_4210.png/热点 1(x=0.4464, y=0.7285)；f2_s_w_to_4210.png/热点 2(x=0.5461, y=0.6436)；f2_s_w_to_4210.png/热点 3(x=0.5775, y=0.6437)；f2_s_w_to_4210.png/热点 4(x=0.7198, y=0.6437)",f2_4.jpg；f2_6.jpg；f2_8.jpg；f2_10.jpg,4,4
103,f2_s_w_to_4211.png,"f2_s_w_to_4211.png/热点 1(x=0.4452, y=0.7269)；f2_s_w_to_4211.png/热点 2(x=0.5450, y=0.6578)；f2_s_w_to_4211.png/热点 3(x=0.5443, y=0.4870)；f2_s_w_to_4211.png/热点 4(x=0.5464, y=0.2627)；f2_s_w_to_4211.png/热点 5(x=0.6895, y=0.2618)",f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_21.jpg；f2_18.jpg,5,5
104,f2_s_w_to_4211_1.png,"f2_s_w_to_4211_1.png/热点 1(x=0.4430, y=0.7267)；f2_s_w_to_4211_1.png/热点 2(x=0.5449, y=0.6626)；f2_s_w_to_4211_1.png/热点 3(x=0.5442, y=0.4829)；f2_s_w_to_4211_1.png/热点 4(x=0.5456, y=0.2607)；f2_s_w_to_4211_1.png/热点 5(x=0.6942, y=0.2637)；f2_s_w_to_4211_1.png/热点 6(x=0.8707, y=0.2617)",f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_21.jpg；f2_18.jpg；f2_27.jpg,6,6
105,f2_s_w_to_4212.png,"f2_s_w_to_4212.png/热点 1(x=0.4418, y=0.7281)；f2_s_w_to_4212.png/热点 2(x=0.5458, y=0.6580)；f2_s_w_to_4212.png/热点 3(x=0.5466, y=0.4871)；f2_s_w_to_4212.png/热点 4(x=0.5452, y=0.2608)",f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_21.jpg,4,4
106,f2_s_w_to_4213.png,"f2_s_w_to_4213.png/热点 1(x=0.4447, y=0.7263)；f2_s_w_to_4213.png/热点 2(x=0.5439, y=0.6631)；f2_s_w_to_4213.png/热点 3(x=0.5446, y=0.4882)；f2_s_w_to_4213.png/热点 4(x=0.5453, y=0.2619)",f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_21.jpg,4,4
107,f2_s_w_to_4214.png,"f2_s_w_to_4214.png/热点 1(x=0.4462, y=0.7264)；f2_s_w_to_4214.png/热点 2(x=0.5447, y=0.6642)；f2_s_w_to_4214.png/热点 3(x=0.5454, y=0.4873)；f2_s_w_to_4214.png/热点 4(x=0.5447, y=0.2649)",f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_20.jpg,4,4
108,f2_s_w_to_4215.png,"f2_s_w_to_4215.png/热点 1(x=0.4477, y=0.7285)；f2_s_w_to_4215.png/热点 2(x=0.5462, y=0.6653)；f2_s_w_to_4215.png/热点 3(x=0.5455, y=0.4874)；f2_s_w_to_4215.png/热点 4(x=0.5455, y=0.2640)",f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_20.jpg,4,4
109,f2_s_w_to_4216.png,"f2_s_w_to_4216.png/热点 1(x=0.4436, y=0.7267)；f2_s_w_to_4216.png/热点 2(x=0.5456, y=0.6635)；f2_s_w_to_4216.png/热点 3(x=0.5456, y=0.4885)；f2_s_w_to_4216.png/热点 4(x=0.5449, y=0.2620)；f2_s_w_to_4216.png/热点 5(x=0.3905, y=0.2611)",f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_20.jpg；f2_24.jpg,5,5
110,f2_s_w_to_f2_n.png,"f2_s_w_to_f2_n.png/热点 1(x=0.4458, y=0.7259)；f2_s_w_to_f2_n.png/热点 2(x=0.5443, y=0.6636)；f2_s_w_to_f2_n.png/热点 3(x=0.5457, y=0.4797)",f2_4.jpg；f2_6.jpg；f2_23.jpg,3,3
111,f2_s_w_to_f2_ne.png,"f2_s_w_to_f2_ne.png/热点 1(x=0.4403, y=0.7280)；f2_s_w_to_f2_ne.png/热点 2(x=0.5444, y=0.6637)；f2_s_w_to_f2_ne.png/热点 3(x=0.5458, y=0.4798)；f2_s_w_to_f2_ne.png/热点 4(x=0.5451, y=0.2631)；f2_s_w_to_f2_ne.png/热点 5(x=0.6947, y=0.2622)",f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_21.jpg；f2_18.jpg,5,5
112,f2_s_w_to_f2_nw.png,"f2_s_w_to_f2_nw.png/热点 1(x=0.4411, y=0.7282)；f2_s_w_to_f2_nw.png/热点 2(x=0.5453, y=0.6649)；f2_s_w_to_f2_nw.png/热点 3(x=0.5453, y=0.4918)；f2_s_w_to_f2_nw.png/热点 4(x=0.5453, y=0.2622)；f2_s_w_to_f2_nw.png/热点 5(x=0.3922, y=0.2612)",f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_20.jpg；f2_24.jpg,5,5
113,f2_s_w_to_f2_s_e.png,"f2_s_w_to_f2_s_e.png/热点 1(x=0.4482, y=0.7274)；f2_s_w_to_f2_s_e.png/热点 2(x=0.5454, y=0.6443)；f2_s_w_to_f2_s_e.png/热点 3(x=0.5685, y=0.6443)",f2_4.jpg；f2_6.jpg；f2_8.jpg,3,3
114,f2_s_w_to_f2_se.png,"f2_s_w_to_f2_se.png/热点 1(x=0.4462, y=0.7265)；f2_s_w_to_f2_se.png/热点 2(x=0.5455, y=0.6434)；f2_s_w_to_f2_se.png/热点 3(x=0.5749, y=0.6454)；f2_s_w_to_f2_se.png/热点 4(x=0.7211, y=0.6425)；f2_s_w_to_f2_se.png/热点 5(x=0.8680, y=0.6435)",f2_4.jpg；f2_6.jpg；f2_8.jpg；f2_10.jpg；f2_13.jpg,5,5
115,f2_s_w_to_f2_sw.png,"f2_s_w_to_f2_sw.png/热点 1(x=0.2896, y=0.7287)",f2_3.jpg,1,1
116,f2_se_to_4201.png,"f2_se_to_4201.png/热点 1(x=0.8656, y=0.6432)；f2_se_to_4201.png/热点 2(x=0.7194, y=0.6432)；f2_se_to_4201.png/热点 3(x=0.5766, y=0.6432)；f2_se_to_4201.png/热点 4(x=0.5459, y=0.6432)；f2_se_to_4201.png/热点 5(x=0.4416, y=0.7283)；f2_se_to_4201.png/热点 6(x=0.2897, y=0.7264)",f2_12.jpg；f2_11.jpg；f2_9.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,6,6
117,f2_se_to_4202.png,"f2_se_to_4202.png/热点 1(x=0.8652, y=0.6424)；f2_se_to_4202.png/热点 2(x=0.7168, y=0.6444)；f2_se_to_4202.png/热点 3(x=0.5747, y=0.6414)；f2_se_to_4202.png/热点 4(x=0.5453, y=0.6424)；f2_se_to_4202.png/热点 5(x=0.4417, y=0.7266)",f2_12.jpg；f2_11.jpg；f2_9.jpg；f2_7.jpg；f2_5.jpg,5,5
118,f2_se_to_4203.png,"f2_se_to_4203.png/热点 1(x=0.8654, y=0.6445)；f2_se_to_4203.png/热点 2(x=0.7170, y=0.6445)；f2_se_to_4203.png/热点 3(x=0.5798, y=0.6416)；f2_se_to_4203.png/热点 4(x=0.5462, y=0.6406)；f2_se_to_4203.png/热点 5(x=0.4418, y=0.7258)；f2_se_to_4203.png/热点 6(x=0.2871, y=0.7278)",f2_12.jpg；f2_11.jpg；f2_9.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,6,6
119,f2_se_to_4204.png,"f2_se_to_4204.png/热点 1(x=0.8656, y=0.6437)；f2_se_to_4204.png/热点 2(x=0.7214, y=0.6427)；f2_se_to_4204.png/热点 3(x=0.5757, y=0.6437)；f2_se_to_4204.png/热点 4(x=0.5449, y=0.6418)；f2_se_to_4204.png/热点 5(x=0.4511, y=0.7270)",f2_12.jpg；f2_11.jpg；f2_9.jpg；f2_7.jpg；f2_5.jpg,5,5
120,f2_se_to_4205.png,"f2_se_to_4205.png/热点 1(x=0.8658, y=0.6429)；f2_se_to_4205.png/热点 2(x=0.7195, y=0.6439)",f2_12.jpg；f2_11.jpg,2,2
121,f2_se_to_4206.png,"f2_se_to_4206.png/热点 1(x=0.8652, y=0.6419)",f2_12.jpg,1,1
122,f2_se_to_4207.png,"f2_se_to_4207.png/热点 1(x=0.8660, y=0.6410)",f2_12.jpg,1,1
123,f2_se_to_4208.png,"f2_se_to_4208.png/热点 1(x=0.8653, y=0.6420)；f2_se_to_4208.png/热点 2(x=0.7175, y=0.6430)",f2_12.jpg；f2_11.jpg,2,2
124,f2_se_to_4209.png,"f2_se_to_4209.png/热点 1(x=0.8654, y=0.6441)",f2_12.jpg,1,1
125,f2_se_to_4210.png,"f2_se_to_4210.png/热点 1(x=0.8655, y=0.6441)",f2_12.jpg,1,1
126,f2_se_to_4211.png,"f2_se_to_4211.png/热点 1(x=0.8657, y=0.6333)；f2_se_to_4211.png/热点 2(x=0.8657, y=0.4530)；f2_se_to_4211.png/热点 3(x=0.8657, y=0.2676)",f2_12.jpg；f2_14.jpg；f2_16.jpg,3,3
127,f2_se_to_4211_1.png,"f2_se_to_4211_1.png/热点 1(x=0.8670, y=0.6329)；f2_se_to_4211_1.png/热点 2(x=0.8670, y=0.4524)",f2_12.jpg；f2_14.jpg,2,2
128,f2_se_to_4212.png,"f2_se_to_4212.png/热点 1(x=0.8651, y=0.6324)；f2_se_to_4212.png/热点 2(x=0.8658, y=0.4550)；f2_se_to_4212.png/热点 3(x=0.8652, y=0.2687)；f2_se_to_4212.png/热点 4(x=0.6892, y=0.2677)",f2_12.jpg；f2_14.jpg；f2_16.jpg；f2_17.jpg,4,4
129,f2_se_to_4213.png,"f2_se_to_4213.png/热点 1(x=0.8660, y=0.6356)；f2_se_to_4213.png/热点 2(x=0.8646, y=0.4561)；f2_se_to_4213.png/热点 3(x=0.8653, y=0.2687)；f2_se_to_4213.png/热点 4(x=0.6900, y=0.2667)",f2_12.jpg；f2_14.jpg；f2_16.jpg；f2_17.jpg,4,4
130,f2_se_to_4214.png,"f2_se_to_4214.png/热点 1(x=0.8662, y=0.6297)；f2_se_to_4214.png/热点 2(x=0.8662, y=0.4473)；f2_se_to_4214.png/热点 3(x=0.8662, y=0.2688)；f2_se_to_4214.png/热点 4(x=0.6930, y=0.2668)；f2_se_to_4214.png/热点 5(x=0.5408, y=0.2688)",f2_12.jpg；f2_14.jpg；f2_16.jpg；f2_17.jpg；f2_20.jpg,5,5
131,f2_se_to_4215.png,"f2_se_to_4215.png/热点 1(x=0.8643, y=0.6299)；f2_se_to_4215.png/热点 2(x=0.8650, y=0.4484)；f2_se_to_4215.png/热点 3(x=0.8657, y=0.2698)；f2_se_to_4215.png/热点 4(x=0.6904, y=0.2669)；f2_se_to_4215.png/热点 5(x=0.5416, y=0.2689)",f2_12.jpg；f2_14.jpg；f2_16.jpg；f2_17.jpg；f2_20.jpg,5,5
132,f2_se_to_4216.png,"f2_se_to_4216.png/热点 1(x=0.8652, y=0.6300)；f2_se_to_4216.png/热点 2(x=0.8645, y=0.4544)；f2_se_to_4216.png/热点 3(x=0.8659, y=0.2699)；f2_se_to_4216.png/热点 4(x=0.6912, y=0.2689)；f2_se_to_4216.png/热点 5(x=0.5439, y=0.2679)；f2_se_to_4216.png/热点 6(x=0.3902, y=0.2689)",f2_12.jpg；f2_14.jpg；f2_16.jpg；f2_17.jpg；f2_20.jpg；f2_24.jpg,6,6
133,f2_se_to_f2_n.png,"f2_se_to_f2_n.png/热点 1(x=0.8654, y=0.6292)；f2_se_to_f2_n.png/热点 2(x=0.8655, y=0.4536)；f2_se_to_f2_n.png/热点 3(x=0.8662, y=0.2700)；f2_se_to_f2_n.png/热点 4(x=0.6893, y=0.2670)；f2_se_to_f2_n.png/热点 5(x=0.5419, y=0.2690)",f2_12.jpg；f2_14.jpg；f2_16.jpg；f2_17.jpg；f2_19.jpg,5,5
134,f2_se_to_f2_ne.png,"f2_se_to_f2_ne.png/热点 1(x=0.8655, y=0.6343)；f2_se_to_f2_ne.png/热点 2(x=0.8641, y=0.4616)；f2_se_to_f2_ne.png/热点 3(x=0.8662, y=0.2730)",f2_12.jpg；f2_14.jpg；f2_16.jpg,3,3
135,f2_se_to_f2_nw.png,"f2_se_to_f2_nw.png/热点 1(x=0.8655, y=0.6244)；f2_se_to_f2_nw.png/热点 2(x=0.8662, y=0.4606)；f2_se_to_f2_nw.png/热点 3(x=0.8655, y=0.2690)；f2_se_to_f2_nw.png/热点 4(x=0.6893, y=0.2670)；f2_se_to_f2_nw.png/热点 5(x=0.5405, y=0.2710)；f2_se_to_f2_nw.png/热点 6(x=0.3938, y=0.2670)",f2_12.jpg；f2_14.jpg；f2_16.jpg；f2_17.jpg；f2_20.jpg；f2_24.jpg,6,6
136,f2_se_to_f2_s_e.png,"f2_se_to_f2_s_e.png/热点 1(x=0.8655, y=0.6442)；f2_se_to_f2_s_e.png/热点 2(x=0.7146, y=0.6432)",f2_12.jpg；f2_11.jpg,2,2
137,f2_se_to_f2_s_w.png,"f2_se_to_f2_s_w.png/热点 1(x=0.8662, y=0.6422)；f2_se_to_f2_s_w.png/热点 2(x=0.7181, y=0.6422)；f2_se_to_f2_s_w.png/热点 3(x=0.5770, y=0.6432)；f2_se_to_f2_s_w.png/热点 4(x=0.5454, y=0.6422)；f2_se_to_f2_s_w.png/热点 5(x=0.4507, y=0.7276)",f2_12.jpg；f2_11.jpg；f2_9.jpg；f2_7.jpg；f2_5.jpg,5,5
138,f2_se_to_f2_sw.png,"f2_se_to_f2_sw.png/热点 1(x=0.8670, y=0.6422)；f2_se_to_f2_sw.png/热点 2(x=0.7153, y=0.6412)；f2_se_to_f2_sw.png/热点 3(x=0.5756, y=0.6422)；f2_se_to_f2_sw.png/热点 4(x=0.5447, y=0.6422)；f2_se_to_f2_sw.png/热点 5(x=0.4437, y=0.7266)；f2_se_to_f2_sw.png/热点 6(x=0.2892, y=0.7266)",f2_12.jpg；f2_11.jpg；f2_9.jpg；f2_7.jpg；f2_5.jpg；f2_3.jpg,6,6
139,f2_sw_to_4201.png,"f2_sw_to_4201.png/热点 1(x=0.1608, y=0.7294)",f2_1.jpg,1,1
140,f2_sw_to_4202.png,"f2_sw_to_4202.png/热点 1(x=0.1615, y=0.7284)；f2_sw_to_4202.png/热点 2(x=0.2907, y=0.7265)",f2_1.jpg；f2_2.jpg,2,2
141,f2_sw_to_4203.png,"f2_sw_to_4203.png/热点 1(x=0.1622, y=0.7285)",f2_1.jpg,1,1
142,f2_sw_to_4204.png,"f2_sw_to_4204.png/热点 1(x=0.1615, y=0.7286)；f2_sw_to_4204.png/热点 2(x=0.2921, y=0.7286)",f2_1.jpg；f2_2.jpg,2,2
143,f2_sw_to_4205.png,"f2_sw_to_4205.png/热点 1(x=0.1615, y=0.7267)；f2_sw_to_4205.png/热点 2(x=0.2894, y=0.7307)；f2_sw_to_4205.png/热点 3(x=0.4418, y=0.7277)；f2_sw_to_4205.png/热点 4(x=0.5457, y=0.6442)；f2_sw_to_4205.png/热点 5(x=0.5725, y=0.6412)",f2_1.jpg；f2_2.jpg；f2_4.jpg；f2_6.jpg；f2_8.jpg,5,5
144,f2_sw_to_4206.png,"f2_sw_to_4206.png/热点 1(x=0.1616, y=0.7268)；f2_sw_to_4206.png/热点 2(x=0.2915, y=0.7288)；f2_sw_to_4206.png/热点 3(x=0.4412, y=0.7279)；f2_sw_to_4206.png/热点 4(x=0.5459, y=0.6394)；f2_sw_to_4206.png/热点 5(x=0.5712, y=0.6404)",f2_1.jpg；f2_2.jpg；f2_4.jpg；f2_6.jpg；f2_8.jpg,5,5
145,f2_sw_to_4207.png,"f2_sw_to_4207.png/热点 1(x=0.1616, y=0.7280)；f2_sw_to_4207.png/热点 2(x=0.2881, y=0.7290)；f2_sw_to_4207.png/热点 3(x=0.4343, y=0.7281)；f2_sw_to_4207.png/热点 4(x=0.5460, y=0.6415)；f2_sw_to_4207.png/热点 5(x=0.5763, y=0.6396)；f2_sw_to_4207.png/热点 6(x=0.7196, y=0.6426)",f2_1.jpg；f2_2.jpg；f2_4.jpg；f2_6.jpg；f2_8.jpg；f2_10.jpg,6,6
146,f2_sw_to_4208.png,"f2_sw_to_4208.png/热点 1(x=0.1617, y=0.7272)；f2_sw_to_4208.png/热点 2(x=0.2903, y=0.7292)；f2_sw_to_4208.png/热点 3(x=0.4379, y=0.7273)；f2_sw_to_4208.png/热点 4(x=0.5462, y=0.6417)；f2_sw_to_4208.png/热点 5(x=0.5729, y=0.6418)",f2_1.jpg；f2_2.jpg；f2_4.jpg；f2_6.jpg；f2_8.jpg,5,5
147,f2_sw_to_4209.png,"f2_sw_to_4209.png/热点 1(x=0.1610, y=0.7274)；f2_sw_to_4209.png/热点 2(x=0.2904, y=0.7284)；f2_sw_to_4209.png/热点 3(x=0.4422, y=0.7284)；f2_sw_to_4209.png/热点 4(x=0.5456, y=0.6419)；f2_sw_to_4209.png/热点 5(x=0.5773, y=0.6429)",f2_1.jpg；f2_2.jpg；f2_4.jpg；f2_6.jpg；f2_8.jpg,5,5
148,f2_sw_to_4210.png,"f2_sw_to_4210.png/热点 1(x=0.1624, y=0.7276)；f2_sw_to_4210.png/热点 2(x=0.2897, y=0.7286)；f2_sw_to_4210.png/热点 3(x=0.4417, y=0.7257)；f2_sw_to_4210.png/热点 4(x=0.5451, y=0.6421)；f2_sw_to_4210.png/热点 5(x=0.5781, y=0.6411)；f2_sw_to_4210.png/热点 6(x=0.7202, y=0.6421)",f2_1.jpg；f2_2.jpg；f2_4.jpg；f2_6.jpg；f2_8.jpg；f2_10.jpg,6,6
149,f2_sw_to_4211.png,"f2_sw_to_4211.png/热点 1(x=0.1625, y=0.7290)；f2_sw_to_4211.png/热点 2(x=0.2899, y=0.7290)；f2_sw_to_4211.png/热点 3(x=0.4398, y=0.7280)；f2_sw_to_4211.png/热点 4(x=0.5453, y=0.6633)；f2_sw_to_4211.png/热点 5(x=0.5446, y=0.4810)；f2_sw_to_4211.png/热点 6(x=0.5460, y=0.2599)；f2_sw_to_4211.png/热点 7(x=0.6952, y=0.2619)",f2_1.jpg；f2_2.jpg；f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_21.jpg；f2_18.jpg,7,7
150,f2_sw_to_4211_1.png,"f2_sw_to_4211_1.png/热点 1(x=0.1618, y=0.7278)；f2_sw_to_4211_1.png/热点 2(x=0.2934, y=0.7279)；f2_sw_to_4211_1.png/热点 3(x=0.4355, y=0.7289)；f2_sw_to_4211_1.png/热点 4(x=0.5452, y=0.6622)；f2_sw_to_4211_1.png/热点 5(x=0.5460, y=0.4850)；f2_sw_to_4211_1.png/热点 6(x=0.5460, y=0.2619)；f2_sw_to_4211_1.png/热点 7(x=0.6909, y=0.2589)；f2_sw_to_4211_1.png/热点 8(x=0.8718, y=0.2599)",f2_1.jpg；f2_2.jpg；f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_21.jpg；f2_18.jpg；f2_27.jpg,8,8
151,f2_sw_to_4212.png,"f2_sw_to_4212.png/热点 1(x=0.1618, y=0.7290)；f2_sw_to_4212.png/热点 2(x=0.2948, y=0.7290)；f2_sw_to_4212.png/热点 3(x=0.4327, y=0.7290)；f2_sw_to_4212.png/热点 4(x=0.5446, y=0.6643)；f2_sw_to_4212.png/热点 5(x=0.5460, y=0.4591)；f2_sw_to_4212.png/热点 6(x=0.5460, y=0.2609)",f2_1.jpg；f2_2.jpg；f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_21.jpg,6,6
152,f2_sw_to_4213.png,"f2_sw_to_4213.png/热点 1(x=0.1618, y=0.7280)；f2_sw_to_4213.png/热点 2(x=0.2927, y=0.7290)；f2_sw_to_4213.png/热点 3(x=0.4412, y=0.7300)；f2_sw_to_4213.png/热点 4(x=0.5453, y=0.6643)；f2_sw_to_4213.png/热点 5(x=0.5453, y=0.4960)；f2_sw_to_4213.png/热点 6(x=0.5460, y=0.2609)",f2_1.jpg；f2_2.jpg；f2_4.jpg；f2_6.jpg；f2_23.jpg；f2_21.jpg,6,6
