序号,名称,点位汇总,实景图汇总,点位数,已关联数
65,f3_nw_to_4305_1.png,"f3_nw_to_4305_1.png/热点 1(x=0.1608, y=0.2634)；f3_nw_to_4305_1.png/热点 2(x=0.3858, y=0.2614)；f3_nw_to_4305_1.png/热点 3(x=0.5425, y=0.2643)；f3_nw_to_4305_1.png/热点 4(x=0.7005, y=0.2643)；f3_nw_to_4305_1.png/热点 5(x=0.8696, y=0.2614)；f3_nw_to_4305_1.png/热点 6(x=0.8710, y=0.4458)；f3_nw_to_4305_1.png/热点 7(x=0.8696, y=0.6399)；f3_nw_to_4305_1.png/热点 8(x=0.7212, y=0.6428)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg,8,8
66,f3_nw_to_4305_2.png,"f3_nw_to_4305_2.png/热点 1(x=0.1608, y=0.2634)；f3_nw_to_4305_2.png/热点 2(x=0.3872, y=0.2614)；f3_nw_to_4305_2.png/热点 3(x=0.5411, y=0.2643)；f3_nw_to_4305_2.png/热点 4(x=0.6909, y=0.2624)；f3_nw_to_4305_2.png/热点 5(x=0.8696, y=0.2643)；f3_nw_to_4305_2.png/热点 6(x=0.8703, y=0.4438)；f3_nw_to_4305_2.png/热点 7(x=0.8703, y=0.6399)；f3_nw_to_4305_2.png/热点 8(x=0.7233, y=0.6408)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg,8,8
67,f3_nw_to_4306.png,"f3_nw_to_4306.png/热点 1(x=0.1601, y=0.2624)；f3_nw_to_4306.png/热点 2(x=0.3768, y=0.2624)；f3_nw_to_4306.png/热点 3(x=0.5439, y=0.2614)；f3_nw_to_4306.png/热点 4(x=0.6936, y=0.2624)；f3_nw_to_4306.png/热点 5(x=0.8696, y=0.2634)；f3_nw_to_4306.png/热点 6(x=0.8696, y=0.4399)；f3_nw_to_4306.png/热点 7(x=0.8710, y=0.6399)；f3_nw_to_4306.png/热点 8(x=0.7123, y=0.6418)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg,8,8
68,f3_nw_to_4307_1.png,"f3_nw_to_4307_1.png/热点 1(x=0.1615, y=0.2643)；f3_nw_to_4307_1.png/热点 2(x=0.3920, y=0.2634)；f3_nw_to_4307_1.png/热点 3(x=0.5432, y=0.2634)；f3_nw_to_4307_1.png/热点 4(x=0.6929, y=0.2624)；f3_nw_to_4307_1.png/热点 5(x=0.8710, y=0.2643)；f3_nw_to_4307_1.png/热点 6(x=0.8703, y=0.4438)；f3_nw_to_4307_1.png/热点 7(x=0.8710, y=0.6399)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg,7,7
69,f3_nw_to_4307_2.png,"f3_nw_to_4307_2.png/热点 1(x=0.1608, y=0.2634)；f3_nw_to_4307_2.png/热点 2(x=0.3927, y=0.2643)；f3_nw_to_4307_2.png/热点 3(x=0.5445, y=0.2614)；f3_nw_to_4307_2.png/热点 4(x=0.6950, y=0.2614)；f3_nw_to_4307_2.png/热点 5(x=0.8703, y=0.2634)；f3_nw_to_4307_2.png/热点 6(x=0.8703, y=0.4428)；f3_nw_to_4307_2.png/热点 7(x=0.8703, y=0.6408)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg,7,7
70,f3_nw_to_4308_1.png,"f3_nw_to_4308_1.png/热点 1(x=0.1608, y=0.2643)；f3_nw_to_4308_1.png/热点 2(x=0.3824, y=0.2624)；f3_nw_to_4308_1.png/热点 3(x=0.5425, y=0.2634)；f3_nw_to_4308_1.png/热点 4(x=0.6957, y=0.2643)；f3_nw_to_4308_1.png/热点 5(x=0.8696, y=0.2643)；f3_nw_to_4308_1.png/热点 6(x=0.8703, y=0.4477)；f3_nw_to_4308_1.png/热点 7(x=0.8703, y=0.6399)；f3_nw_to_4308_1.png/热点 8(x=0.7240, y=0.6408)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg,8,8
71,f3_nw_to_4308_2.png,"f3_nw_to_4308_2.png/热点 1(x=0.1608, y=0.2653)；f3_nw_to_4308_2.png/热点 2(x=0.3430, y=0.2634)；f3_nw_to_4308_2.png/热点 3(x=0.5445, y=0.2653)；f3_nw_to_4308_2.png/热点 4(x=0.6943, y=0.2653)；f3_nw_to_4308_2.png/热点 5(x=0.8696, y=0.2643)；f3_nw_to_4308_2.png/热点 6(x=0.8703, y=0.4448)；f3_nw_to_4308_2.png/热点 7(x=0.8696, y=0.6408)；f3_nw_to_4308_2.png/热点 8(x=0.7219, y=0.6418)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg,8,8
72,f3_nw_to_4309_1.png,"f3_nw_to_4309_1.png/热点 1(x=0.1601, y=0.2643)；f3_nw_to_4309_1.png/热点 2(x=0.3658, y=0.2643)；f3_nw_to_4309_1.png/热点 3(x=0.5397, y=0.2634)；f3_nw_to_4309_1.png/热点 4(x=0.6916, y=0.2643)；f3_nw_to_4309_1.png/热点 5(x=0.8703, y=0.2643)；f3_nw_to_4309_1.png/热点 6(x=0.8703, y=0.4477)；f3_nw_to_4309_1.png/热点 7(x=0.8703, y=0.6408)；f3_nw_to_4309_1.png/热点 8(x=0.7302, y=0.6428)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg,8,8
73,f3_nw_to_4309_2.png,"f3_nw_to_4309_2.png/热点 1(x=0.1615, y=0.2634)；f3_nw_to_4309_2.png/热点 2(x=0.3409, y=0.2653)；f3_nw_to_4309_2.png/热点 3(x=0.5445, y=0.2643)；f3_nw_to_4309_2.png/热点 4(x=0.6929, y=0.2634)；f3_nw_to_4309_2.png/热点 5(x=0.8689, y=0.2634)；f3_nw_to_4309_2.png/热点 6(x=0.8717, y=0.4516)；f3_nw_to_4309_2.png/热点 7(x=0.8710, y=0.6399)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg,7,7
74,f3_nw_to_4310_1.png,"f3_nw_to_4310_1.png/热点 1(x=0.1615, y=0.2634)；f3_nw_to_4310_1.png/热点 2(x=0.3679, y=0.2643)；f3_nw_to_4310_1.png/热点 3(x=0.5445, y=0.2643)；f3_nw_to_4310_1.png/热点 4(x=0.6909, y=0.2663)；f3_nw_to_4310_1.png/热点 5(x=0.8696, y=0.2634)；f3_nw_to_4310_1.png/热点 6(x=0.8703, y=0.4438)；f3_nw_to_4310_1.png/热点 7(x=0.8710, y=0.6408)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg,7,7
75,f3_nw_to_4310_2.png,"f3_nw_to_4310_2.png/热点 1(x=0.1615, y=0.2634)；f3_nw_to_4310_2.png/热点 2(x=0.3782, y=0.2653)；f3_nw_to_4310_2.png/热点 3(x=0.5425, y=0.2634)；f3_nw_to_4310_2.png/热点 4(x=0.6916, y=0.2634)；f3_nw_to_4310_2.png/热点 5(x=0.8696, y=0.2643)；f3_nw_to_4310_2.png/热点 6(x=0.8710, y=0.4526)；f3_nw_to_4310_2.png/热点 7(x=0.8703, y=0.6408)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg,7,7
76,f3_nw_to_4311.png,"f3_nw_to_4311.png/热点 1(x=0.1608, y=0.2634)；f3_nw_to_4311.png/热点 2(x=0.3741, y=0.2624)；f3_nw_to_4311.png/热点 3(x=0.5439, y=0.2643)；f3_nw_to_4311.png/热点 4(x=0.7019, y=0.2643)；f3_nw_to_4311.png/热点 5(x=0.8710, y=0.2604)；f3_nw_to_4311.png/热点 6(x=0.8703, y=0.4379)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg,6,6
77,f3_nw_to_4312.png,"f3_nw_to_4312.png/热点 1(x=0.1608, y=0.2653)；f3_nw_to_4312.png/热点 2(x=0.3837, y=0.2643)；f3_nw_to_4312.png/热点 3(x=0.5418, y=0.2643)；f3_nw_to_4312.png/热点 4(x=0.6943, y=0.2614)；f3_nw_to_4312.png/热点 5(x=0.8689, y=0.2643)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg,5,5
78,f3_nw_to_4313.png,"f3_nw_to_4313.png/热点 1(x=0.1615, y=0.2634)；f3_nw_to_4313.png/热点 2(x=0.3817, y=0.2643)；f3_nw_to_4313.png/热点 3(x=0.5418, y=0.2634)；f3_nw_to_4313.png/热点 4(x=0.6929, y=0.2634)；f3_nw_to_4313.png/热点 5(x=0.8710, y=0.2634)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg,5,5
79,f3_nw_to_4314.png,"f3_nw_to_4314.png/热点 1(x=0.1608, y=0.2624)；f3_nw_to_4314.png/热点 2(x=0.3789, y=0.2643)；f3_nw_to_4314.png/热点 3(x=0.5445, y=0.2643)；f3_nw_to_4314.png/热点 4(x=0.6943, y=0.2643)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg,4,4
80,f3_nw_to_4315.png,"f3_nw_to_4315.png/热点 1(x=0.1608, y=0.2653)；f3_nw_to_4315.png/热点 2(x=0.3803, y=0.2634)；f3_nw_to_4315.png/热点 3(x=0.5418, y=0.2624)",f3_27.jpg；f3_26.jpg；f3_21.jpg,3,3
81,f3_nw_to_4316.png,"f3_nw_to_4316.png/热点 1(x=0.1608, y=0.2634)；f3_nw_to_4316.png/热点 2(x=0.3851, y=0.2643)；f3_nw_to_4316.png/热点 3(x=0.5418, y=0.2643)",f3_27.jpg；f3_26.jpg；f3_21.jpg,3,3
82,f3_nw_to_4317.png,"f3_nw_to_4317.png/热点 1(x=0.1615, y=0.2634)；f3_nw_to_4317.png/热点 2(x=0.3817, y=0.2604)",f3_27.jpg；f3_26.jpg,2,2
83,f3_nw_to_4318.png,"f3_nw_to_4318.png/热点 1(x=0.1622, y=0.2614)；f3_nw_to_4318.png/热点 2(x=0.3830, y=0.2624)",f3_27.jpg；f3_26.jpg,2,2
84,f3_nw_to_4319.png,"f3_nw_to_4319.png/热点 1(x=0.1622, y=0.2614)",f3_27.jpg,1,1
85,f3_nw_to_f3_n.png,"f3_nw_to_f3_n.png/热点 1(x=0.1608, y=0.2614)；f3_nw_to_f3_n.png/热点 2(x=0.3934, y=0.2663)；f3_nw_to_f3_n.png/热点 3(x=0.5390, y=0.2634)",f3_27.jpg；f3_26.jpg；f3_22.jpg,3,3
86,f3_nw_to_f3_ne.png,"f3_nw_to_f3_ne.png/热点 1(x=0.1615, y=0.2634)；f3_nw_to_f3_ne.png/热点 2(x=0.3886, y=0.2643)；f3_nw_to_f3_ne.png/热点 3(x=0.5418, y=0.2643)；f3_nw_to_f3_ne.png/热点 4(x=0.6888, y=0.2634)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg,4,4
87,f3_nw_to_f3_s_e.png,"f3_nw_to_f3_s_e.png/热点 1(x=0.1615, y=0.2643)；f3_nw_to_f3_s_e.png/热点 2(x=0.3727, y=0.2634)；f3_nw_to_f3_s_e.png/热点 3(x=0.5452, y=0.2643)；f3_nw_to_f3_s_e.png/热点 4(x=0.6971, y=0.2643)；f3_nw_to_f3_s_e.png/热点 5(x=0.8696, y=0.2624)；f3_nw_to_f3_s_e.png/热点 6(x=0.8710, y=0.4682)；f3_nw_to_f3_s_e.png/热点 7(x=0.8696, y=0.6428)；f3_nw_to_f3_s_e.png/热点 8(x=0.7205, y=0.6408)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg,8,8
88,f3_nw_to_f3_s_w.png,"f3_nw_to_f3_s_w.png/热点 1(x=0.1615, y=0.2634)；f3_nw_to_f3_s_w.png/热点 2(x=0.3830, y=0.2624)；f3_nw_to_f3_s_w.png/热点 3(x=0.5425, y=0.2643)；f3_nw_to_f3_s_w.png/热点 4(x=0.6895, y=0.2643)；f3_nw_to_f3_s_w.png/热点 5(x=0.8689, y=0.2634)；f3_nw_to_f3_s_w.png/热点 6(x=0.8703, y=0.4506)；f3_nw_to_f3_s_w.png/热点 7(x=0.8696, y=0.6399)；f3_nw_to_f3_s_w.png/热点 8(x=0.7192, y=0.6418)；f3_nw_to_f3_s_w.png/热点 9(x=0.5742, y=0.6418)；f3_nw_to_f3_s_w.png/热点 10(x=0.5439, y=0.6418)；f3_nw_to_f3_s_w.png/热点 11(x=0.4507, y=0.7286)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg；f3_9.jpg；f3_7.jpg；f3_5.jpg,11,11
89,f3_nw_to_f3_se.png,"f3_nw_to_f3_se.png/热点 1(x=0.1615, y=0.2643)；f3_nw_to_f3_se.png/热点 2(x=0.3851, y=0.2634)；f3_nw_to_f3_se.png/热点 3(x=0.5425, y=0.2653)；f3_nw_to_f3_se.png/热点 4(x=0.6888, y=0.2624)；f3_nw_to_f3_se.png/热点 5(x=0.8703, y=0.2624)；f3_nw_to_f3_se.png/热点 6(x=0.8710, y=0.4555)；f3_nw_to_f3_se.png/热点 7(x=0.8682, y=0.6399)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg,7,7
90,f3_nw_to_f3_sw.png,"f3_nw_to_f3_sw.png/热点 1(x=0.1608, y=0.2604)；f3_nw_to_f3_sw.png/热点 2(x=0.3810, y=0.2634)；f3_nw_to_f3_sw.png/热点 3(x=0.5452, y=0.2634)；f3_nw_to_f3_sw.png/热点 4(x=0.6909, y=0.2653)；f3_nw_to_f3_sw.png/热点 5(x=0.8710, y=0.2653)；f3_nw_to_f3_sw.png/热点 6(x=0.8703, y=0.4653)；f3_nw_to_f3_sw.png/热点 7(x=0.8689, y=0.6399)；f3_nw_to_f3_sw.png/热点 8(x=0.7171, y=0.6408)；f3_nw_to_f3_sw.png/热点 9(x=0.5784, y=0.6428)；f3_nw_to_f3_sw.png/热点 10(x=0.5432, y=0.6408)；f3_nw_to_f3_sw.png/热点 11(x=0.4445, y=0.7286)；f3_nw_to_f3_sw.png/热点 12(x=0.2871, y=0.7296)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg；f3_9.jpg；f3_7.jpg；f3_5.jpg；f3_3.jpg,12,12
91,f3_s_e_to_4301.png,"f3_s_e_to_4301.png/热点 1(x=0.5694, y=0.6399)；f3_s_e_to_4301.png/热点 2(x=0.5459, y=0.6399)；f3_s_e_to_4301.png/热点 3(x=0.4403, y=0.7257)；f3_s_e_to_4301.png/热点 4(x=0.2933, y=0.7276)",f3_9.jpg；f3_7.jpg；f3_5.jpg；f3_3.jpg,4,4
92,f3_s_e_to_4302.png,"f3_s_e_to_4302.png/热点 1(x=0.5756, y=0.6408)；f3_s_e_to_4302.png/热点 2(x=0.5459, y=0.6389)；f3_s_e_to_4302.png/热点 3(x=0.4445, y=0.7276)",f3_9.jpg；f3_7.jpg；f3_5.jpg,3,3
93,f3_s_e_to_4303.png,"f3_s_e_to_4303.png/热点 1(x=0.5673, y=0.6399)；f3_s_e_to_4303.png/热点 2(x=0.5459, y=0.6389)；f3_s_e_to_4303.png/热点 3(x=0.4465, y=0.7267)；f3_s_e_to_4303.png/热点 4(x=0.2933, y=0.7276)",f3_9.jpg；f3_7.jpg；f3_5.jpg；f3_3.jpg,4,4
94,f3_s_e_to_4304.png,"f3_s_e_to_4304.png/热点 1(x=0.5666, y=0.6418)；f3_s_e_to_4304.png/热点 2(x=0.5452, y=0.6408)；f3_s_e_to_4304.png/热点 3(x=0.4493, y=0.7257)",f3_9.jpg；f3_7.jpg；f3_5.jpg,3,3
95,f3_s_e_to_4305_1.png,"f3_s_e_to_4305_1.png/热点 1(x=0.5825, y=0.6399)",f3_8.jpg,1,1
96,f3_s_e_to_4305_2.png,"f3_s_e_to_4305_2.png/热点 1(x=0.5818, y=0.6408)",f3_8.jpg,1,1
97,f3_s_e_to_4306.png,"f3_s_e_to_4306.png/热点 1(x=0.5832, y=0.6379)",f3_8.jpg,1,1
98,f3_s_e_to_4307_1.png,"f3_s_e_to_4307_1.png/热点 1(x=0.5811, y=0.6418)；f3_s_e_to_4307_1.png/热点 2(x=0.7192, y=0.6418)",f3_8.jpg；f3_10.jpg,2,2
99,f3_s_e_to_4307_2.png,"f3_s_e_to_4307_2.png/热点 1(x=0.5825, y=0.6399)；f3_s_e_to_4307_2.png/热点 2(x=0.7150, y=0.6408)",f3_8.jpg；f3_10.jpg,2,2
100,f3_s_e_to_4308_1.png,"f3_s_e_to_4308_1.png/热点 1(x=0.5825, y=0.6399)",f3_8.jpg,1,1
101,f3_s_e_to_4308_2.png,"f3_s_e_to_4308_2.png/热点 1(x=0.5818, y=0.6408)",f3_8.jpg,1,1
102,f3_s_e_to_4309_1.png,"f3_s_e_to_4309_1.png/热点 1(x=0.5825, y=0.6418)",f3_8.jpg,1,1
103,f3_s_e_to_4309_2.png,"f3_s_e_to_4309_2.png/热点 1(x=0.5818, y=0.6399)；f3_s_e_to_4309_2.png/热点 2(x=0.7205, y=0.6418)",f3_8.jpg；f3_10.jpg,2,2
104,f3_s_e_to_4310_1.png,"f3_s_e_to_4310_1.png/热点 1(x=0.5825, y=0.6389)；f3_s_e_to_4310_1.png/热点 2(x=0.7205, y=0.6399)",f3_8.jpg；f3_10.jpg,2,2
105,f3_s_e_to_4310_2.png,"f3_s_e_to_4310_2.png/热点 1(x=0.5825, y=0.6408)；f3_s_e_to_4310_2.png/热点 2(x=0.7171, y=0.6408)",f3_8.jpg；f3_10.jpg,2,2
106,f3_s_e_to_4311.png,"f3_s_e_to_4311.png/热点 1(x=0.5818, y=0.6408)；f3_s_e_to_4311.png/热点 2(x=0.7185, y=0.6408)；f3_s_e_to_4311.png/热点 3(x=0.8648, y=0.6399)",f3_8.jpg；f3_10.jpg；f3_12.jpg,3,3
107,f3_s_e_to_4312.png,"f3_s_e_to_4312.png/热点 1(x=0.5825, y=0.6408)；f3_s_e_to_4312.png/热点 2(x=0.7171, y=0.6418)；f3_s_e_to_4312.png/热点 3(x=0.8655, y=0.6399)",f3_8.jpg；f3_10.jpg；f3_12.jpg,3,3
108,f3_s_e_to_4313.png,"f3_s_e_to_4313.png/热点 1(x=0.5832, y=0.6408)；f3_s_e_to_4313.png/热点 2(x=0.7150, y=0.6399)；f3_s_e_to_4313.png/热点 3(x=0.8648, y=0.6408)；f3_s_e_to_4313.png/热点 4(x=0.8669, y=0.4731)",f3_8.jpg；f3_10.jpg；f3_12.jpg；f3_14.jpg,4,4
109,f3_s_e_to_4314.png,"f3_s_e_to_4314.png/热点 1(x=0.5811, y=0.6399)；f3_s_e_to_4314.png/热点 3(x=0.5452, y=0.4438)；f3_s_e_to_4314.png/热点 4(x=0.5459, y=0.2643)；f3_s_e_to_4314.png/热点 5(x=0.6916, y=0.2624)",f3_9.jpg；f3_24.jpg；f3_21.jpg；f3_19.jpg,4,4
110,f3_s_e_to_4315.png,"f3_s_e_to_4315.png/热点 1(x=0.5797, y=0.6389)；f3_s_e_to_4315.png/热点 3(x=0.5445, y=0.4750)；f3_s_e_to_4315.png/热点 4(x=0.5445, y=0.2634)",f3_9.jpg；f3_24.jpg；f3_21.jpg,3,3
111,f3_s_e_to_4316.png,"f3_s_e_to_4316.png/热点 1(x=0.5818, y=0.6408)；f3_s_e_to_4316.png/热点 3(x=0.5439, y=0.4565)；f3_s_e_to_4316.png/热点 4(x=0.5452, y=0.2634)",f3_9.jpg；f3_24.jpg；f3_21.jpg,3,3
112,f3_s_e_to_4317.png,"f3_s_e_to_4317.png/热点 1(x=0.5804, y=0.6418)；f3_s_e_to_4317.png/热点 3(x=0.5439, y=0.4672)；f3_s_e_to_4317.png/热点 4(x=0.5452, y=0.2624)",f3_9.jpg；f3_24.jpg；f3_20.jpg,3,3
113,f3_s_e_to_4318.png,"f3_s_e_to_4318.png/热点 1(x=0.5818, y=0.6408)；f3_s_e_to_4318.png/热点 3(x=0.5439, y=0.4448)；f3_s_e_to_4318.png/热点 4(x=0.5452, y=0.2643)",f3_9.jpg；f3_24.jpg；f3_20.jpg,3,3
114,f3_s_e_to_4319.png,"f3_s_e_to_4319.png/热点 1(x=0.5811, y=0.6408)；f3_s_e_to_4319.png/热点 2(x=0.5439, y=0.4760)；f3_s_e_to_4319.png/热点 3(x=0.5452, y=0.2634)；f3_s_e_to_4319.png/热点 4(x=0.3969, y=0.2643)",f3_9.jpg；f3_24.jpg；f3_20.jpg；f3_25.jpg,4,4
115,f3_s_e_to_f3_n.png,"f3_s_e_to_f3_n.png/热点 1(x=0.5811, y=0.6418)；f3_s_e_to_f3_n.png/热点 2(x=0.5439, y=0.4701)",f3_9.jpg；f3_24.jpg,2,2
116,f3_s_e_to_f3_ne.png,"f3_s_e_to_f3_ne.png/热点 1(x=0.5818, y=0.6399)；f3_s_e_to_f3_ne.png/热点 2(x=0.5452, y=0.4653)；f3_s_e_to_f3_ne.png/热点 3(x=0.5452, y=0.2614)；f3_s_e_to_f3_ne.png/热点 4(x=0.6922, y=0.2624)",f3_9.jpg；f3_24.jpg；f3_21.jpg；f3_19.jpg,4,4
117,f3_s_e_to_f3_nw.png,"f3_s_e_to_f3_nw.png/热点 1(x=0.5811, y=0.6399)；f3_s_e_to_f3_nw.png/热点 2(x=0.5439, y=0.4594)；f3_s_e_to_f3_nw.png/热点 3(x=0.5452, y=0.2614)；f3_s_e_to_f3_nw.png/热点 4(x=0.3906, y=0.2604)",f3_9.jpg；f3_24.jpg；f3_20.jpg；f3_25.jpg,4,4
118,f3_s_e_to_f3_s_w.png,"f3_s_e_to_f3_s_w.png/热点 1(x=0.5818, y=0.6408)；f3_s_e_to_f3_s_w.png/热点 2(x=0.5432, y=0.6408)；f3_s_e_to_f3_s_w.png/热点 3(x=0.4424, y=0.7276)",f3_9.jpg；f3_7.jpg；f3_5.jpg,3,3
119,f3_s_e_to_f3_se.png,"f3_s_e_to_f3_se.png/热点 1(x=0.5825, y=0.6399)；f3_s_e_to_f3_se.png/热点 2(x=0.7116, y=0.6408)；f3_s_e_to_f3_se.png/热点 3(x=0.8655, y=0.6399)",f3_8.jpg；f3_10.jpg；f3_13.jpg,3,3
120,f3_s_e_to_f3_sw.png,"f3_s_e_to_f3_sw.png/热点 1(x=0.5804, y=0.6408)；f3_s_e_to_f3_sw.png/热点 2(x=0.5452, y=0.6408)；f3_s_e_to_f3_sw.png/热点 3(x=0.4452, y=0.7267)；f3_s_e_to_f3_sw.png/热点 4(x=0.2871, y=0.7286)",f3_9.jpg；f3_7.jpg；f3_5.jpg；f3_3.jpg,4,4
121,f3_s_w_to_4301.png,"f3_s_w_to_4301.png/热点 1(x=0.2926, y=0.7257)",f3_3.jpg,1,1
122,f3_s_w_to_4302.png,,,0,0
123,f3_s_w_to_4303.png,"f3_s_w_to_4303.png/热点 1(x=0.2913, y=0.7247)",f3_3.jpg,1,1
124,f3_s_w_to_4304.png,,,0,0
125,f3_s_w_to_4305_1.png,"f3_s_w_to_4305_1.png/热点 1(x=0.4500, y=0.7237)；f3_s_w_to_4305_1.png/热点 2(x=0.5459, y=0.6428)；f3_s_w_to_4305_1.png/热点 3(x=0.5797, y=0.6428)",f3_4.jpg；f3_6.jpg；f3_8.jpg,3,3
126,f3_s_w_to_4305_2.png,"f3_s_w_to_4305_2.png/热点 1(x=0.4493, y=0.7257)；f3_s_w_to_4305_2.png/热点 2(x=0.5452, y=0.6428)；f3_s_w_to_4305_2.png/热点 3(x=0.5825, y=0.6447)",f3_4.jpg；f3_6.jpg；f3_8.jpg,3,3
127,f3_s_w_to_4306.png,"f3_s_w_to_4306.png/热点 1(x=0.4459, y=0.7276)；f3_s_w_to_4306.png/热点 2(x=0.5459, y=0.6428)；f3_s_w_to_4306.png/热点 3(x=0.5770, y=0.6438)",f3_4.jpg；f3_6.jpg；f3_8.jpg,3,3
128,f3_s_w_to_4307_1.png,"f3_s_w_to_4307_1.png/热点 1(x=0.4465, y=0.7257)；f3_s_w_to_4307_1.png/热点 2(x=0.5459, y=0.6428)；f3_s_w_to_4307_1.png/热点 3(x=0.5797, y=0.6428)；f3_s_w_to_4307_1.png/热点 4(x=0.7150, y=0.6418)",f3_4.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg,4,4
129,f3_s_w_to_4307_2.png,"f3_s_w_to_4307_2.png/热点 1(x=0.4424, y=0.7286)；f3_s_w_to_4307_2.png/热点 2(x=0.5445, y=0.6428)；f3_s_w_to_4307_2.png/热点 3(x=0.5791, y=0.6418)；f3_s_w_to_4307_2.png/热点 4(x=0.7095, y=0.6418)",f3_4.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg,4,4
130,f3_s_w_to_4308_1.png,"f3_s_w_to_4308_1.png/热点 1(x=0.4203, y=0.7257)；f3_s_w_to_4308_1.png/热点 2(x=0.5452, y=0.6447)；f3_s_w_to_4308_1.png/热点 3(x=0.5818, y=0.6457)",f3_4.jpg；f3_6.jpg；f3_8.jpg,3,3
131,f3_s_w_to_4308_2.png,"f3_s_w_to_4308_2.png/热点 1(x=0.4203, y=0.7247)；f3_s_w_to_4308_2.png/热点 2(x=0.5452, y=0.6438)；f3_s_w_to_4308_2.png/热点 3(x=0.5825, y=0.6408)",f3_4.jpg；f3_6.jpg；f3_8.jpg,3,3
132,f3_s_w_to_4309_1.png,"f3_s_w_to_4309_1.png/热点 1(x=0.4210, y=0.7267)；f3_s_w_to_4309_1.png/热点 2(x=0.5452, y=0.6428)；f3_s_w_to_4309_1.png/热点 3(x=0.5804, y=0.6428)",f3_4.jpg；f3_6.jpg；f3_8.jpg,3,3
133,f3_s_w_to_4309_2.png,"f3_s_w_to_4309_2.png/热点 1(x=0.4210, y=0.7257)；f3_s_w_to_4309_2.png/热点 2(x=0.5452, y=0.6438)；f3_s_w_to_4309_2.png/热点 3(x=0.5763, y=0.6447)；f3_s_w_to_4309_2.png/热点 4(x=0.7185, y=0.6428)",f3_4.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg,4,4
134,f3_s_w_to_4310_1.png,"f3_s_w_to_4310_1.png/热点 1(x=0.4217, y=0.7247)；f3_s_w_to_4310_1.png/热点 2(x=0.5432, y=0.6428)；f3_s_w_to_4310_1.png/热点 3(x=0.5804, y=0.6438)；f3_s_w_to_4310_1.png/热点 4(x=0.7102, y=0.6438)",f3_4.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg,4,4
135,f3_s_w_to_4310_2.png,"f3_s_w_to_4310_2.png/热点 1(x=0.4203, y=0.7257)；f3_s_w_to_4310_2.png/热点 2(x=0.5452, y=0.6428)；f3_s_w_to_4310_2.png/热点 3(x=0.5784, y=0.6418)；f3_s_w_to_4310_2.png/热点 4(x=0.7205, y=0.6428)",f3_4.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg,4,4
