序号,名称,点位汇总,实景图汇总,点位数,已关联数
14,f3_n_to_4310_1.png,"f3_n_to_4310_1.png/热点 1(x=0.5405, y=0.4730)；f3_n_to_4310_1.png/热点 2(x=0.5412, y=0.6407)；f3_n_to_4310_1.png/热点 3(x=0.5769, y=0.6417)；f3_n_to_4310_1.png/热点 4(x=0.7141, y=0.6417)",f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg,4,4
15,f3_n_to_4310_2.png,"f3_n_to_4310_2.png/热点 1(x=0.5406, y=0.4634)；f3_n_to_4310_2.png/热点 2(x=0.5406, y=0.6409)；f3_n_to_4310_2.png/热点 3(x=0.5777, y=0.6418)；f3_n_to_4310_2.png/热点 4(x=0.7142, y=0.6399)",f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg,4,4
16,f3_n_to_4311.png,"f3_n_to_4311.png/热点 1(x=0.5393, y=0.4567)；f3_n_to_4311.png/热点 2(x=0.5400, y=0.6410)；f3_n_to_4311.png/热点 3(x=0.5723, y=0.6410)；f3_n_to_4311.png/热点 4(x=0.7164, y=0.6410)；f3_n_to_4311.png/热点 5(x=0.8640, y=0.6420)",f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg；f3_12.jpg,5,5
17,f3_n_to_4312.png,"f3_n_to_4312.png/热点 1(x=0.5401, y=0.4811)；f3_n_to_4312.png/热点 2(x=0.5401, y=0.6402)；f3_n_to_4312.png/热点 3(x=0.5745, y=0.6431)；f3_n_to_4312.png/热点 4(x=0.7145, y=0.6421)；f3_n_to_4312.png/热点 5(x=0.8642, y=0.6393)",f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg；f3_12.jpg,5,5
18,f3_n_to_4313.png,"f3_n_to_4313.png/热点 1(x=0.5403, y=0.4744)；f3_n_to_4313.png/热点 2(x=0.5403, y=0.6403)；f3_n_to_4313.png/热点 3(x=0.5706, y=0.6405)；f3_n_to_4313.png/热点 4(x=0.7155, y=0.6434)；f3_n_to_4313.png/热点 5(x=0.8652, y=0.6405)；f3_n_to_4313.png/热点 6(x=0.8660, y=0.4804)",f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg；f3_12.jpg；f3_14.jpg,6,6
19,f3_n_to_4314.png,"f3_n_to_4314.png/热点 1(x=0.5412, y=0.2621)；f3_n_to_4314.png/热点 2(x=0.6985, y=0.2611)",f3_21.jpg；f3_19.jpg,2,2
20,f3_n_to_4315.png,"f3_n_to_4315.png/热点 1(x=0.5406, y=0.2611)",f3_21.jpg,1,1
21,f3_n_to_4316.png,"f3_n_to_4316.png/热点 1(x=0.5413, y=0.2602)",f3_21.jpg,1,1
22,f3_n_to_4317.png,"f3_n_to_4317.png/热点 1(x=0.5406, y=0.2621)",f3_20.jpg,1,1
23,f3_n_to_4318.png,"f3_n_to_4318.png/热点 1(x=0.5400, y=0.2631)",f3_20.jpg,1,1
24,f3_n_to_4319.png,"f3_n_to_4319.png/热点 1(x=0.5407, y=0.2631)；f3_n_to_4319.png/热点 2(x=0.3696, y=0.2622)",f3_20.jpg；f3_25.jpg,2,2
25,f3_n_to_f3_ne.png,"f3_n_to_f3_ne.png/热点 1(x=0.5408, y=0.2622)；f3_n_to_f3_ne.png/热点 2(x=0.7242, y=0.2632)",f3_21.jpg；f3_19.jpg,2,2
26,f3_n_to_f3_nw.png,"f3_n_to_f3_nw.png/热点 1(x=0.5408, y=0.2622)；f3_n_to_f3_nw.png/热点 2(x=0.3690, y=0.2622)",f3_20.jpg；f3_25.jpg,2,2
27,f3_n_to_f3_s_e.png,"f3_n_to_f3_s_e.png/热点 1(x=0.5409, y=0.4779)；f3_n_to_f3_s_e.png/热点 2(x=0.5409, y=0.6410)；f3_n_to_f3_s_e.png/热点 3(x=0.5670, y=0.6420)",f3_23.jpg；f3_6.jpg；f3_8.jpg,3,3
28,f3_n_to_f3_s_w.png,"f3_n_to_f3_s_w.png/热点 1(x=0.5396, y=0.4818)；f3_n_to_f3_s_w.png/热点 2(x=0.5403, y=0.6615)；f3_n_to_f3_s_w.png/热点 3(x=0.4516, y=0.7267)",f3_23.jpg；f3_7.jpg；f3_5.jpg,3,3
29,f3_n_to_f3_se.png,"f3_n_to_f3_se.png/热点 1(x=0.5404, y=0.4829)；f3_n_to_f3_se.png/热点 2(x=0.5417, y=0.6422)；f3_n_to_f3_se.png/热点 3(x=0.5693, y=0.6432)；f3_n_to_f3_se.png/热点 4(x=0.7192, y=0.6432)；f3_n_to_f3_se.png/热点 5(x=0.8649, y=0.6433)",f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg；f3_13.jpg,5,5
30,f3_n_to_f3_sw.png,"f3_n_to_f3_sw.png/热点 1(x=0.5405, y=0.4810)；f3_n_to_f3_sw.png/热点 2(x=0.5405, y=0.6628)；f3_n_to_f3_sw.png/热点 3(x=0.4477, y=0.7289)；f3_n_to_f3_sw.png/热点 4(x=0.2916, y=0.7270)",f3_23.jpg；f3_7.jpg；f3_5.jpg；f3_3.jpg,4,4
31,f3_ne_to_4301.png,"f3_ne_to_4301.png/热点 1(x=0.7125, y=0.2624)；f3_ne_to_4301.png/热点 2(x=0.5427, y=0.2624)；f3_ne_to_4301.png/热点 3(x=0.5420, y=0.4627)；f3_ne_to_4301.png/热点 4(x=0.5434, y=0.6630)；f3_ne_to_4301.png/热点 5(x=0.4471, y=0.7262)；f3_ne_to_4301.png/热点 6(x=0.2910, y=0.7252)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_7.jpg；f3_5.jpg；f3_3.jpg,6,6
32,f3_ne_to_4302.png,"f3_ne_to_4302.png/热点 1(x=0.7066, y=0.2615)；f3_ne_to_4302.png/热点 2(x=0.5435, y=0.2625)；f3_ne_to_4302.png/热点 3(x=0.5428, y=0.4473)；f3_ne_to_4302.png/热点 4(x=0.5422, y=0.6612)；f3_ne_to_4302.png/热点 5(x=0.4479, y=0.7235)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_7.jpg；f3_5.jpg,5,5
33,f3_ne_to_4303.png,"f3_ne_to_4303.png/热点 1(x=0.7473, y=0.2616)；f3_ne_to_4303.png/热点 2(x=0.5430, y=0.2626)；f3_ne_to_4303.png/热点 3(x=0.5423, y=0.4357)；f3_ne_to_4303.png/热点 4(x=0.5423, y=0.6604)；f3_ne_to_4303.png/热点 5(x=0.4535, y=0.7236)；f3_ne_to_4303.png/热点 6(x=0.2925, y=0.7246)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_7.jpg；f3_5.jpg；f3_3.jpg,6,6
34,f3_ne_to_4304.png,"f3_ne_to_4304.png/热点 1(x=0.7441, y=0.2646)；f3_ne_to_4304.png/热点 2(x=0.5431, y=0.2646)；f3_ne_to_4304.png/热点 3(x=0.5418, y=0.4339)；f3_ne_to_4304.png/热点 4(x=0.5425, y=0.6625)；f3_ne_to_4304.png/热点 5(x=0.4433, y=0.7258)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_7.jpg；f3_5.jpg,5,5
35,f3_ne_to_4305_1.png,"f3_ne_to_4305_1.png/热点 1(x=0.7436, y=0.2627)；f3_ne_to_4305_1.png/热点 2(x=0.5419, y=0.2637)；f3_ne_to_4305_1.png/热点 3(x=0.5419, y=0.4379)；f3_ne_to_4305_1.png/热点 4(x=0.5433, y=0.6413)；f3_ne_to_4305_1.png/热点 5(x=0.5736, y=0.6403)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg,5,5
36,f3_ne_to_4305_2.png,"f3_ne_to_4305_2.png/热点 1(x=0.7348, y=0.2618)；f3_ne_to_4305_2.png/热点 2(x=0.5434, y=0.2628)；f3_ne_to_4305_2.png/热点 3(x=0.5427, y=0.4283)；f3_ne_to_4305_2.png/热点 4(x=0.5414, y=0.6405)；f3_ne_to_4305_2.png/热点 5(x=0.5675, y=0.6415)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg,5,5
37,f3_ne_to_4306.png,"f3_ne_to_4306.png/热点 1(x=0.7171, y=0.2628)；f3_ne_to_4306.png/热点 2(x=0.5435, y=0.2629)；f3_ne_to_4306.png/热点 3(x=0.5428, y=0.4332)；f3_ne_to_4306.png/热点 4(x=0.5435, y=0.6406)；f3_ne_to_4306.png/热点 5(x=0.5725, y=0.6416)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg,5,5
38,f3_ne_to_4307_1.png,"f3_ne_to_4307_1.png/热点 1(x=0.7083, y=0.2629)；f3_ne_to_4307_1.png/热点 2(x=0.5430, y=0.2629)；f3_ne_to_4307_1.png/热点 3(x=0.5430, y=0.4275)；f3_ne_to_4307_1.png/热点 4(x=0.5430, y=0.6408)；f3_ne_to_4307_1.png/热点 5(x=0.5747, y=0.6427)；f3_ne_to_4307_1.png/热点 6(x=0.7132, y=0.6398)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg,6,6
39,f3_ne_to_4307_2.png,"f3_ne_to_4307_2.png/热点 1(x=0.7030, y=0.2649)；f3_ne_to_4307_2.png/热点 2(x=0.5431, y=0.2630)；f3_ne_to_4307_2.png/热点 3(x=0.5418, y=0.4364)；f3_ne_to_4307_2.png/热点 4(x=0.5425, y=0.6410)；f3_ne_to_4307_2.png/热点 5(x=0.5756, y=0.6429)；f3_ne_to_4307_2.png/热点 6(x=0.7169, y=0.6420)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg,6,6
40,f3_ne_to_4308_1.png,"f3_ne_to_4308_1.png/热点 1(x=0.7004, y=0.2631)；f3_ne_to_4308_1.png/热点 2(x=0.5433, y=0.2621)；f3_ne_to_4308_1.png/热点 3(x=0.5419, y=0.4316)；f3_ne_to_4308_1.png/热点 4(x=0.5419, y=0.6402)；f3_ne_to_4308_1.png/热点 5(x=0.5764, y=0.6421)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg,5,5
41,f3_ne_to_4308_2.png,"f3_ne_to_4308_2.png/热点 1(x=0.6965, y=0.2631)；f3_ne_to_4308_2.png/热点 2(x=0.5434, y=0.2622)；f3_ne_to_4308_2.png/热点 3(x=0.5427, y=0.4356)；f3_ne_to_4308_2.png/热点 4(x=0.5427, y=0.6403)；f3_ne_to_4308_2.png/热点 5(x=0.5772, y=0.6433)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg,5,5
42,f3_ne_to_4309_1.png,"f3_ne_to_4309_1.png/热点 1(x=0.6918, y=0.2632)；f3_ne_to_4309_1.png/热点 2(x=0.5435, y=0.2622)；f3_ne_to_4309_1.png/热点 3(x=0.5422, y=0.4319)；f3_ne_to_4309_1.png/热点 4(x=0.5429, y=0.6415)；f3_ne_to_4309_1.png/热点 5(x=0.5760, y=0.6405)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg,5,5
43,f3_ne_to_4309_2.png,"f3_ne_to_4309_2.png/热点 1(x=0.6913, y=0.2633)；f3_ne_to_4309_2.png/热点 2(x=0.5430, y=0.2633)；f3_ne_to_4309_2.png/热点 3(x=0.5423, y=0.4378)；f3_ne_to_4309_2.png/热点 4(x=0.5430, y=0.6406)；f3_ne_to_4309_2.png/热点 5(x=0.5706, y=0.6416)；f3_ne_to_4309_2.png/热点 6(x=0.7156, y=0.6417)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg,6,6
44,f3_ne_to_4310_1.png,"f3_ne_to_4310_1.png/热点 1(x=0.6956, y=0.2633)；f3_ne_to_4310_1.png/热点 2(x=0.5424, y=0.2624)；f3_ne_to_4310_1.png/热点 3(x=0.5425, y=0.4467)；f3_ne_to_4310_1.png/热点 4(x=0.5432, y=0.6399)；f3_ne_to_4310_1.png/热点 5(x=0.5715, y=0.6438)；f3_ne_to_4310_1.png/热点 6(x=0.7164, y=0.6418)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg,6,6
45,f3_ne_to_4310_2.png,"f3_ne_to_4310_2.png/热点 1(x=0.6881, y=0.2614)；f3_ne_to_4310_2.png/热点 2(x=0.5432, y=0.2634)；f3_ne_to_4310_2.png/热点 3(x=0.5425, y=0.4379)；f3_ne_to_4310_2.png/热点 4(x=0.5439, y=0.6389)；f3_ne_to_4310_2.png/热点 5(x=0.5722, y=0.6418)；f3_ne_to_4310_2.png/热点 6(x=0.7164, y=0.6408)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg,6,6
46,f3_ne_to_4311.png,"f3_ne_to_4311.png/热点 1(x=0.6902, y=0.2604)；f3_ne_to_4311.png/热点 2(x=0.5432, y=0.2624)；f3_ne_to_4311.png/热点 3(x=0.5432, y=0.4360)；f3_ne_to_4311.png/热点 4(x=0.5432, y=0.6418)；f3_ne_to_4311.png/热点 5(x=0.5749, y=0.6399)；f3_ne_to_4311.png/热点 6(x=0.7164, y=0.6418)；f3_ne_to_4311.png/热点 7(x=0.8655, y=0.6408)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg；f3_12.jpg,7,7
47,f3_ne_to_4312.png,"f3_ne_to_4312.png/热点 1(x=0.6895, y=0.2634)；f3_ne_to_4312.png/热点 2(x=0.5432, y=0.2634)；f3_ne_to_4312.png/热点 3(x=0.5432, y=0.4389)；f3_ne_to_4312.png/热点 4(x=0.5425, y=0.6418)；f3_ne_to_4312.png/热点 5(x=0.5763, y=0.6408)；f3_ne_to_4312.png/热点 6(x=0.7212, y=0.6418)；f3_ne_to_4312.png/热点 7(x=0.8641, y=0.6399)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg；f3_12.jpg,7,7
48,f3_ne_to_4313.png,"f3_ne_to_4313.png/热点 1(x=0.6936, y=0.2624)；f3_ne_to_4313.png/热点 2(x=0.5425, y=0.2624)；f3_ne_to_4313.png/热点 3(x=0.5425, y=0.4448)；f3_ne_to_4313.png/热点 4(x=0.5418, y=0.6408)；f3_ne_to_4313.png/热点 5(x=0.5763, y=0.6418)；f3_ne_to_4313.png/热点 6(x=0.7192, y=0.6418)；f3_ne_to_4313.png/热点 7(x=0.8648, y=0.6389)；f3_ne_to_4313.png/热点 8(x=0.8669, y=0.4692)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg；f3_12.jpg；f3_14.jpg,8,8
49,f3_ne_to_4314.png,"f3_ne_to_4314.png/热点 1(x=0.8710, y=0.2624)",f3_16.jpg,1,1
50,f3_ne_to_4315.png,"f3_ne_to_4315.png/热点 1(x=0.8710, y=0.2624)；f3_ne_to_4315.png/热点 2(x=0.6943, y=0.2643)",f3_16.jpg；f3_18.jpg,2,2
51,f3_ne_to_4316.png,"f3_ne_to_4316.png/热点 1(x=0.8696, y=0.2624)；f3_ne_to_4316.png/热点 2(x=0.6853, y=0.2643)",f3_16.jpg；f3_18.jpg,2,2
52,f3_ne_to_4317.png,"f3_ne_to_4317.png/热点 1(x=0.8703, y=0.2614)；f3_ne_to_4317.png/热点 2(x=0.6840, y=0.2624)；f3_ne_to_4317.png/热点 3(x=0.5439, y=0.2634)",f3_16.jpg；f3_18.jpg；f3_20.jpg,3,3
53,f3_ne_to_4318.png,"f3_ne_to_4318.png/热点 1(x=0.8689, y=0.2614)；f3_ne_to_4318.png/热点 2(x=0.6936, y=0.2624)；f3_ne_to_4318.png/热点 3(x=0.5418, y=0.2624)",f3_16.jpg；f3_18.jpg；f3_20.jpg,3,3
54,f3_ne_to_4319.png,"f3_ne_to_4319.png/热点 1(x=0.8703, y=0.2634)；f3_ne_to_4319.png/热点 2(x=0.7005, y=0.2634)；f3_ne_to_4319.png/热点 3(x=0.5432, y=0.2634)；f3_ne_to_4319.png/热点 4(x=0.3879, y=0.2624)",f3_16.jpg；f3_18.jpg；f3_20.jpg；f3_25.jpg,4,4
55,f3_ne_to_f3_n.png,"f3_ne_to_f3_n.png/热点 1(x=0.8703, y=0.2634)；f3_ne_to_f3_n.png/热点 2(x=0.6978, y=0.2634)；f3_ne_to_f3_n.png/热点 3(x=0.5418, y=0.2624)",f3_16.jpg；f3_18.jpg；f3_22.jpg,3,3
56,f3_ne_to_f3_nw.png,"f3_ne_to_f3_nw.png/热点 1(x=0.8710, y=0.2624)；f3_ne_to_f3_nw.png/热点 2(x=0.6639, y=0.2634)；f3_ne_to_f3_nw.png/热点 3(x=0.5411, y=0.2634)；f3_ne_to_f3_nw.png/热点 4(x=0.3830, y=0.2624)",f3_16.jpg；f3_18.jpg；f3_20.jpg；f3_25.jpg,4,4
57,f3_ne_to_f3_s_e.png,"f3_ne_to_f3_s_e.png/热点 1(x=0.7123, y=0.2614)；f3_ne_to_f3_s_e.png/热点 2(x=0.5425, y=0.2624)；f3_ne_to_f3_s_e.png/热点 3(x=0.5425, y=0.4331)；f3_ne_to_f3_s_e.png/热点 4(x=0.5418, y=0.6418)；f3_ne_to_f3_s_e.png/热点 5(x=0.5673, y=0.6418)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg,5,5
58,f3_ne_to_f3_s_w.png,"f3_ne_to_f3_s_w.png/热点 1(x=0.6964, y=0.2624)；f3_ne_to_f3_s_w.png/热点 2(x=0.5432, y=0.2634)；f3_ne_to_f3_s_w.png/热点 3(x=0.5432, y=0.4721)；f3_ne_to_f3_s_w.png/热点 4(x=0.5425, y=0.6623)；f3_ne_to_f3_s_w.png/热点 5(x=0.4493, y=0.7237)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_7.jpg；f3_5.jpg,5,5
59,f3_ne_to_f3_se.png,"f3_ne_to_f3_se.png/热点 1(x=0.6929, y=0.2643)；f3_ne_to_f3_se.png/热点 2(x=0.5432, y=0.2624)；f3_ne_to_f3_se.png/热点 3(x=0.5425, y=0.4614)；f3_ne_to_f3_se.png/热点 4(x=0.5425, y=0.6418)；f3_ne_to_f3_se.png/热点 5(x=0.5680, y=0.6438)；f3_ne_to_f3_se.png/热点 6(x=0.7171, y=0.6408)；f3_ne_to_f3_se.png/热点 7(x=0.8655, y=0.6428)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_6.jpg；f3_8.jpg；f3_10.jpg；f3_13.jpg,7,7
60,f3_ne_to_f3_sw.png,"f3_ne_to_f3_sw.png/热点 1(x=0.6964, y=0.2634)；f3_ne_to_f3_sw.png/热点 2(x=0.5432, y=0.2624)；f3_ne_to_f3_sw.png/热点 3(x=0.5432, y=0.4350)；f3_ne_to_f3_sw.png/热点 4(x=0.5425, y=0.6613)；f3_ne_to_f3_sw.png/热点 5(x=0.4500, y=0.7247)；f3_ne_to_f3_sw.png/热点 6(x=0.2913, y=0.7247)",f3_18.jpg；f3_22.jpg；f3_23.jpg；f3_7.jpg；f3_5.jpg；f3_3.jpg,6,6
61,f3_nw_to_4301.png,"f3_nw_to_4301.png/热点 1(x=0.1608, y=0.2624)；f3_nw_to_4301.png/热点 2(x=0.3396, y=0.2624)；f3_nw_to_4301.png/热点 3(x=0.5411, y=0.2634)；f3_nw_to_4301.png/热点 4(x=0.6971, y=0.2643)；f3_nw_to_4301.png/热点 5(x=0.8710, y=0.2643)；f3_nw_to_4301.png/热点 6(x=0.8703, y=0.4399)；f3_nw_to_4301.png/热点 7(x=0.8703, y=0.6399)；f3_nw_to_4301.png/热点 8(x=0.7309, y=0.6418)；f3_nw_to_4301.png/热点 9(x=0.5728, y=0.6428)；f3_nw_to_4301.png/热点 10(x=0.5432, y=0.6428)；f3_nw_to_4301.png/热点 11(x=0.4452, y=0.7286)；f3_nw_to_4301.png/热点 12(x=0.2885, y=0.7286)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg；f3_9.jpg；f3_7.jpg；f3_5.jpg；f3_3.jpg,12,12
62,f3_nw_to_4302.png,"f3_nw_to_4302.png/热点 1(x=0.1608, y=0.2624)；f3_nw_to_4302.png/热点 2(x=0.3354, y=0.2624)；f3_nw_to_4302.png/热点 3(x=0.5445, y=0.2624)；f3_nw_to_4302.png/热点 4(x=0.6985, y=0.2624)；f3_nw_to_4302.png/热点 5(x=0.8689, y=0.2643)；f3_nw_to_4302.png/热点 6(x=0.8703, y=0.4487)；f3_nw_to_4302.png/热点 7(x=0.8703, y=0.6399)；f3_nw_to_4302.png/热点 8(x=0.7116, y=0.6408)；f3_nw_to_4302.png/热点 9(x=0.5728, y=0.6408)；f3_nw_to_4302.png/热点 10(x=0.5425, y=0.6408)；f3_nw_to_4302.png/热点 11(x=0.4493, y=0.7286)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg；f3_9.jpg；f3_7.jpg；f3_5.jpg,11,11
63,f3_nw_to_4303.png,"f3_nw_to_4303.png/热点 1(x=0.1608, y=0.2634)；f3_nw_to_4303.png/热点 2(x=0.3830, y=0.2634)；f3_nw_to_4303.png/热点 3(x=0.5425, y=0.2624)；f3_nw_to_4303.png/热点 4(x=0.6888, y=0.2653)；f3_nw_to_4303.png/热点 5(x=0.8696, y=0.2634)；f3_nw_to_4303.png/热点 6(x=0.8703, y=0.4448)；f3_nw_to_4303.png/热点 7(x=0.8703, y=0.6408)；f3_nw_to_4303.png/热点 8(x=0.7212, y=0.6428)；f3_nw_to_4303.png/热点 9(x=0.5728, y=0.6428)；f3_nw_to_4303.png/热点 10(x=0.5432, y=0.6408)；f3_nw_to_4303.png/热点 11(x=0.4493, y=0.7286)；f3_nw_to_4303.png/热点 12(x=0.2919, y=0.7286)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg；f3_9.jpg；f3_7.jpg；f3_5.jpg；f3_3.jpg,12,12
64,f3_nw_to_4304.png,"f3_nw_to_4304.png/热点 1(x=0.1615, y=0.2634)；f3_nw_to_4304.png/热点 2(x=0.3375, y=0.2653)；f3_nw_to_4304.png/热点 3(x=0.5411, y=0.2643)；f3_nw_to_4304.png/热点 4(x=0.6909, y=0.2634)；f3_nw_to_4304.png/热点 5(x=0.8703, y=0.2634)；f3_nw_to_4304.png/热点 6(x=0.8710, y=0.4458)；f3_nw_to_4304.png/热点 7(x=0.8703, y=0.6389)；f3_nw_to_4304.png/热点 8(x=0.7130, y=0.6418)；f3_nw_to_4304.png/热点 9(x=0.5722, y=0.6408)；f3_nw_to_4304.png/热点 10(x=0.5432, y=0.6408)；f3_nw_to_4304.png/热点 11(x=0.4424, y=0.7276)",f3_27.jpg；f3_26.jpg；f3_21.jpg；f3_19.jpg；f3_17.jpg；f3_15.jpg；f3_13.jpg；f3_11.jpg；f3_9.jpg；f3_7.jpg；f3_5.jpg,11,11
