序号,名称,点位汇总,实景图汇总,点位数,已关联数
20,f5_s_e_to_4503_1.png,"f5_s_e_to_4503_1.png/热点 1(x=0.5579, y=0.6461)",f5_5.jpg,1,1
21,f5_s_e_to_4503_2.png,"f5_s_e_to_4503_2.png/热点 1(x=0.5573, y=0.6442)",f5_5.jpg,1,1
22,f5_s_e_to_4504_1.png,"f5_s_e_to_4504_1.png/热点 1(x=0.5573, y=0.6462)",f5_5.jpg,1,1
23,f5_s_e_to_4504_2.png,"f5_s_e_to_4504_2.png/热点 1(x=0.5567, y=0.6443)；f5_s_e_to_4504_2.png/热点 2(x=0.6926, y=0.6443)",f5_5.jpg；f5_7.jpg,2,2
24,f5_s_e_to_4505_1.png,"f5_s_e_to_4505_1.png/热点 1(x=0.5567, y=0.6443)；f5_s_e_to_4505_1.png/热点 2(x=0.6926, y=0.6463)",f5_5.jpg；f5_7.jpg,2,2
25,f5_s_e_to_4505_2.png,"f5_s_e_to_4505_2.png/热点 1(x=0.5575, y=0.6444)；f5_s_e_to_4505_2.png/热点 2(x=0.6997, y=0.6444)",f5_5.jpg；f5_7.jpg,2,2
26,f5_s_e_to_4506_1.png,"f5_s_e_to_4506_1.png/热点 1(x=0.5575, y=0.6454)",f5_5.jpg,1,1
27,f5_s_e_to_4506_2.png,"f5_s_e_to_4506_2.png/热点 1(x=0.5576, y=0.6465)",f5_5.jpg,1,1
28,f5_s_e_to_4507_1.png,"f5_s_e_to_4507_1.png/热点 1(x=0.5576, y=0.6455)",f5_5.jpg,1,1
29,f5_s_e_to_4507_2.png,"f5_s_e_to_4507_2.png/热点 1(x=0.5570, y=0.6456)；f5_s_e_to_4507_2.png/热点 2(x=0.6943, y=0.6456)",f5_5.jpg；f5_7.jpg,2,2
30,f5_s_e_to_4508_1.png,"f5_s_e_to_4508_1.png/热点 1(x=0.5570, y=0.6456)；f5_s_e_to_4508_1.png/热点 2(x=0.6958, y=0.6437)",f5_5.jpg；f5_7.jpg,2,2
31,f5_s_e_to_4508_2.png,"f5_s_e_to_4508_2.png/热点 1(x=0.5585, y=0.6447)；f5_s_e_to_4508_2.png/热点 2(x=0.6951, y=0.6438)",f5_5.jpg；f5_7.jpg,2,2
32,f5_s_e_to_4509.png,"f5_s_e_to_4509.png/热点 1(x=0.5578, y=0.6448)；f5_s_e_to_4509.png/热点 2(x=0.6966, y=0.6468)；f5_s_e_to_4509.png/热点 3(x=0.8424, y=0.6458)",f5_5.jpg；f5_7.jpg；f5_9.jpg,3,3
33,f5_s_e_to_4510.png,"f5_s_e_to_4510.png/热点 1(x=0.5572, y=0.6459)；f5_s_e_to_4510.png/热点 2(x=0.6995, y=0.6449)；f5_s_e_to_4510.png/热点 3(x=0.8432, y=0.6439)",f5_5.jpg；f5_7.jpg；f5_9.jpg,3,3
34,f5_s_e_to_4511.png,"f5_s_e_to_4511.png/热点 1(x=0.5587, y=0.6440)；f5_s_e_to_4511.png/热点 2(x=0.6975, y=0.6440)；f5_s_e_to_4511.png/热点 3(x=0.8447, y=0.6431)；f5_s_e_to_4511.png/热点 4(x=0.8448, y=0.4734)",f5_5.jpg；f5_7.jpg；f5_9.jpg；f5_11.jpg,4,4
35,f5_s_e_to_f5_n.png,"f5_s_e_to_f5_n.png/热点 1(x=0.5560, y=0.6451)；f5_s_e_to_f5_n.png/热点 2(x=0.5163, y=0.4991)",f5_6.jpg；f5_2.jpg,2,2
36,f5_s_e_to_f5_se.png,"f5_s_e_to_f5_se.png/热点 1(x=0.5568, y=0.6462)；f5_s_e_to_f5_se.png/热点 2(x=0.6901, y=0.6442)；f5_s_e_to_f5_se.png/热点 3(x=0.8436, y=0.6433)",f5_5.jpg；f5_7.jpg；f5_9.jpg,3,3
37,f5_se_to_4503_0.png,"f5_se_to_4503_0.png/热点 1(x=0.8451, y=0.6424)；f5_se_to_4503_0.png/热点 2(x=0.6916, y=0.6424)",f5_9.jpg；f5_8.jpg,2,2
38,f5_se_to_4503_1.png,"f5_se_to_4503_1.png/热点 1(x=0.8452, y=0.6405)；f5_se_to_4503_1.png/热点 2(x=0.6980, y=0.6415)",f5_9.jpg；f5_8.jpg,2,2
39,f5_se_to_4503_2.png,"f5_se_to_4503_2.png/热点 1(x=0.8446, y=0.6425)；f5_se_to_4503_2.png/热点 2(x=0.7029, y=0.6415)",f5_9.jpg；f5_8.jpg,2,2
40,f5_se_to_4504_1.png,"f5_se_to_4504_1.png/热点 1(x=0.8461, y=0.6426)；f5_se_to_4504_1.png/热点 2(x=0.6967, y=0.6436)",f5_9.jpg；f5_8.jpg,2,2
41,f5_se_to_4504_2.png,"f5_se_to_4504_2.png/热点 1(x=0.8448, y=0.6436)",f5_9.jpg,1,1
42,f5_se_to_4505_1.png,"f5_se_to_4505_1.png/热点 1(x=0.8449, y=0.6427)",f5_9.jpg,1,1
43,f5_se_to_4505_2.png,"f5_se_to_4505_2.png/热点 1(x=0.8456, y=0.6437)",f5_9.jpg,1,1
44,f5_se_to_4506_1.png,"f5_se_to_4506_1.png/热点 1(x=0.8450, y=0.6418)；f5_se_to_4506_1.png/热点 2(x=0.6927, y=0.6418)",f5_9.jpg；f5_8.jpg,2,2
45,f5_se_to_4506_2.png,"f5_se_to_4506_2.png/热点 1(x=0.8443, y=0.6409)；f5_se_to_4506_2.png/热点 2(x=0.6963, y=0.6429)",f5_9.jpg；f5_8.jpg,2,2
46,f5_se_to_4507_1.png,"f5_se_to_4507_1.png/热点 1(x=0.8451, y=0.6419)；f5_se_to_4507_1.png/热点 2(x=0.6943, y=0.6429)",f5_9.jpg；f5_8.jpg,2,2
47,f5_se_to_4507_2.png,"f5_se_to_4507_2.png/热点 1(x=0.8459, y=0.6440)",f5_9.jpg,1,1
48,f5_se_to_4508_1.png,"f5_se_to_4508_1.png/热点 1(x=0.8439, y=0.6420)",f5_9.jpg,1,1
49,f5_se_to_4508_2.png,"f5_se_to_4508_2.png/热点 1(x=0.8453, y=0.6431)",f5_9.jpg,1,1
50,f5_se_to_4509.png,"f5_se_to_4509.png/热点 1(x=0.8461, y=0.6421)",f5_9.jpg,1,1
51,f5_se_to_4510.png,"f5_se_to_4510.png/热点 1(x=0.8468, y=0.6333)",f5_9.jpg,1,1
52,f5_se_to_4511.png,"f5_se_to_4511.png/热点 1(x=0.8462, y=0.6373)；f5_se_to_4511.png/热点 2(x=0.8434, y=0.4713)",f5_9.jpg；f5_8.jpg,2,2
53,f5_se_to_f5_n.png,"f5_se_to_f5_n.png/热点 1(x=0.8449, y=0.6452)；f5_se_to_f5_n.png/热点 2(x=0.6905, y=0.6433)；f5_se_to_f5_n.png/热点 3(x=0.5451, y=0.6433)；f5_se_to_f5_n.png/热点 4(x=0.5179, y=0.5010)",f5_9.jpg；f5_8.jpg；f5_6.jpg；f5_2.jpg,4,4
54,f5_se_to_f5_s_e.png,"f5_se_to_f5_s_e.png/热点 1(x=0.8444, y=0.6434)；f5_se_to_f5_s_e.png/热点 2(x=0.6948, y=0.6424)",f5_9.jpg；f5_8.jpg,2,2
