序号,名称,点位汇总,实景图汇总,点位数,已关联数
63,f4_nw_to_4407_1.png,"f4_nw_to_4407_1.png/热点 1(x=0.1603, y=0.2658)；f4_nw_to_4407_1.png/热点 2(x=0.3821, y=0.2677)；f4_nw_to_4407_1.png/热点 3(x=0.5680, y=0.2667)；f4_nw_to_4407_1.png/热点 4(x=0.5404, y=0.3527)；f4_nw_to_4407_1.png/热点 5(x=0.5404, y=0.4905)；f4_nw_to_4407_1.png/热点 6(x=0.5777, y=0.6507)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg,6,6
64,f4_nw_to_4407_2.png,"f4_nw_to_4407_2.png/热点 1(x=0.1603, y=0.2667)；f4_nw_to_4407_2.png/热点 2(x=0.3918, y=0.2667)；f4_nw_to_4407_2.png/热点 3(x=0.5680, y=0.2687)；f4_nw_to_4407_2.png/热点 4(x=0.5410, y=0.3517)；f4_nw_to_4407_2.png/热点 5(x=0.5397, y=0.4817)；f4_nw_to_4407_2.png/热点 6(x=0.5749, y=0.6497)；f4_nw_to_4407_2.png/热点 7(x=0.7173, y=0.6487)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg,7,7
65,f4_nw_to_4408_1.png,"f4_nw_to_4408_1.png/热点 1(x=0.1610, y=0.2667)；f4_nw_to_4408_1.png/热点 2(x=0.3897, y=0.2687)；f4_nw_to_4408_1.png/热点 3(x=0.5666, y=0.2677)；f4_nw_to_4408_1.png/热点 4(x=0.5410, y=0.3517)；f4_nw_to_4408_1.png/热点 5(x=0.5404, y=0.4895)；f4_nw_to_4408_1.png/热点 6(x=0.5756, y=0.6497)；f4_nw_to_4408_1.png/热点 7(x=0.7166, y=0.6487)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg,7,7
66,f4_nw_to_4408_2.png,"f4_nw_to_4408_2.png/热点 1(x=0.1610, y=0.2667)；f4_nw_to_4408_2.png/热点 2(x=0.3932, y=0.2697)；f4_nw_to_4408_2.png/热点 3(x=0.5666, y=0.2697)；f4_nw_to_4408_2.png/热点 4(x=0.5410, y=0.3508)；f4_nw_to_4408_2.png/热点 5(x=0.5417, y=0.4748)；f4_nw_to_4408_2.png/热点 6(x=0.5791, y=0.6478)；f4_nw_to_4408_2.png/热点 7(x=0.7166, y=0.6487)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg,7,7
67,f4_nw_to_4409.png,"f4_nw_to_4409.png/热点 1(x=0.1603, y=0.2677)；f4_nw_to_4409.png/热点 2(x=0.3863, y=0.2687)；f4_nw_to_4409.png/热点 3(x=0.5687, y=0.2677)；f4_nw_to_4409.png/热点 4(x=0.5410, y=0.3498)；f4_nw_to_4409.png/热点 5(x=0.5404, y=0.4846)；f4_nw_to_4409.png/热点 6(x=0.5777, y=0.6478)；f4_nw_to_4409.png/热点 7(x=0.7138, y=0.6497)；f4_nw_to_4409.png/热点 8(x=0.8651, y=0.6478)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg；f4_23.jpg,8,8
68,f4_nw_to_4410.png,"f4_nw_to_4410.png/热点 1(x=0.1603, y=0.2667)；f4_nw_to_4410.png/热点 2(x=0.3890, y=0.2677)；f4_nw_to_4410.png/热点 3(x=0.5687, y=0.2687)；f4_nw_to_4410.png/热点 4(x=0.5404, y=0.3498)；f4_nw_to_4410.png/热点 5(x=0.5404, y=0.4729)；f4_nw_to_4410.png/热点 6(x=0.5770, y=0.6487)；f4_nw_to_4410.png/热点 7(x=0.7145, y=0.6487)；f4_nw_to_4410.png/热点 8(x=0.8658, y=0.6487)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg；f4_23.jpg,8,8
69,f4_nw_to_4411.png,"f4_nw_to_4411.png/热点 1(x=0.1548, y=0.2697)；f4_nw_to_4411.png/热点 2(x=0.3842, y=0.2697)；f4_nw_to_4411.png/热点 3(x=0.5632, y=0.2677)；f4_nw_to_4411.png/热点 4(x=0.5348, y=0.3508)；f4_nw_to_4411.png/热点 5(x=0.5348, y=0.4836)；f4_nw_to_4411.png/热点 6(x=0.5721, y=0.6507)；f4_nw_to_4411.png/热点 7(x=0.7186, y=0.6507)；f4_nw_to_4411.png/热点 8(x=0.8610, y=0.6487)；f4_nw_to_4411.png/热点 9(x=0.8610, y=0.4680)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg；f4_23.jpg；f4_25.jpg,9,9
70,f4_nw_to_4412.png,"f4_nw_to_4412.png/热点 1(x=0.1610, y=0.2687)；f4_nw_to_4412.png/热点 2(x=0.3966, y=0.2677)；f4_nw_to_4412.png/热点 3(x=0.5431, y=0.2697)；f4_nw_to_4412.png/热点 4(x=0.6875, y=0.2677)",f4_1.jpg；f4_2.jpg；f4_4.jpg；f4_7.jpg,4,4
71,f4_nw_to_4413.png,"f4_nw_to_4413.png/热点 1(x=0.1610, y=0.2677)；f4_nw_to_4413.png/热点 2(x=0.3690, y=0.2667)；f4_nw_to_4413.png/热点 3(x=0.5424, y=0.2697)",f4_1.jpg；f4_2.jpg；f4_4.jpg,3,3
72,f4_nw_to_4414.png,"f4_nw_to_4414.png/热点 1(x=0.1603, y=0.2677)；f4_nw_to_4414.png/热点 2(x=0.3766, y=0.2677)；f4_nw_to_4414.png/热点 3(x=0.5417, y=0.2697)",f4_1.jpg；f4_2.jpg；f4_4.jpg,3,3
73,f4_nw_to_4415.png,"f4_nw_to_4415.png/热点 1(x=0.1596, y=0.2677)；f4_nw_to_4415.png/热点 2(x=0.3766, y=0.2687)",f4_1.jpg；f4_2.jpg,2,2
74,f4_nw_to_4416.png,"f4_nw_to_4416.png/热点 1(x=0.1603, y=0.2677)",f4_1.jpg,1,1
75,f4_nw_to_4417.png,"f4_nw_to_4417.png/热点 1(x=0.1603, y=0.2667)",f4_1.jpg,1,1
76,f4_nw_to_f4_n.png,"f4_nw_to_f4_n.png/热点 1(x=0.1596, y=0.2667)；f4_nw_to_f4_n.png/热点 2(x=0.3918, y=0.2677)；f4_nw_to_f4_n.png/热点 3(x=0.5715, y=0.2687)",f4_1.jpg；f4_2.jpg；f4_6.jpg,3,3
77,f4_nw_to_f4_ne.png,"f4_nw_to_f4_ne.png/热点 1(x=0.1603, y=0.2687)；f4_nw_to_f4_ne.png/热点 2(x=0.3939, y=0.2687)；f4_nw_to_f4_ne.png/热点 3(x=0.5438, y=0.2697)；f4_nw_to_f4_ne.png/热点 4(x=0.6917, y=0.2687)；f4_nw_to_f4_ne.png/热点 5(x=0.8555, y=0.2677)",f4_1.jpg；f4_2.jpg；f4_4.jpg；f4_7.jpg；f4_9.jpg,5,5
78,f4_nw_to_f4_s_e.png,"f4_nw_to_f4_s_e.png/热点 1(x=0.1610, y=0.2677)；f4_nw_to_f4_s_e.png/热点 2(x=0.3697, y=0.2677)；f4_nw_to_f4_s_e.png/热点 3(x=0.5673, y=0.2697)；f4_nw_to_f4_s_e.png/热点 4(x=0.5410, y=0.3508)；f4_nw_to_f4_s_e.png/热点 5(x=0.5417, y=0.4797)；f4_nw_to_f4_s_e.png/热点 6(x=0.5652, y=0.6497)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg,6,6
79,f4_nw_to_f4_s_w.png,"f4_nw_to_f4_s_w.png/热点 1(x=0.1610, y=0.2667)；f4_nw_to_f4_s_w.png/热点 2(x=0.3897, y=0.2667)；f4_nw_to_f4_s_w.png/热点 3(x=0.5680, y=0.2687)；f4_nw_to_f4_s_w.png/热点 4(x=0.5404, y=0.3498)；f4_nw_to_f4_s_w.png/热点 5(x=0.5410, y=0.4787)；f4_nw_to_f4_s_w.png/热点 6(x=0.5404, y=0.6829)；f4_nw_to_f4_s_w.png/热点 7(x=0.4858, y=0.6849)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_18.jpg；f4_27.jpg,7,7
80,f4_nw_to_f4_se.png,"f4_nw_to_f4_se.png/热点 1(x=0.1596, y=0.2706)；f4_nw_to_f4_se.png/热点 2(x=0.3856, y=0.2697)；f4_nw_to_f4_se.png/热点 3(x=0.5659, y=0.2706)；f4_nw_to_f4_se.png/热点 4(x=0.5390, y=0.3517)；f4_nw_to_f4_se.png/热点 5(x=0.5397, y=0.4924)；f4_nw_to_f4_se.png/热点 6(x=0.5735, y=0.6517)；f4_nw_to_f4_se.png/热点 7(x=0.7193, y=0.6507)；f4_nw_to_f4_se.png/热点 8(x=0.8624, y=0.6507)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg；f4_24.jpg,8,8
81,f4_nw_to_f4_sw.png,"f4_nw_to_f4_sw.png/热点 1(x=0.1596, y=0.2667)；f4_nw_to_f4_sw.png/热点 2(x=0.3794, y=0.2677)；f4_nw_to_f4_sw.png/热点 3(x=0.5680, y=0.2667)；f4_nw_to_f4_sw.png/热点 4(x=0.5410, y=0.3508)；f4_nw_to_f4_sw.png/热点 5(x=0.5410, y=0.4934)；f4_nw_to_f4_sw.png/热点 6(x=0.5404, y=0.6800)；f4_nw_to_f4_sw.png/热点 7(x=0.4837, y=0.6781)；f4_nw_to_f4_sw.png/热点 8(x=0.2895, y=0.7279)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_18.jpg；f4_27.jpg；f4_29.jpg,8,8
82,f4_s_e_to_4401.png,"f4_s_e_to_4401.png/热点 1(x=0.5694, y=0.6517)；f4_s_e_to_4401.png/热点 2(x=0.5417, y=0.6517)；f4_s_e_to_4401.png/热点 3(x=0.4851, y=0.6849)；f4_s_e_to_4401.png/热点 4(x=0.2881, y=0.7308)",f4_20.jpg；f4_18.jpg；f4_27.jpg；f4_29.jpg,4,4
83,f4_s_e_to_4402.png,"f4_s_e_to_4402.png/热点 1(x=0.5749, y=0.6507)；f4_s_e_to_4402.png/热点 2(x=0.5404, y=0.6507)；f4_s_e_to_4402.png/热点 3(x=0.4844, y=0.6868)",f4_20.jpg；f4_18.jpg；f4_27.jpg,3,3
84,f4_s_e_to_4403.png,"f4_s_e_to_4403.png/热点 1(x=0.5804, y=0.6546)",f4_19.jpg,1,1
85,f4_s_e_to_4403_0.png,,,0,0
86,f4_s_e_to_4404.png,"f4_s_e_to_4404.png/热点 1(x=0.5804, y=0.6517)",f4_19.jpg,1,1
87,f4_s_e_to_4405_1.png,"f4_s_e_to_4405_1.png/热点 1(x=0.5811, y=0.6497)；f4_s_e_to_4405_1.png/热点 2(x=0.7200, y=0.6507)",f4_19.jpg；f4_21.jpg,2,2
88,f4_s_e_to_4405_2.png,"f4_s_e_to_4405_2.png/热点 1(x=0.5797, y=0.6487)；f4_s_e_to_4405_2.png/热点 2(x=0.7117, y=0.6507)",f4_19.jpg；f4_21.jpg,2,2
89,f4_s_e_to_4406.png,"f4_s_e_to_4406.png/热点 1(x=0.5804, y=0.6497)",f4_19.jpg,1,1
90,f4_s_e_to_4407_1.png,"f4_s_e_to_4407_1.png/热点 1(x=0.5797, y=0.6497)",f4_19.jpg,1,1
91,f4_s_e_to_4407_2.png,"f4_s_e_to_4407_2.png/热点 1(x=0.5797, y=0.6507)；f4_s_e_to_4407_2.png/热点 2(x=0.7103, y=0.6507)",f4_19.jpg；f4_21.jpg,2,2
92,f4_s_e_to_4408_1.png,"f4_s_e_to_4408_1.png/热点 1(x=0.5804, y=0.6497)；f4_s_e_to_4408_1.png/热点 2(x=0.7166, y=0.6507)",f4_19.jpg；f4_21.jpg,2,2
93,f4_s_e_to_4408_2.png,"f4_s_e_to_4408_2.png/热点 1(x=0.5804, y=0.6517)；f4_s_e_to_4408_2.png/热点 2(x=0.7179, y=0.6507)",f4_19.jpg；f4_21.jpg,2,2
94,f4_s_e_to_4409.png,"f4_s_e_to_4409.png/热点 1(x=0.5804, y=0.6507)；f4_s_e_to_4409.png/热点 2(x=0.7173, y=0.6507)；f4_s_e_to_4409.png/热点 3(x=0.8651, y=0.6487)",f4_19.jpg；f4_21.jpg；f4_23.jpg,3,3
95,f4_s_e_to_4410.png,"f4_s_e_to_4410.png/热点 1(x=0.5797, y=0.6507)；f4_s_e_to_4410.png/热点 2(x=0.7193, y=0.6507)；f4_s_e_to_4410.png/热点 3(x=0.8637, y=0.6507)",f4_19.jpg；f4_21.jpg；f4_23.jpg,3,3
96,f4_s_e_to_4411.png,"f4_s_e_to_4411.png/热点 1(x=0.5797, y=0.6517)；f4_s_e_to_4411.png/热点 2(x=0.7193, y=0.6507)；f4_s_e_to_4411.png/热点 3(x=0.8651, y=0.6497)；f4_s_e_to_4411.png/热点 4(x=0.8651, y=0.4924)",f4_19.jpg；f4_21.jpg；f4_23.jpg；f4_25.jpg,4,4
97,f4_s_e_to_4412.png,"f4_s_e_to_4412.png/热点 1(x=0.5797, y=0.6507)；f4_s_e_to_4412.png/热点 2(x=0.5404, y=0.4846)；f4_s_e_to_4412.png/热点 3(x=0.5410, y=0.3517)；f4_s_e_to_4412.png/热点 4(x=0.5680, y=0.2677)；f4_s_e_to_4412.png/热点 5(x=0.6938, y=0.2677)",f4_20.jpg；f4_16.jpg；f4_11.jpg；f4_4.jpg；f4_7.jpg,5,5
98,f4_s_e_to_4413.png,"f4_s_e_to_4413.png/热点 1(x=0.5659, y=0.6507)；f4_s_e_to_4413.png/热点 2(x=0.5410, y=0.4944)；f4_s_e_to_4413.png/热点 3(x=0.5404, y=0.3498)；f4_s_e_to_4413.png/热点 4(x=0.5680, y=0.2658)",f4_20.jpg；f4_16.jpg；f4_11.jpg；f4_4.jpg,4,4
99,f4_s_e_to_4414.png,"f4_s_e_to_4414.png/热点 1(x=0.5632, y=0.6497)；f4_s_e_to_4414.png/热点 2(x=0.5424, y=0.4885)；f4_s_e_to_4414.png/热点 3(x=0.5417, y=0.3488)；f4_s_e_to_4414.png/热点 4(x=0.5680, y=0.2687)",f4_20.jpg；f4_16.jpg；f4_11.jpg；f4_4.jpg,4,4
100,f4_s_e_to_4415.png,"f4_s_e_to_4415.png/热点 1(x=0.5632, y=0.6497)；f4_s_e_to_4415.png/热点 2(x=0.5410, y=0.4973)；f4_s_e_to_4415.png/热点 3(x=0.5410, y=0.3527)；f4_s_e_to_4415.png/热点 4(x=0.5680, y=0.2697)",f4_20.jpg；f4_16.jpg；f4_11.jpg；f4_5.jpg,4,4
101,f4_s_e_to_4416.png,"f4_s_e_to_4416.png/热点 1(x=0.5583, y=0.6507)；f4_s_e_to_4416.png/热点 2(x=0.5397, y=0.4983)；f4_s_e_to_4416.png/热点 3(x=0.5410, y=0.3527)；f4_s_e_to_4416.png/热点 4(x=0.5701, y=0.2697)；f4_s_e_to_4416.png/热点 5(x=0.3973, y=0.2697)",f4_20.jpg；f4_16.jpg；f4_11.jpg；f4_5.jpg；f4_3.jpg,5,5
102,f4_s_e_to_4417.png,"f4_s_e_to_4417.png/热点 1(x=0.5625, y=0.6497)；f4_s_e_to_4417.png/热点 2(x=0.5410, y=0.4983)；f4_s_e_to_4417.png/热点 3(x=0.5417, y=0.3508)；f4_s_e_to_4417.png/热点 4(x=0.5659, y=0.2677)；f4_s_e_to_4417.png/热点 5(x=0.3911, y=0.2677)",f4_20.jpg；f4_16.jpg；f4_11.jpg；f4_5.jpg；f4_3.jpg,5,5
103,f4_s_e_to_f4_n.png,"f4_s_e_to_f4_n.png/热点 1(x=0.5639, y=0.6527)；f4_s_e_to_f4_n.png/热点 2(x=0.5397, y=0.5071)；f4_s_e_to_f4_n.png/热点 3(x=0.5410, y=0.3498)",f4_20.jpg；f4_16.jpg；f4_11.jpg,3,3
104,f4_s_e_to_f4_ne.png,"f4_s_e_to_f4_ne.png/热点 1(x=0.5652, y=0.6507)；f4_s_e_to_f4_ne.png/热点 2(x=0.5404, y=0.4924)；f4_s_e_to_f4_ne.png/热点 3(x=0.5410, y=0.3498)；f4_s_e_to_f4_ne.png/热点 4(x=0.5680, y=0.2677)；f4_s_e_to_f4_ne.png/热点 5(x=0.6910, y=0.2677)；f4_s_e_to_f4_ne.png/热点 6(x=0.8437, y=0.2667)",f4_20.jpg；f4_16.jpg；f4_11.jpg；f4_4.jpg；f4_7.jpg；f4_9.jpg,6,6
105,f4_s_e_to_f4_nw.png,"f4_s_e_to_f4_nw.png/热点 1(x=0.5618, y=0.6527)；f4_s_e_to_f4_nw.png/热点 2(x=0.5397, y=0.4905)；f4_s_e_to_f4_nw.png/热点 3(x=0.5397, y=0.3537)；f4_s_e_to_f4_nw.png/热点 4(x=0.5666, y=0.2687)；f4_s_e_to_f4_nw.png/热点 5(x=0.3987, y=0.2697)",f4_20.jpg；f4_16.jpg；f4_11.jpg；f4_5.jpg；f4_3.jpg,5,5
106,f4_s_e_to_f4_s_w.png,"f4_s_e_to_f4_s_w.png/热点 1(x=0.5666, y=0.6527)；f4_s_e_to_f4_s_w.png/热点 2(x=0.5410, y=0.6507)；f4_s_e_to_f4_s_w.png/热点 3(x=0.4872, y=0.6908)",f4_20.jpg；f4_18.jpg；f4_27.jpg,3,3
107,f4_s_e_to_f4_se.png,"f4_s_e_to_f4_se.png/热点 1(x=0.5791, y=0.6497)；f4_s_e_to_f4_se.png/热点 2(x=0.7159, y=0.6487)；f4_s_e_to_f4_se.png/热点 3(x=0.8658, y=0.6517)",f4_19.jpg；f4_21.jpg；f4_24.jpg,3,3
108,f4_s_e_to_f4_sw.png,"f4_s_e_to_f4_sw.png/热点 1(x=0.5625, y=0.6487)；f4_s_e_to_f4_sw.png/热点 2(x=0.5417, y=0.6517)；f4_s_e_to_f4_sw.png/热点 3(x=0.4878, y=0.6820)；f4_s_e_to_f4_sw.png/热点 4(x=0.2888, y=0.7308)",f4_20.jpg；f4_18.jpg；f4_27.jpg；f4_29.jpg,4,4
109,f4_s_w_to_4401.png,"f4_s_w_to_4401.png/热点 1(x=0.2909, y=0.7318)",f4_29.jpg,1,1
110,f4_s_w_to_4402.png,,,0,0
111,f4_s_w_to_4403.png,"f4_s_w_to_4403.png/热点 1(x=0.5397, y=0.6497)；f4_s_w_to_4403.png/热点 2(x=0.5777, y=0.6487)",f4_17.jpg；f4_19.jpg,2,2
112,f4_s_w_to_4403_0.png,"f4_s_w_to_4403_0.png/热点 1(x=0.5383, y=0.6507)；f4_s_w_to_4403_0.png/热点 2(x=0.5721, y=0.6507)",f4_17.jpg；f4_19.jpg,2,2
113,f4_s_w_to_4404.png,"f4_s_w_to_4404.png/热点 1(x=0.5390, y=0.6487)；f4_s_w_to_4404.png/热点 2(x=0.5770, y=0.6487)",f4_17.jpg；f4_19.jpg,2,2
114,f4_s_w_to_4405_1.png,"f4_s_w_to_4405_1.png/热点 1(x=0.5404, y=0.6497)；f4_s_w_to_4405_1.png/热点 2(x=0.5756, y=0.6487)；f4_s_w_to_4405_1.png/热点 3(x=0.7214, y=0.6478)",f4_17.jpg；f4_19.jpg；f4_21.jpg,3,3
115,f4_s_w_to_4405_2.png,"f4_s_w_to_4405_2.png/热点 1(x=0.5390, y=0.6478)；f4_s_w_to_4405_2.png/热点 2(x=0.5784, y=0.6487)；f4_s_w_to_4405_2.png/热点 3(x=0.7200, y=0.6487)",f4_17.jpg；f4_19.jpg；f4_21.jpg,3,3
116,f4_s_w_to_4406.png,"f4_s_w_to_4406.png/热点 1(x=0.5397, y=0.6487)；f4_s_w_to_4406.png/热点 2(x=0.5728, y=0.6487)",f4_17.jpg；f4_19.jpg,2,2
117,f4_s_w_to_4407_1.png,"f4_s_w_to_4407_1.png/热点 1(x=0.5397, y=0.6487)；f4_s_w_to_4407_1.png/热点 2(x=0.5797, y=0.6487)",f4_17.jpg；f4_19.jpg,2,2
118,f4_s_w_to_4407_2.png,"f4_s_w_to_4407_2.png/热点 1(x=0.5404, y=0.6478)；f4_s_w_to_4407_2.png/热点 2(x=0.5811, y=0.6487)；f4_s_w_to_4407_2.png/热点 3(x=0.7166, y=0.6487)",f4_17.jpg；f4_19.jpg；f4_21.jpg,3,3
119,f4_s_w_to_4408_1.png,"f4_s_w_to_4408_1.png/热点 1(x=0.5390, y=0.6478)；f4_s_w_to_4408_1.png/热点 2(x=0.5742, y=0.6478)；f4_s_w_to_4408_1.png/热点 3(x=0.7200, y=0.6487)",f4_17.jpg；f4_19.jpg；f4_21.jpg,3,3
120,f4_s_w_to_4408_2.png,"f4_s_w_to_4408_2.png/热点 1(x=0.5383, y=0.6487)；f4_s_w_to_4408_2.png/热点 2(x=0.5777, y=0.6478)；f4_s_w_to_4408_2.png/热点 3(x=0.7159, y=0.6468)",f4_17.jpg；f4_19.jpg；f4_21.jpg,3,3
121,f4_s_w_to_4409.png,"f4_s_w_to_4409.png/热点 1(x=0.5397, y=0.6478)；f4_s_w_to_4409.png/热点 2(x=0.5770, y=0.6487)；f4_s_w_to_4409.png/热点 3(x=0.7179, y=0.6497)；f4_s_w_to_4409.png/热点 4(x=0.8651, y=0.6478)",f4_17.jpg；f4_19.jpg；f4_21.jpg；f4_23.jpg,4,4
122,f4_s_w_to_4410.png,"f4_s_w_to_4410.png/热点 1(x=0.5397, y=0.6478)；f4_s_w_to_4410.png/热点 2(x=0.5770, y=0.6478)；f4_s_w_to_4410.png/热点 3(x=0.7207, y=0.6478)；f4_s_w_to_4410.png/热点 4(x=0.8637, y=0.6478)",f4_17.jpg；f4_19.jpg；f4_21.jpg；f4_23.jpg,4,4
123,f4_s_w_to_4411.png,"f4_s_w_to_4411.png/热点 1(x=0.5390, y=0.6487)；f4_s_w_to_4411.png/热点 2(x=0.5797, y=0.6468)；f4_s_w_to_4411.png/热点 3(x=0.7193, y=0.6487)；f4_s_w_to_4411.png/热点 4(x=0.8644, y=0.6487)；f4_s_w_to_4411.png/热点 5(x=0.8658, y=0.4758)",f4_17.jpg；f4_19.jpg；f4_21.jpg；f4_23.jpg；f4_25.jpg,5,5
124,f4_s_w_to_4412.png,"f4_s_w_to_4412.png/热点 1(x=0.5404, y=0.6859)；f4_s_w_to_4412.png/热点 2(x=0.5390, y=0.5002)；f4_s_w_to_4412.png/热点 3(x=0.5383, y=0.3547)；f4_s_w_to_4412.png/热点 4(x=0.5687, y=0.2628)；f4_s_w_to_4412.png/热点 5(x=0.7034, y=0.2628)",f4_17.jpg；f4_16.jpg；f4_11.jpg；f4_4.jpg；f4_7.jpg,5,5
125,f4_s_w_to_4413.png,"f4_s_w_to_4413.png/热点 1(x=0.5390, y=0.6898)；f4_s_w_to_4413.png/热点 2(x=0.5390, y=0.4993)；f4_s_w_to_4413.png/热点 3(x=0.5383, y=0.3547)；f4_s_w_to_4413.png/热点 4(x=0.5687, y=0.2638)",f4_17.jpg；f4_16.jpg；f4_11.jpg；f4_4.jpg,4,4
126,f4_s_w_to_4414.png,"f4_s_w_to_4414.png/热点 1(x=0.5397, y=0.6829)；f4_s_w_to_4414.png/热点 2(x=0.5383, y=0.4680)；f4_s_w_to_4414.png/热点 3(x=0.5397, y=0.3537)；f4_s_w_to_4414.png/热点 4(x=0.5666, y=0.2609)",f4_17.jpg；f4_16.jpg；f4_11.jpg；f4_4.jpg,4,4
127,f4_s_w_to_4415.png,"f4_s_w_to_4415.png/热点 1(x=0.5390, y=0.6829)；f4_s_w_to_4415.png/热点 2(x=0.5383, y=0.4944)；f4_s_w_to_4415.png/热点 3(x=0.5390, y=0.3527)；f4_s_w_to_4415.png/热点 4(x=0.5694, y=0.2677)",f4_17.jpg；f4_16.jpg；f4_11.jpg；f4_5.jpg,4,4
128,f4_s_w_to_4416.png,"f4_s_w_to_4416.png/热点 1(x=0.5390, y=0.6888)；f4_s_w_to_4416.png/热点 2(x=0.5397, y=0.4846)；f4_s_w_to_4416.png/热点 3(x=0.5390, y=0.3547)；f4_s_w_to_4416.png/热点 4(x=0.5694, y=0.2697)；f4_s_w_to_4416.png/热点 5(x=0.3959, y=0.2658)",f4_17.jpg；f4_16.jpg；f4_11.jpg；f4_5.jpg；f4_3.jpg,5,5
129,f4_s_w_to_4417.png,"f4_s_w_to_4417.png/热点 1(x=0.5404, y=0.6761)；f4_s_w_to_4417.png/热点 2(x=0.5397, y=0.4797)；f4_s_w_to_4417.png/热点 3(x=0.5390, y=0.3547)；f4_s_w_to_4417.png/热点 4(x=0.5687, y=0.2667)；f4_s_w_to_4417.png/热点 5(x=0.3966, y=0.2677)",f4_17.jpg；f4_16.jpg；f4_11.jpg；f4_5.jpg；f4_3.jpg,5,5
130,f4_s_w_to_f4_n.png,"f4_s_w_to_f4_n.png/热点 1(x=0.5369, y=0.6800)；f4_s_w_to_f4_n.png/热点 2(x=0.5390, y=0.4846)；f4_s_w_to_f4_n.png/热点 3(x=0.5390, y=0.3527)",f4_17.jpg；f4_16.jpg；f4_11.jpg,3,3
131,f4_s_w_to_f4_ne.png,"f4_s_w_to_f4_ne.png/热点 1(x=0.5376, y=0.6868)；f4_s_w_to_f4_ne.png/热点 2(x=0.5383, y=0.4739)；f4_s_w_to_f4_ne.png/热点 3(x=0.5397, y=0.3556)；f4_s_w_to_f4_ne.png/热点 4(x=0.5673, y=0.2658)；f4_s_w_to_f4_ne.png/热点 5(x=0.6945, y=0.2658)；f4_s_w_to_f4_ne.png/热点 6(x=0.8465, y=0.2658)",f4_17.jpg；f4_16.jpg；f4_11.jpg；f4_4.jpg；f4_7.jpg；f4_9.jpg,6,6
132,f4_s_w_to_f4_nw.png,"f4_s_w_to_f4_nw.png/热点 1(x=0.5376, y=0.6829)；f4_s_w_to_f4_nw.png/热点 2(x=0.5383, y=0.4993)；f4_s_w_to_f4_nw.png/热点 3(x=0.5390, y=0.3527)；f4_s_w_to_f4_nw.png/热点 4(x=0.5694, y=0.2677)；f4_s_w_to_f4_nw.png/热点 5(x=0.3759, y=0.2667)",f4_17.jpg；f4_16.jpg；f4_11.jpg；f4_5.jpg；f4_3.jpg,5,5
133,f4_s_w_to_f4_s_e.png,"f4_s_w_to_f4_s_e.png/热点 1(x=0.5397, y=0.6497)；f4_s_w_to_f4_s_e.png/热点 2(x=0.5756, y=0.6478)",f4_17.jpg；f4_19.jpg,2,2
134,f4_s_w_to_f4_se.png,"f4_s_w_to_f4_se.png/热点 1(x=0.5390, y=0.6507)；f4_s_w_to_f4_se.png/热点 2(x=0.5763, y=0.6478)；f4_s_w_to_f4_se.png/热点 3(x=0.7159, y=0.6497)；f4_s_w_to_f4_se.png/热点 4(x=0.8651, y=0.6478)",f4_17.jpg；f4_19.jpg；f4_21.jpg；f4_24.jpg,4,4
135,f4_s_w_to_f4_sw.png,"f4_s_w_to_f4_sw.png/热点 1(x=0.2895, y=0.7337)",f4_29.jpg,1,1
