序号,名称,点位汇总,实景图汇总,点位数,已关联数
1,f4_n_to_4401.png,"f4_n_to_4401.png/热点 1(x=0.5397, y=0.4652)；f4_n_to_4401.png/热点 2(x=0.5411, y=0.6829)；f4_n_to_4401.png/热点 3(x=0.4850, y=0.6839)；f4_n_to_4401.png/热点 4(x=0.2887, y=0.7332)",f4_15.jpg；f4_18.jpg；f4_27.jpg；f4_29.jpg,4,4
2,f4_n_to_4402.png,"f4_n_to_4402.png/热点 1(x=0.5412, y=0.4663)；f4_n_to_4402.png/热点 2(x=0.5405, y=0.6879)；f4_n_to_4402.png/热点 3(x=0.4831, y=0.6869)",f4_15.jpg；f4_18.jpg；f4_27.jpg,3,3
3,f4_n_to_4403.png,"f4_n_to_4403.png/热点 1(x=0.5400, y=0.4742)；f4_n_to_4403.png/热点 2(x=0.5400, y=0.6484)；f4_n_to_4403.png/热点 3(x=0.5777, y=0.6504)",f4_15.jpg；f4_17.jpg；f4_19.jpg,3,3
4,f4_n_to_4403_0.png,"f4_n_to_4403_0.png/热点 1(x=0.5392, y=0.4770)；f4_n_to_4403_0.png/热点 2(x=0.5406, y=0.6473)；f4_n_to_4403_0.png/热点 3(x=0.5714, y=0.6493)",f4_15.jpg；f4_17.jpg；f4_19.jpg,3,3
5,f4_n_to_4404.png,"f4_n_to_4404.png/热点 1(x=0.5401, y=0.4772)；f4_n_to_4404.png/热点 2(x=0.5408, y=0.6495)；f4_n_to_4404.png/热点 3(x=0.5723, y=0.6485)",f4_15.jpg；f4_17.jpg；f4_19.jpg,3,3
6,f4_n_to_4405_1.png,"f4_n_to_4405_1.png/热点 1(x=0.5402, y=0.4792)；f4_n_to_4405_1.png/热点 2(x=0.5402, y=0.6486)；f4_n_to_4405_1.png/热点 3(x=0.5731, y=0.6476)；f4_n_to_4405_1.png/热点 4(x=0.7210, y=0.6486)",f4_15.jpg；f4_17.jpg；f4_19.jpg；f4_21.jpg,4,4
7,f4_n_to_4405_2.png,"f4_n_to_4405_2.png/热点 1(x=0.5403, y=0.4618)；f4_n_to_4405_2.png/热点 2(x=0.5396, y=0.6478)；f4_n_to_4405_2.png/热点 3(x=0.5766, y=0.6497)；f4_n_to_4405_2.png/热点 4(x=0.7184, y=0.6497)",f4_15.jpg；f4_17.jpg；f4_19.jpg；f4_21.jpg,4,4
8,f4_n_to_4406.png,"f4_n_to_4406.png/热点 1(x=0.5404, y=0.4687)；f4_n_to_4406.png/热点 2(x=0.5397, y=0.6479)；f4_n_to_4406.png/热点 3(x=0.5767, y=0.6498)",f4_15.jpg；f4_17.jpg；f4_19.jpg,3,3
9,f4_n_to_4407_1.png,"f4_n_to_4407_1.png/热点 1(x=0.5412, y=0.4794)；f4_n_to_4407_1.png/热点 2(x=0.5405, y=0.6460)；f4_n_to_4407_1.png/热点 3(x=0.5789, y=0.6480)",f4_15.jpg；f4_17.jpg；f4_19.jpg,3,3
10,f4_n_to_4407_2.png,"f4_n_to_4407_2.png/热点 1(x=0.5412, y=0.4863)；f4_n_to_4407_2.png/热点 2(x=0.5399, y=0.6471)；f4_n_to_4407_2.png/热点 3(x=0.5790, y=0.6481)；f4_n_to_4407_2.png/热点 4(x=0.7208, y=0.6471)",f4_15.jpg；f4_17.jpg；f4_19.jpg；f4_21.jpg,4,4
11,f4_n_to_4408_1.png,"f4_n_to_4408_1.png/热点 1(x=0.5400, y=0.4680)；f4_n_to_4408_1.png/热点 2(x=0.5400, y=0.6472)；f4_n_to_4408_1.png/热点 3(x=0.5791, y=0.6492)；f4_n_to_4408_1.png/热点 4(x=0.7210, y=0.6492)",f4_15.jpg；f4_17.jpg；f4_19.jpg；f4_21.jpg,4,4
12,f4_n_to_4408_2.png,"f4_n_to_4408_2.png/热点 1(x=0.5408, y=0.4719)；f4_n_to_4408_2.png/热点 2(x=0.5415, y=0.6483)；f4_n_to_4408_2.png/热点 3(x=0.5785, y=0.6474)；f4_n_to_4408_2.png/热点 4(x=0.7218, y=0.6484)",f4_15.jpg；f4_17.jpg；f4_19.jpg；f4_21.jpg,4,4
13,f4_n_to_4409.png,"f4_n_to_4409.png/热点 1(x=0.5395, y=0.4769)；f4_n_to_4409.png/热点 2(x=0.5402, y=0.6485)；f4_n_to_4409.png/热点 3(x=0.5786, y=0.6475)；f4_n_to_4409.png/热点 4(x=0.7199, y=0.6485)；f4_n_to_4409.png/热点 5(x=0.8659, y=0.6485)",f4_15.jpg；f4_17.jpg；f4_19.jpg；f4_21.jpg；f4_23.jpg,5,5
14,f4_n_to_4410.png,"f4_n_to_4410.png/热点 1(x=0.5403, y=0.4751)；f4_n_to_4410.png/热点 2(x=0.5397, y=0.6467)；f4_n_to_4410.png/热点 3(x=0.5781, y=0.6477)；f4_n_to_4410.png/热点 4(x=0.7200, y=0.6487)；f4_n_to_4410.png/热点 5(x=0.8648, y=0.6477)",f4_15.jpg；f4_17.jpg；f4_19.jpg；f4_21.jpg；f4_23.jpg,5,5
15,f4_n_to_4411.png,"f4_n_to_4411.png/热点 1(x=0.5411, y=0.4907)；f4_n_to_4411.png/热点 2(x=0.5398, y=0.6478)；f4_n_to_4411.png/热点 3(x=0.5803, y=0.6478)；f4_n_to_4411.png/热点 4(x=0.7188, y=0.6479)；f4_n_to_4411.png/热点 5(x=0.8657, y=0.6469)；f4_n_to_4411.png/热点 6(x=0.8657, y=0.4743)",f4_15.jpg；f4_17.jpg；f4_19.jpg；f4_21.jpg；f4_23.jpg；f4_25.jpg,6,6
16,f4_n_to_4412.png,"f4_n_to_4412.png/热点 1(x=0.5695, y=0.2658)；f4_n_to_4412.png/热点 2(x=0.7094, y=0.2648)",f4_4.jpg；f4_7.jpg,2,2
17,f4_n_to_4413.png,"f4_n_to_4413.png/热点 1(x=0.5688, y=0.2639)",f4_4.jpg,1,1
18,f4_n_to_4414.png,"f4_n_to_4414.png/热点 1(x=0.5682, y=0.2649)",f4_4.jpg,1,1
19,f4_n_to_4415.png,"f4_n_to_4415.png/热点 1(x=0.5682, y=0.2639)",f4_5.jpg,1,1
20,f4_n_to_4416.png,"f4_n_to_4416.png/热点 1(x=0.5696, y=0.2659)；f4_n_to_4416.png/热点 2(x=0.3926, y=0.2630)",f4_5.jpg；f4_3.jpg,2,2
21,f4_n_to_4417.png,"f4_n_to_4417.png/热点 1(x=0.5683, y=0.2640)；f4_n_to_4417.png/热点 2(x=0.3926, y=0.2650)",f4_5.jpg；f4_3.jpg,2,2
22,f4_n_to_f4_ne.png,"f4_n_to_f4_ne.png/热点 1(x=0.5684, y=0.2640)；f4_n_to_f4_ne.png/热点 2(x=0.6906, y=0.2640)；f4_n_to_f4_ne.png/热点 3(x=0.8478, y=0.2621)",f4_4.jpg；f4_7.jpg；f4_9.jpg,3,3
23,f4_n_to_f4_nw.png,"f4_n_to_f4_nw.png/热点 1(x=0.5657, y=0.2640)；f4_n_to_f4_nw.png/热点 2(x=0.3955, y=0.2631)",f4_5.jpg；f4_3.jpg,2,2
24,f4_n_to_f4_s_e.png,"f4_n_to_f4_s_e.png/热点 1(x=0.5404, y=0.4689)；f4_n_to_f4_s_e.png/热点 2(x=0.5617, y=0.6486)",f4_15.jpg；f4_19.jpg,2,2
25,f4_n_to_f4_s_w.png,"f4_n_to_f4_s_w.png/热点 1(x=0.5398, y=0.4603)；f4_n_to_f4_s_w.png/热点 2(x=0.5405, y=0.6778)；f4_n_to_f4_s_w.png/热点 3(x=0.4863, y=0.6798)",f4_15.jpg；f4_18.jpg；f4_27.jpg,3,3
26,f4_n_to_f4_se.png,"f4_n_to_f4_se.png/热点 1(x=0.5399, y=0.4642)；f4_n_to_f4_se.png/热点 2(x=0.5722, y=0.6488)；f4_n_to_f4_se.png/热点 3(x=0.7151, y=0.6488)；f4_n_to_f4_se.png/热点 4(x=0.8649, y=0.6488)",f4_15.jpg；f4_19.jpg；f4_21.jpg；f4_24.jpg,4,4
27,f4_n_to_f4_sw.png,"f4_n_to_f4_sw.png/热点 1(x=0.5407, y=0.4624)；f4_n_to_f4_sw.png/热点 2(x=0.5400, y=0.6810)；f4_n_to_f4_sw.png/热点 3(x=0.4837, y=0.6810)；f4_n_to_f4_sw.png/热点 4(x=0.2879, y=0.7296)",f4_15.jpg；f4_18.jpg；f4_27.jpg；f4_29.jpg,4,4
28,f4_ne_to_4401.png,"f4_ne_to_4401.png/热点 1(x=0.8700, y=0.2633)；f4_ne_to_4401.png/热点 2(x=0.6913, y=0.2643)；f4_ne_to_4401.png/热点 3(x=0.5683, y=0.2633)；f4_ne_to_4401.png/热点 4(x=0.5415, y=0.3488)；f4_ne_to_4401.png/热点 5(x=0.5416, y=0.4781)；f4_ne_to_4401.png/热点 6(x=0.5402, y=0.6832)；f4_ne_to_4401.png/热点 7(x=0.4832, y=0.6841)；f4_ne_to_4401.png/热点 8(x=0.2859, y=0.7347)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_18.jpg；f4_27.jpg；f4_29.jpg,8,8
29,f4_ne_to_4402.png,"f4_ne_to_4402.png/热点 1(x=0.8710, y=0.2644)；f4_ne_to_4402.png/热点 2(x=0.6847, y=0.2624)；f4_ne_to_4402.png/热点 3(x=0.5692, y=0.2625)；f4_ne_to_4402.png/热点 4(x=0.5418, y=0.3470)；f4_ne_to_4402.png/热点 5(x=0.5404, y=0.4899)；f4_ne_to_4402.png/热点 6(x=0.5404, y=0.6824)；f4_ne_to_4402.png/热点 7(x=0.4827, y=0.6854)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_18.jpg；f4_27.jpg,7,7
30,f4_ne_to_4403.png,"f4_ne_to_4403.png/热点 1(x=0.8709, y=0.2646)；f4_ne_to_4403.png/热点 2(x=0.6866, y=0.2646)；f4_ne_to_4403.png/热点 3(x=0.5683, y=0.2626)；f4_ne_to_4403.png/热点 4(x=0.5408, y=0.3483)；f4_ne_to_4403.png/热点 5(x=0.5415, y=0.4913)；f4_ne_to_4403.png/热点 6(x=0.5690, y=0.6479)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg,6,6
31,f4_ne_to_4403_0.png,"f4_ne_to_4403_0.png/热点 1(x=0.8707, y=0.2626)；f4_ne_to_4403_0.png/热点 2(x=0.6871, y=0.2635)；f4_ne_to_4403_0.png/热点 3(x=0.5674, y=0.2626)；f4_ne_to_4403_0.png/热点 4(x=0.5413, y=0.3462)；f4_ne_to_4403_0.png/热点 5(x=0.5406, y=0.4785)；f4_ne_to_4403_0.png/热点 6(x=0.5668, y=0.6467)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg,6,6
32,f4_ne_to_4404.png,"f4_ne_to_4404.png/热点 1(x=0.8712, y=0.2637)；f4_ne_to_4404.png/热点 2(x=0.6875, y=0.2637)；f4_ne_to_4404.png/热点 3(x=0.5657, y=0.2637)；f4_ne_to_4404.png/热点 4(x=0.5409, y=0.3484)；f4_ne_to_4404.png/热点 5(x=0.5409, y=0.4895)；f4_ne_to_4404.png/热点 6(x=0.5719, y=0.6481)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg,6,6
33,f4_ne_to_4405_1.png,"f4_ne_to_4405_1.png/热点 1(x=0.8707, y=0.2647)；f4_ne_to_4405_1.png/热点 2(x=0.6890, y=0.2647)；f4_ne_to_4405_1.png/热点 3(x=0.5652, y=0.2628)；f4_ne_to_4405_1.png/热点 4(x=0.5411, y=0.3485)；f4_ne_to_4405_1.png/热点 5(x=0.5404, y=0.4828)；f4_ne_to_4405_1.png/热点 6(x=0.5762, y=0.6483)；f4_ne_to_4405_1.png/热点 7(x=0.7153, y=0.6473)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg,7,7
34,f4_ne_to_4405_2.png,"f4_ne_to_4405_2.png/热点 1(x=0.8703, y=0.2638)；f4_ne_to_4405_2.png/热点 2(x=0.6893, y=0.2648)；f4_ne_to_4405_2.png/热点 3(x=0.5667, y=0.2658)；f4_ne_to_4405_2.png/热点 4(x=0.5413, y=0.3476)；f4_ne_to_4405_2.png/热点 5(x=0.5399, y=0.4976)；f4_ne_to_4405_2.png/热点 6(x=0.5702, y=0.6485)；f4_ne_to_4405_2.png/热点 7(x=0.7163, y=0.6485)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg,7,7
35,f4_ne_to_4406.png,"f4_ne_to_4406.png/热点 1(x=0.8693, y=0.2630)；f4_ne_to_4406.png/热点 2(x=0.6875, y=0.2640)；f4_ne_to_4406.png/热点 3(x=0.5669, y=0.2630)；f4_ne_to_4406.png/热点 4(x=0.5429, y=0.3477)；f4_ne_to_4406.png/热点 5(x=0.5401, y=0.4861)；f4_ne_to_4406.png/热点 6(x=0.5691, y=0.6478)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg,6,6
36,f4_ne_to_4407_1.png,"f4_ne_to_4407_1.png/热点 1(x=0.8703, y=0.2621)；f4_ne_to_4407_1.png/热点 2(x=0.6877, y=0.2621)；f4_ne_to_4407_1.png/热点 3(x=0.5671, y=0.2631)；f4_ne_to_4407_1.png/热点 4(x=0.5410, y=0.3479)；f4_ne_to_4407_1.png/热点 5(x=0.5410, y=0.4843)；f4_ne_to_4407_1.png/热点 6(x=0.5699, y=0.6480)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg,6,6
37,f4_ne_to_4407_2.png,"f4_ne_to_4407_2.png/热点 1(x=0.8705, y=0.2641)；f4_ne_to_4407_2.png/热点 2(x=0.6865, y=0.2651)；f4_ne_to_4407_2.png/热点 3(x=0.5673, y=0.2622)；f4_ne_to_4407_2.png/热点 4(x=0.5404, y=0.3489)；f4_ne_to_4407_2.png/热点 5(x=0.5411, y=0.4942)；f4_ne_to_4407_2.png/热点 6(x=0.5694, y=0.6482)；f4_ne_to_4407_2.png/热点 7(x=0.7142, y=0.6472)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg,7,7
38,f4_ne_to_4408_1.png,"f4_ne_to_4408_1.png/热点 1(x=0.8694, y=0.2632)；f4_ne_to_4408_1.png/热点 2(x=0.6902, y=0.2623)；f4_ne_to_4408_1.png/热点 3(x=0.5661, y=0.2642)；f4_ne_to_4408_1.png/热点 4(x=0.5420, y=0.3471)；f4_ne_to_4408_1.png/热点 5(x=0.5413, y=0.4973)；f4_ne_to_4408_1.png/热点 6(x=0.5724, y=0.6494)；f4_ne_to_4408_1.png/热点 7(x=0.7186, y=0.6484)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg,7,7
39,f4_ne_to_4408_2.png,"f4_ne_to_4408_2.png/热点 1(x=0.8711, y=0.2623)；f4_ne_to_4408_2.png/热点 2(x=0.6891, y=0.2623)；f4_ne_to_4408_2.png/热点 3(x=0.5670, y=0.2624)；f4_ne_to_4408_2.png/热点 4(x=0.5415, y=0.3462)；f4_ne_to_4408_2.png/热点 5(x=0.5415, y=0.4847)；f4_ne_to_4408_2.png/热点 6(x=0.5712, y=0.6486)；f4_ne_to_4408_2.png/热点 7(x=0.7161, y=0.6477)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg,7,7
40,f4_ne_to_4409.png,"f4_ne_to_4409.png/热点 1(x=0.8693, y=0.2644)；f4_ne_to_4409.png/热点 2(x=0.6824, y=0.2654)；f4_ne_to_4409.png/热点 3(x=0.5637, y=0.2663)；f4_ne_to_4409.png/热点 4(x=0.5403, y=0.3493)；f4_ne_to_4409.png/热点 5(x=0.5410, y=0.4859)；f4_ne_to_4409.png/热点 6(x=0.5679, y=0.6488)；f4_ne_to_4409.png/热点 7(x=0.7149, y=0.6489)；f4_ne_to_4409.png/热点 8(x=0.8647, y=0.6489)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg；f4_23.jpg,8,8
41,f4_ne_to_4410.png,"f4_ne_to_4410.png/热点 1(x=0.8704, y=0.2645)；f4_ne_to_4410.png/热点 2(x=0.6896, y=0.2645)；f4_ne_to_4410.png/热点 3(x=0.5674, y=0.2635)；f4_ne_to_4410.png/热点 4(x=0.5426, y=0.3465)；f4_ne_to_4410.png/热点 5(x=0.5405, y=0.4831)；f4_ne_to_4410.png/热点 6(x=0.5730, y=0.6471)；f4_ne_to_4410.png/热点 7(x=0.7138, y=0.6491)；f4_ne_to_4410.png/热点 8(x=0.8650, y=0.6472)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg；f4_23.jpg,8,8
42,f4_ne_to_4411.png,"f4_ne_to_4411.png/热点 1(x=0.8707, y=0.2636)；f4_ne_to_4411.png/热点 2(x=0.6905, y=0.2636)；f4_ne_to_4411.png/热点 3(x=0.5676, y=0.2646)；f4_ne_to_4411.png/热点 4(x=0.5414, y=0.3456)；f4_ne_to_4411.png/热点 5(x=0.5407, y=0.4960)；f4_ne_to_4411.png/热点 6(x=0.5773, y=0.6464)；f4_ne_to_4411.png/热点 7(x=0.7169, y=0.6464)；f4_ne_to_4411.png/热点 8(x=0.8654, y=0.6464)；f4_ne_to_4411.png/热点 9(x=0.8647, y=0.4775)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg；f4_23.jpg；f4_25.jpg,9,9
43,f4_ne_to_4412.png,"f4_ne_to_4412.png/热点 1(x=0.8704, y=0.2627)",f4_10.jpg,1,1
44,f4_ne_to_4413.png,"f4_ne_to_4413.png/热点 1(x=0.8697, y=0.2628)；f4_ne_to_4413.png/热点 2(x=0.6895, y=0.2637)",f4_10.jpg；f4_8.jpg,2,2
45,f4_ne_to_4414.png,"f4_ne_to_4414.png/热点 1(x=0.8705, y=0.2628)；f4_ne_to_4414.png/热点 2(x=0.6888, y=0.2638)",f4_10.jpg；f4_8.jpg,2,2
46,f4_ne_to_4415.png,"f4_ne_to_4415.png/热点 1(x=0.8706, y=0.2628)；f4_ne_to_4415.png/热点 2(x=0.6868, y=0.2648)；f4_ne_to_4415.png/热点 3(x=0.5397, y=0.2638)",f4_10.jpg；f4_8.jpg；f4_5.jpg,3,3
47,f4_ne_to_4416.png,"f4_ne_to_4416.png/热点 1(x=0.8700, y=0.2638)；f4_ne_to_4416.png/热点 2(x=0.6882, y=0.2638)；f4_ne_to_4416.png/热点 3(x=0.5410, y=0.2628)；f4_ne_to_4416.png/热点 4(x=0.3952, y=0.2638)",f4_10.jpg；f4_8.jpg；f4_5.jpg；f4_3.jpg,4,4
48,f4_ne_to_4417.png,"f4_ne_to_4417.png/热点 1(x=0.8707, y=0.2628)；f4_ne_to_4417.png/热点 2(x=0.6868, y=0.2648)；f4_ne_to_4417.png/热点 3(x=0.5410, y=0.2638)；f4_ne_to_4417.png/热点 4(x=0.3959, y=0.2638)",f4_10.jpg；f4_8.jpg；f4_5.jpg；f4_3.jpg,4,4
49,f4_ne_to_f4_n.png,"f4_ne_to_f4_n.png/热点 1(x=0.8700, y=0.2628)；f4_ne_to_f4_n.png/热点 2(x=0.6875, y=0.2628)",f4_10.jpg；f4_8.jpg,2,2
50,f4_ne_to_f4_nw.png,"f4_ne_to_f4_nw.png/热点 1(x=0.8707, y=0.2658)；f4_ne_to_f4_nw.png/热点 2(x=0.6889, y=0.2638)；f4_ne_to_f4_nw.png/热点 3(x=0.5404, y=0.2658)；f4_ne_to_f4_nw.png/热点 4(x=0.3932, y=0.2648)",f4_10.jpg；f4_8.jpg；f4_5.jpg；f4_3.jpg,4,4
51,f4_ne_to_f4_s_e.png,"f4_ne_to_f4_s_e.png/热点 1(x=0.8679, y=0.2648)；f4_ne_to_f4_s_e.png/热点 2(x=0.6889, y=0.2658)；f4_ne_to_f4_s_e.png/热点 3(x=0.5645, y=0.2658)；f4_ne_to_f4_s_e.png/热点 4(x=0.5383, y=0.3498)；f4_ne_to_f4_s_e.png/热点 5(x=0.5383, y=0.4856)；f4_ne_to_f4_s_e.png/热点 6(x=0.5680, y=0.6497)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg,6,6
52,f4_ne_to_f4_s_w.png,"f4_ne_to_f4_s_w.png/热点 1(x=0.8707, y=0.2638)；f4_ne_to_f4_s_w.png/热点 2(x=0.6875, y=0.2628)；f4_ne_to_f4_s_w.png/热点 3(x=0.5666, y=0.2638)；f4_ne_to_f4_s_w.png/热点 4(x=0.5404, y=0.3468)；f4_ne_to_f4_s_w.png/热点 5(x=0.5404, y=0.4944)；f4_ne_to_f4_s_w.png/热点 6(x=0.5410, y=0.6829)；f4_ne_to_f4_s_w.png/热点 7(x=0.4858, y=0.6829)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_18.jpg；f4_27.jpg,7,7
53,f4_ne_to_f4_se.png,"f4_ne_to_f4_se.png/热点 1(x=0.8707, y=0.2638)；f4_ne_to_f4_se.png/热点 2(x=0.6868, y=0.2638)；f4_ne_to_f4_se.png/热点 3(x=0.5645, y=0.2638)；f4_ne_to_f4_se.png/热点 4(x=0.5410, y=0.3488)；f4_ne_to_f4_se.png/热点 5(x=0.5410, y=0.4905)；f4_ne_to_f4_se.png/热点 6(x=0.5728, y=0.6497)；f4_ne_to_f4_se.png/热点 7(x=0.7152, y=0.6478)；f4_ne_to_f4_se.png/热点 8(x=0.8651, y=0.6487)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg；f4_24.jpg,8,8
54,f4_ne_to_f4_sw.png,"f4_ne_to_f4_sw.png/热点 1(x=0.8700, y=0.2628)；f4_ne_to_f4_sw.png/热点 2(x=0.6875, y=0.2638)；f4_ne_to_f4_sw.png/热点 3(x=0.5652, y=0.2638)；f4_ne_to_f4_sw.png/热点 4(x=0.5410, y=0.3468)；f4_ne_to_f4_sw.png/热点 5(x=0.5410, y=0.4778)；f4_ne_to_f4_sw.png/热点 6(x=0.5404, y=0.6820)；f4_ne_to_f4_sw.png/热点 7(x=0.4844, y=0.6829)；f4_ne_to_f4_sw.png/热点 8(x=0.2875, y=0.7347)",f4_10.jpg；f4_8.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_18.jpg；f4_27.jpg；f4_29.jpg,8,8
55,f4_nw_to_4401.png,"f4_nw_to_4401.png/热点 1(x=0.1603, y=0.2677)；f4_nw_to_4401.png/热点 2(x=0.3890, y=0.2687)；f4_nw_to_4401.png/热点 3(x=0.5666, y=0.2658)；f4_nw_to_4401.png/热点 4(x=0.5410, y=0.3508)；f4_nw_to_4401.png/热点 5(x=0.5410, y=0.4895)；f4_nw_to_4401.png/热点 6(x=0.5404, y=0.6849)；f4_nw_to_4401.png/热点 7(x=0.4844, y=0.6849)；f4_nw_to_4401.png/热点 8(x=0.2875, y=0.7269)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_18.jpg；f4_27.jpg；f4_29.jpg,8,8
56,f4_nw_to_4402.png,"f4_nw_to_4402.png/热点 1(x=0.1603, y=0.2667)；f4_nw_to_4402.png/热点 2(x=0.3870, y=0.2677)；f4_nw_to_4402.png/热点 3(x=0.5659, y=0.2697)；f4_nw_to_4402.png/热点 4(x=0.5404, y=0.3498)；f4_nw_to_4402.png/热点 5(x=0.5410, y=0.4797)；f4_nw_to_4402.png/热点 6(x=0.5404, y=0.6820)；f4_nw_to_4402.png/热点 7(x=0.4837, y=0.6839)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_18.jpg；f4_27.jpg,7,7
57,f4_nw_to_4403.png,"f4_nw_to_4403.png/热点 1(x=0.1603, y=0.2677)；f4_nw_to_4403.png/热点 2(x=0.3911, y=0.2677)；f4_nw_to_4403.png/热点 3(x=0.5659, y=0.2687)；f4_nw_to_4403.png/热点 4(x=0.5410, y=0.3508)；f4_nw_to_4403.png/热点 5(x=0.5397, y=0.4866)；f4_nw_to_4403.png/热点 6(x=0.5763, y=0.6487)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg,6,6
58,f4_nw_to_4403_0.png,"f4_nw_to_4403_0.png/热点 1(x=0.1610, y=0.2687)；f4_nw_to_4403_0.png/热点 2(x=0.3932, y=0.2687)；f4_nw_to_4403_0.png/热点 3(x=0.5680, y=0.2677)；f4_nw_to_4403_0.png/热点 4(x=0.5404, y=0.3517)；f4_nw_to_4403_0.png/热点 5(x=0.5410, y=0.4836)；f4_nw_to_4403_0.png/热点 6(x=0.5666, y=0.6487)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg,6,6
59,f4_nw_to_4404.png,"f4_nw_to_4404.png/热点 1(x=0.1603, y=0.2677)；f4_nw_to_4404.png/热点 2(x=0.3794, y=0.2687)；f4_nw_to_4404.png/热点 3(x=0.5673, y=0.2677)；f4_nw_to_4404.png/热点 4(x=0.5404, y=0.3517)；f4_nw_to_4404.png/热点 5(x=0.5410, y=0.4836)；f4_nw_to_4404.png/热点 6(x=0.5784, y=0.6468)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg,6,6
60,f4_nw_to_4405_1.png,"f4_nw_to_4405_1.png/热点 1(x=0.1610, y=0.2667)；f4_nw_to_4405_1.png/热点 2(x=0.3773, y=0.2667)；f4_nw_to_4405_1.png/热点 3(x=0.5680, y=0.2687)；f4_nw_to_4405_1.png/热点 4(x=0.5404, y=0.3498)；f4_nw_to_4405_1.png/热点 5(x=0.5404, y=0.4866)；f4_nw_to_4405_1.png/热点 6(x=0.5804, y=0.6487)；f4_nw_to_4405_1.png/热点 7(x=0.7179, y=0.6487)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg,7,7
61,f4_nw_to_4405_2.png,"f4_nw_to_4405_2.png/热点 1(x=0.1603, y=0.2667)；f4_nw_to_4405_2.png/热点 2(x=0.3925, y=0.2677)；f4_nw_to_4405_2.png/热点 3(x=0.5666, y=0.2697)；f4_nw_to_4405_2.png/热点 4(x=0.5410, y=0.3498)；f4_nw_to_4405_2.png/热点 5(x=0.5410, y=0.4739)；f4_nw_to_4405_2.png/热点 6(x=0.5749, y=0.6487)；f4_nw_to_4405_2.png/热点 7(x=0.7193, y=0.6478)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg；f4_21.jpg,7,7
62,f4_nw_to_4406.png,"f4_nw_to_4406.png/热点 1(x=0.1610, y=0.2677)；f4_nw_to_4406.png/热点 2(x=0.3876, y=0.2677)；f4_nw_to_4406.png/热点 3(x=0.5680, y=0.2687)；f4_nw_to_4406.png/热点 4(x=0.5417, y=0.3508)；f4_nw_to_4406.png/热点 5(x=0.5417, y=0.4856)；f4_nw_to_4406.png/热点 6(x=0.5728, y=0.6478)",f4_1.jpg；f4_2.jpg；f4_6.jpg；f4_12.jpg；f4_15.jpg；f4_19.jpg,6,6
