序号,名称,点位汇总,实景图汇总,点位数,已关联数
19,f6_n_to_4609_0.png,"f6_n_to_4609_0.png/热点 1(x=0.4946, y=0.4814)；f6_n_to_4609_0.png/热点 2(x=0.5318, y=0.6499)；f6_n_to_4609_0.png/热点 3(x=0.6684, y=0.6479)；f6_n_to_4609_0.png/热点 4(x=0.8198, y=0.6459)；f6_n_to_4609_0.png/热点 5(x=0.8191, y=0.4845)",f6_17.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg；f6_14.jpg,5,5
20,f6_n_to_f6_ne.png,"f6_n_to_f6_ne.png/热点 1(x=0.4942, y=0.2636)；f6_n_to_f6_ne.png/热点 2(x=0.6442, y=0.2627)",f6_20.jpg；f6_21.jpg,2,2
21,f6_n_to_f6_nw.png,"f6_n_to_f6_nw.png/热点 1(x=0.4943, y=0.2647)；f6_n_to_f6_nw.png/热点 2(x=0.3183, y=0.2627)",f6_18.jpg；f6_24.jpg,2,2
22,f6_n_to_f6_s_e.png,"f6_n_to_f6_s_e.png/热点 1(x=0.4950, y=0.4709)；f6_n_to_f6_s_e.png/热点 2(x=0.5210, y=0.6484)",f6_17.jpg；f6_8.jpg,2,2
23,f6_n_to_f6_s_w.png,"f6_n_to_f6_s_w.png/热点 1(x=0.4951, y=0.4918)；f6_n_to_f6_s_w.png/热点 2(x=0.4958, y=0.7318)；f6_n_to_f6_s_w.png/热点 3(x=0.4054, y=0.7328)",f6_17.jpg；f6_7.jpg；f6_5.jpg,3,3
24,f6_n_to_f6_se.png,"f6_n_to_f6_se.png/热点 1(x=0.4945, y=0.4859)；f6_n_to_f6_se.png/热点 2(x=0.5260, y=0.6466)；f6_n_to_f6_se.png/热点 3(x=0.6706, y=0.6486)；f6_n_to_f6_se.png/热点 4(x=0.8207, y=0.6486)",f6_17.jpg；f6_8.jpg；f6_10.jpg；f6_13.jpg,4,4
25,f6_n_to_f6_sw.png,"f6_n_to_f6_sw.png/热点 1(x=0.4946, y=0.4979)；f6_n_to_f6_sw.png/热点 2(x=0.4953, y=0.7301)；f6_n_to_f6_sw.png/热点 3(x=0.3943, y=0.7311)；f6_n_to_f6_sw.png/热点 4(x=0.2449, y=0.7321)",f6_17.jpg；f6_7.jpg；f6_5.jpg；f6_3.jpg,4,4
26,f6_ne_to_4501.png,"f6_ne_to_4501.png/热点 1(x=0.8259, y=0.2619)；f6_ne_to_4501.png/热点 2(x=0.6470, y=0.2629)；f6_ne_to_4501.png/热点 3(x=0.4954, y=0.2649)；f6_ne_to_4501.png/热点 4(x=0.4961, y=0.4604)；f6_ne_to_4501.png/热点 5(x=0.4961, y=0.7313)；f6_ne_to_4501.png/热点 6(x=0.3937, y=0.7313)；f6_ne_to_4501.png/热点 7(x=0.2477, y=0.7303)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_7.jpg；f6_5.jpg；f6_3.jpg,7,7
27,f6_ne_to_4502.png,"f6_ne_to_4502.png/热点 1(x=0.8268, y=0.2640)；f6_ne_to_4502.png/热点 2(x=0.6374, y=0.2650)；f6_ne_to_4502.png/热点 3(x=0.4963, y=0.2650)；f6_ne_to_4502.png/热点 4(x=0.4949, y=0.4724)；f6_ne_to_4502.png/热点 5(x=0.4963, y=0.7315)；f6_ne_to_4502.png/热点 6(x=0.3959, y=0.7315)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_7.jpg；f6_5.jpg,6,6
28,f6_ne_to_4512.png,"f6_ne_to_4512.png/热点 1(x=0.8264, y=0.2631)",f6_23.jpg,1,1
29,f6_ne_to_4513.png,"f6_ne_to_4513.png/热点 1(x=0.8265, y=0.2641)；f6_ne_to_4513.png/热点 2(x=0.6418, y=0.2631)",f6_23.jpg；f6_22.jpg,2,2
30,f6_ne_to_4514.png,"f6_ne_to_4514.png/热点 1(x=0.8273, y=0.2641)；f6_ne_to_4514.png/热点 2(x=0.6398, y=0.2631)",f6_23.jpg；f6_22.jpg,2,2
31,f6_ne_to_4515.png,"f6_ne_to_4515.png/热点 1(x=0.8259, y=0.2642)；f6_ne_to_4515.png/热点 2(x=0.6427, y=0.2642)；f6_ne_to_4515.png/热点 3(x=0.4952, y=0.2662)",f6_23.jpg；f6_22.jpg；f6_18.jpg,3,3
32,f6_ne_to_4516.png,"f6_ne_to_4516.png/热点 1(x=0.8261, y=0.2642)；f6_ne_to_4516.png/热点 2(x=0.6421, y=0.2652)；f6_ne_to_4516.png/热点 3(x=0.4967, y=0.2642)",f6_23.jpg；f6_22.jpg；f6_18.jpg,3,3
33,f6_ne_to_4517.png,"f6_ne_to_4517.png/热点 1(x=0.8255, y=0.2632)；f6_ne_to_4517.png/热点 2(x=0.6429, y=0.2623)；f6_ne_to_4517.png/热点 3(x=0.4981, y=0.2652)；f6_ne_to_4517.png/热点 4(x=0.3492, y=0.2633)",f6_23.jpg；f6_22.jpg；f6_18.jpg；f6_24.jpg,4,4
34,f6_ne_to_4601.png,"f6_ne_to_4601.png/热点 1(x=0.8259, y=0.2634)；f6_ne_to_4601.png/热点 2(x=0.6418, y=0.2654)；f6_ne_to_4601.png/热点 3(x=0.4956, y=0.2644)；f6_ne_to_4601.png/热点 4(x=0.4956, y=0.4761)；f6_ne_to_4601.png/热点 5(x=0.5272, y=0.6481)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg,5,5
35,f6_ne_to_4601_0.png,"f6_ne_to_4601_0.png/热点 1(x=0.8264, y=0.2643)；f6_ne_to_4601_0.png/热点 2(x=0.6451, y=0.2643)；f6_ne_to_4601_0.png/热点 3(x=0.4947, y=0.2643)；f6_ne_to_4601_0.png/热点 4(x=0.4947, y=0.4452)；f6_ne_to_4601_0.png/热点 5(x=0.5172, y=0.6469)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg,5,5
36,f6_ne_to_4602.png,"f6_ne_to_4602.png/热点 1(x=0.8261, y=0.2644)；f6_ne_to_4602.png/热点 2(x=0.6454, y=0.2664)；f6_ne_to_4602.png/热点 3(x=0.4950, y=0.2654)；f6_ne_to_4602.png/热点 4(x=0.4950, y=0.4692)；f6_ne_to_4602.png/热点 5(x=0.5288, y=0.6482)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg,5,5
37,f6_ne_to_4603.png,"f6_ne_to_4603.png/热点 1(x=0.8270, y=0.2635)；f6_ne_to_4603.png/热点 2(x=0.6428, y=0.2625)；f6_ne_to_4603.png/热点 3(x=0.4965, y=0.2655)；f6_ne_to_4603.png/热点 4(x=0.4944, y=0.4733)；f6_ne_to_4603.png/热点 5(x=0.5240, y=0.6494)；f6_ne_to_4603.png/热点 6(x=0.6696, y=0.6484)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg,6,6
38,f6_ne_to_4604.png,"f6_ne_to_4604.png/热点 1(x=0.8259, y=0.2626)；f6_ne_to_4604.png/热点 2(x=0.6416, y=0.2636)；f6_ne_to_4604.png/热点 3(x=0.4960, y=0.2636)；f6_ne_to_4604.png/热点 4(x=0.4953, y=0.4596)；f6_ne_to_4604.png/热点 5(x=0.5326, y=0.6486)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg,5,5
39,f6_ne_to_4605.png,"f6_ne_to_4605.png/热点 1(x=0.8268, y=0.2646)；f6_ne_to_4605.png/热点 2(x=0.6312, y=0.2647)；f6_ne_to_4605.png/热点 3(x=0.4961, y=0.2667)；f6_ne_to_4605.png/热点 4(x=0.4954, y=0.4667)；f6_ne_to_4605.png/热点 5(x=0.5299, y=0.6488)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg,5,5
40,f6_ne_to_4606.png,"f6_ne_to_4606.png/热点 1(x=0.8263, y=0.2617)；f6_ne_to_4606.png/热点 2(x=0.6369, y=0.2637)；f6_ne_to_4606.png/热点 3(x=0.4955, y=0.2647)；f6_ne_to_4606.png/热点 4(x=0.4955, y=0.4637)；f6_ne_to_4606.png/热点 5(x=0.5285, y=0.6488)；f6_ne_to_4606.png/热点 6(x=0.6749, y=0.6478)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg,6,6
41,f6_ne_to_4607.png,"f6_ne_to_4607.png/热点 1(x=0.8263, y=0.2637)；f6_ne_to_4607.png/热点 2(x=0.6412, y=0.2647)；f6_ne_to_4607.png/热点 3(x=0.4969, y=0.2647)；f6_ne_to_4607.png/热点 4(x=0.4955, y=0.4597)；f6_ne_to_4607.png/热点 5(x=0.5335, y=0.6478)；f6_ne_to_4607.png/热点 6(x=0.6749, y=0.6478)；f6_ne_to_4607.png/热点 7(x=0.8199, y=0.6458)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg,7,7
42,f6_ne_to_4608.png,"f6_ne_to_4608.png/热点 1(x=0.8263, y=0.2647)；f6_ne_to_4608.png/热点 2(x=0.6412, y=0.2637)；f6_ne_to_4608.png/热点 3(x=0.4962, y=0.2647)；f6_ne_to_4608.png/热点 4(x=0.4962, y=0.4777)；f6_ne_to_4608.png/热点 5(x=0.5264, y=0.6478)；f6_ne_to_4608.png/热点 6(x=0.6714, y=0.6458)；f6_ne_to_4608.png/热点 7(x=0.8206, y=0.6468)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg,7,7
43,f6_ne_to_4609.png,"f6_ne_to_4609.png/热点 1(x=0.8263, y=0.2627)；f6_ne_to_4609.png/热点 2(x=0.6433, y=0.2627)；f6_ne_to_4609.png/热点 3(x=0.4962, y=0.2647)；f6_ne_to_4609.png/热点 4(x=0.4962, y=0.4747)；f6_ne_to_4609.png/热点 5(x=0.5257, y=0.6488)；f6_ne_to_4609.png/热点 6(x=0.6665, y=0.6488)；f6_ne_to_4609.png/热点 7(x=0.8199, y=0.6468)；f6_ne_to_4609.png/热点 8(x=0.8206, y=0.4956)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg；f6_14.jpg,8,8
44,f6_ne_to_4609_0.png,"f6_ne_to_4609_0.png/热点 1(x=0.8263, y=0.2647)；f6_ne_to_4609_0.png/热点 2(x=0.6376, y=0.2647)；f6_ne_to_4609_0.png/热点 3(x=0.4955, y=0.2647)；f6_ne_to_4609_0.png/热点 4(x=0.4948, y=0.4677)；f6_ne_to_4609_0.png/热点 5(x=0.5236, y=0.6488)；f6_ne_to_4609_0.png/热点 6(x=0.6728, y=0.6488)；f6_ne_to_4609_0.png/热点 7(x=0.8192, y=0.6468)；f6_ne_to_4609_0.png/热点 8(x=0.8199, y=0.4846)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg；f6_14.jpg,8,8
45,f6_ne_to_f6_n.png,"f6_ne_to_f6_n.png/热点 1(x=0.8263, y=0.2657)；f6_ne_to_f6_n.png/热点 2(x=0.6475, y=0.2647)；f6_ne_to_f6_n.png/热点 3(x=0.4955, y=0.2657)",f6_23.jpg；f6_22.jpg；f6_19.jpg,3,3
46,f6_ne_to_f6_nw.png,"f6_ne_to_f6_nw.png/热点 1(x=0.8255, y=0.2627)；f6_ne_to_f6_nw.png/热点 2(x=0.6405, y=0.2627)；f6_ne_to_f6_nw.png/热点 3(x=0.4976, y=0.2637)；f6_ne_to_f6_nw.png/热点 4(x=0.3427, y=0.2657)",f6_23.jpg；f6_22.jpg；f6_18.jpg；f6_24.jpg,4,4
47,f6_ne_to_f6_s_e.png,"f6_ne_to_f6_s_e.png/热点 1(x=0.8263, y=0.2617)；f6_ne_to_f6_s_e.png/热点 2(x=0.6355, y=0.2627)；f6_ne_to_f6_s_e.png/热点 3(x=0.4962, y=0.2627)；f6_ne_to_f6_s_e.png/热点 4(x=0.4948, y=0.4518)；f6_ne_to_f6_s_e.png/热点 5(x=0.5215, y=0.6488)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg,5,5
48,f6_ne_to_f6_s_w.png,"f6_ne_to_f6_s_w.png/热点 1(x=0.8277, y=0.2627)；f6_ne_to_f6_s_w.png/热点 2(x=0.6412, y=0.2647)；f6_ne_to_f6_s_w.png/热点 3(x=0.4969, y=0.2667)；f6_ne_to_f6_s_w.png/热点 4(x=0.4955, y=0.4836)；f6_ne_to_f6_s_w.png/热点 5(x=0.4934, y=0.7294)；f6_ne_to_f6_s_w.png/热点 6(x=0.3927, y=0.7324)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_7.jpg；f6_5.jpg,6,6
49,f6_ne_to_f6_se.png,"f6_ne_to_f6_se.png/热点 1(x=0.8255, y=0.2617)；f6_ne_to_f6_se.png/热点 2(x=0.6412, y=0.2637)；f6_ne_to_f6_se.png/热点 3(x=0.4962, y=0.2627)；f6_ne_to_f6_se.png/热点 4(x=0.4962, y=0.4667)；f6_ne_to_f6_se.png/热点 5(x=0.5285, y=0.6488)；f6_ne_to_f6_se.png/热点 6(x=0.6665, y=0.6498)；f6_ne_to_f6_se.png/热点 7(x=0.8213, y=0.6478)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg；f6_13.jpg,7,7
50,f6_ne_to_f6_sw.png,"f6_ne_to_f6_sw.png/热点 1(x=0.8270, y=0.2627)；f6_ne_to_f6_sw.png/热点 2(x=0.6397, y=0.2637)；f6_ne_to_f6_sw.png/热点 3(x=0.4955, y=0.2637)；f6_ne_to_f6_sw.png/热点 4(x=0.4948, y=0.4667)；f6_ne_to_f6_sw.png/热点 5(x=0.4948, y=0.7314)；f6_ne_to_f6_sw.png/热点 6(x=0.3990, y=0.7314)；f6_ne_to_f6_sw.png/热点 7(x=0.2435, y=0.7334)",f6_23.jpg；f6_22.jpg；f6_19.jpg；f6_17.jpg；f6_7.jpg；f6_5.jpg；f6_3.jpg,7,7
51,f6_nw_to_4501.png,"f6_nw_to_4501.png/热点 1(x=0.1161, y=0.2627)；f6_nw_to_4501.png/热点 2(x=0.3463, y=0.2637)；f6_nw_to_4501.png/热点 3(x=0.4962, y=0.2637)；f6_nw_to_4501.png/热点 4(x=0.4969, y=0.4677)；f6_nw_to_4501.png/热点 5(x=0.4955, y=0.7314)；f6_nw_to_4501.png/热点 6(x=0.3998, y=0.7324)；f6_nw_to_4501.png/热点 7(x=0.2442, y=0.7314)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_7.jpg；f6_5.jpg；f6_3.jpg,7,7
52,f6_nw_to_4502.png,"f6_nw_to_4502.png/热点 1(x=0.1168, y=0.2667)；f6_nw_to_4502.png/热点 2(x=0.3463, y=0.2657)；f6_nw_to_4502.png/热点 3(x=0.4955, y=0.2647)；f6_nw_to_4502.png/热点 4(x=0.4948, y=0.4717)；f6_nw_to_4502.png/热点 5(x=0.4948, y=0.7294)；f6_nw_to_4502.png/热点 6(x=0.3962, y=0.7314)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_7.jpg；f6_5.jpg,6,6
53,f6_nw_to_4512.png,"f6_nw_to_4512.png/热点 1(x=0.1168, y=0.2657)；f6_nw_to_4512.png/热点 2(x=0.3512, y=0.2657)；f6_nw_to_4512.png/热点 3(x=0.4983, y=0.2647)；f6_nw_to_4512.png/热点 4(x=0.6496, y=0.2637)",f6_26.jpg；f6_25.jpg；f6_20.jpg；f6_21.jpg,4,4
54,f6_nw_to_4513.png,"f6_nw_to_4513.png/热点 1(x=0.1196, y=0.2637)；f6_nw_to_4513.png/热点 2(x=0.3850, y=0.2637)；f6_nw_to_4513.png/热点 3(x=0.5004, y=0.2647)",f6_26.jpg；f6_25.jpg；f6_20.jpg,3,3
55,f6_nw_to_4514.png,"f6_nw_to_4514.png/热点 1(x=0.1154, y=0.2637)；f6_nw_to_4514.png/热点 2(x=0.3463, y=0.2637)；f6_nw_to_4514.png/热点 3(x=0.4955, y=0.2657)",f6_26.jpg；f6_25.jpg；f6_20.jpg,3,3
56,f6_nw_to_4515.png,"f6_nw_to_4515.png/热点 1(x=0.1154, y=0.2637)；f6_nw_to_4515.png/热点 2(x=0.3329, y=0.2637)",f6_26.jpg；f6_25.jpg,2,2
57,f6_nw_to_4516.png,"f6_nw_to_4516.png/热点 1(x=0.1168, y=0.2657)；f6_nw_to_4516.png/热点 2(x=0.3308, y=0.2637)",f6_26.jpg；f6_25.jpg,2,2
58,f6_nw_to_4517.png,"f6_nw_to_4517.png/热点 1(x=0.1154, y=0.2647)",f6_26.jpg,1,1
59,f6_nw_to_4601.png,"f6_nw_to_4601.png/热点 1(x=0.1154, y=0.2647)；f6_nw_to_4601.png/热点 2(x=0.3385, y=0.2647)；f6_nw_to_4601.png/热点 3(x=0.4955, y=0.2637)；f6_nw_to_4601.png/热点 4(x=0.4948, y=0.4488)；f6_nw_to_4601.png/热点 5(x=0.5264, y=0.6458)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg,5,5
60,f6_nw_to_4601_0.png,"f6_nw_to_4601_0.png/热点 1(x=0.1161, y=0.2627)；f6_nw_to_4601_0.png/热点 2(x=0.3442, y=0.2657)；f6_nw_to_4601_0.png/热点 3(x=0.4948, y=0.2657)；f6_nw_to_4601_0.png/热点 4(x=0.4948, y=0.4528)；f6_nw_to_4601_0.png/热点 5(x=0.5208, y=0.6438)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg,5,5
61,f6_nw_to_4602.png,"f6_nw_to_4602.png/热点 1(x=0.1147, y=0.2627)；f6_nw_to_4602.png/热点 2(x=0.3484, y=0.2647)；f6_nw_to_4602.png/热点 3(x=0.4941, y=0.2657)；f6_nw_to_4602.png/热点 4(x=0.4948, y=0.4667)；f6_nw_to_4602.png/热点 5(x=0.5307, y=0.6458)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg,5,5
62,f6_nw_to_4603.png,"f6_nw_to_4603.png/热点 1(x=0.1161, y=0.2637)；f6_nw_to_4603.png/热点 2(x=0.3442, y=0.2637)；f6_nw_to_4603.png/热点 3(x=0.4948, y=0.2657)；f6_nw_to_4603.png/热点 4(x=0.4948, y=0.4578)；f6_nw_to_4603.png/热点 5(x=0.5363, y=0.6448)；f6_nw_to_4603.png/热点 6(x=0.6785, y=0.6468)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg,6,6
63,f6_nw_to_4604.png,"f6_nw_to_4604.png/热点 1(x=0.1168, y=0.2627)；f6_nw_to_4604.png/热点 2(x=0.3371, y=0.2667)；f6_nw_to_4604.png/热点 3(x=0.4955, y=0.2657)；f6_nw_to_4604.png/热点 4(x=0.4948, y=0.4647)；f6_nw_to_4604.png/热点 5(x=0.5307, y=0.6458)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg,5,5
64,f6_nw_to_4605.png,"f6_nw_to_4605.png/热点 1(x=0.1161, y=0.2617)；f6_nw_to_4605.png/热点 2(x=0.3442, y=0.2647)；f6_nw_to_4605.png/热点 3(x=0.4955, y=0.2637)；f6_nw_to_4605.png/热点 4(x=0.4962, y=0.4697)；f6_nw_to_4605.png/热点 5(x=0.5370, y=0.6448)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg,5,5
65,f6_nw_to_4606.png,"f6_nw_to_4606.png/热点 1(x=0.1161, y=0.2627)；f6_nw_to_4606.png/热点 2(x=0.3357, y=0.2637)；f6_nw_to_4606.png/热点 3(x=0.4948, y=0.2657)；f6_nw_to_4606.png/热点 4(x=0.4948, y=0.4787)；f6_nw_to_4606.png/热点 5(x=0.5335, y=0.6448)；f6_nw_to_4606.png/热点 6(x=0.6665, y=0.6448)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg,6,6
66,f6_nw_to_4607.png,"f6_nw_to_4607.png/热点 1(x=0.1147, y=0.2647)；f6_nw_to_4607.png/热点 2(x=0.3069, y=0.2627)；f6_nw_to_4607.png/热点 3(x=0.4948, y=0.2647)；f6_nw_to_4607.png/热点 4(x=0.4948, y=0.4568)；f6_nw_to_4607.png/热点 5(x=0.5321, y=0.6438)；f6_nw_to_4607.png/热点 6(x=0.6707, y=0.6448)；f6_nw_to_4607.png/热点 7(x=0.8199, y=0.6448)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg,7,7
67,f6_nw_to_4608.png,"f6_nw_to_4608.png/热点 1(x=0.1168, y=0.2637)；f6_nw_to_4608.png/热点 2(x=0.3209, y=0.2627)；f6_nw_to_4608.png/热点 3(x=0.4955, y=0.2657)；f6_nw_to_4608.png/热点 4(x=0.4948, y=0.4647)；f6_nw_to_4608.png/热点 5(x=0.5285, y=0.6458)；f6_nw_to_4608.png/热点 6(x=0.6728, y=0.6458)；f6_nw_to_4608.png/热点 7(x=0.8199, y=0.6419)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg,7,7
68,f6_nw_to_4609.png,"f6_nw_to_4609.png/热点 1(x=0.1154, y=0.2647)；f6_nw_to_4609.png/热点 2(x=0.3294, y=0.2627)；f6_nw_to_4609.png/热点 3(x=0.4955, y=0.2657)；f6_nw_to_4609.png/热点 4(x=0.4948, y=0.4707)；f6_nw_to_4609.png/热点 5(x=0.5285, y=0.6448)；f6_nw_to_4609.png/热点 6(x=0.6756, y=0.6438)；f6_nw_to_4609.png/热点 7(x=0.8199, y=0.6428)；f6_nw_to_4609.png/热点 8(x=0.8192, y=0.4717)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg；f6_14.jpg,8,8
69,f6_nw_to_4609_0.png,"f6_nw_to_4609_0.png/热点 1(x=0.1168, y=0.2617)；f6_nw_to_4609_0.png/热点 2(x=0.3259, y=0.2637)；f6_nw_to_4609_0.png/热点 3(x=0.4962, y=0.2637)；f6_nw_to_4609_0.png/热点 4(x=0.4955, y=0.4677)；f6_nw_to_4609_0.png/热点 5(x=0.5278, y=0.6448)；f6_nw_to_4609_0.png/热点 6(x=0.6658, y=0.6438)；f6_nw_to_4609_0.png/热点 7(x=0.8199, y=0.6438)；f6_nw_to_4609_0.png/热点 8(x=0.8206, y=0.4777)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg；f6_14.jpg,8,8
70,f6_nw_to_f6_n.png,"f6_nw_to_f6_n.png/热点 1(x=0.1161, y=0.2657)；f6_nw_to_f6_n.png/热点 2(x=0.3280, y=0.2647)；f6_nw_to_f6_n.png/热点 3(x=0.4955, y=0.2627)",f6_26.jpg；f6_25.jpg；f6_19.jpg,3,3
