序号,名称,点位汇总,实景图汇总,点位数,已关联数
71,f6_nw_to_f6_ne.png,"f6_nw_to_f6_ne.png/热点 1(x=0.1161, y=0.2647)；f6_nw_to_f6_ne.png/热点 2(x=0.3505, y=0.2647)；f6_nw_to_f6_ne.png/热点 3(x=0.4983, y=0.2647)；f6_nw_to_f6_ne.png/热点 4(x=0.6447, y=0.2647)",f6_26.jpg；f6_25.jpg；f6_20.jpg；f6_21.jpg,4,4
72,f6_nw_to_f6_s_e.png,"f6_nw_to_f6_s_e.png/热点 1(x=0.1168, y=0.2647)；f6_nw_to_f6_s_e.png/热点 2(x=0.3435, y=0.2637)；f6_nw_to_f6_s_e.png/热点 3(x=0.4962, y=0.2667)；f6_nw_to_f6_s_e.png/热点 4(x=0.4948, y=0.4677)；f6_nw_to_f6_s_e.png/热点 5(x=0.5243, y=0.6448)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg,5,5
73,f6_nw_to_f6_s_w.png,"f6_nw_to_f6_s_w.png/热点 1(x=0.1168, y=0.2627)；f6_nw_to_f6_s_w.png/热点 2(x=0.3392, y=0.2637)；f6_nw_to_f6_s_w.png/热点 3(x=0.4955, y=0.2647)；f6_nw_to_f6_s_w.png/热点 4(x=0.4948, y=0.4568)；f6_nw_to_f6_s_w.png/热点 5(x=0.4948, y=0.7304)；f6_nw_to_f6_s_w.png/热点 6(x=0.3969, y=0.7324)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_7.jpg；f6_5.jpg,6,6
74,f6_nw_to_f6_se.png,"f6_nw_to_f6_se.png/热点 1(x=0.1161, y=0.2637)；f6_nw_to_f6_se.png/热点 2(x=0.3435, y=0.2647)；f6_nw_to_f6_se.png/热点 3(x=0.4955, y=0.2637)；f6_nw_to_f6_se.png/热点 4(x=0.4962, y=0.4538)；f6_nw_to_f6_se.png/热点 5(x=0.5321, y=0.6448)；f6_nw_to_f6_se.png/热点 6(x=0.6742, y=0.6438)；f6_nw_to_f6_se.png/热点 7(x=0.8178, y=0.6448)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_8.jpg；f6_10.jpg；f6_13.jpg,7,7
75,f6_nw_to_f6_sw.png,"f6_nw_to_f6_sw.png/热点 1(x=0.1182, y=0.2637)；f6_nw_to_f6_sw.png/热点 2(x=0.3456, y=0.2657)；f6_nw_to_f6_sw.png/热点 3(x=0.4948, y=0.2667)；f6_nw_to_f6_sw.png/热点 4(x=0.4955, y=0.4707)；f6_nw_to_f6_sw.png/热点 5(x=0.4941, y=0.7304)；f6_nw_to_f6_sw.png/热点 6(x=0.4019, y=0.7324)；f6_nw_to_f6_sw.png/热点 7(x=0.2498, y=0.7314)",f6_26.jpg；f6_25.jpg；f6_19.jpg；f6_17.jpg；f6_7.jpg；f6_5.jpg；f6_3.jpg,7,7
76,f6_s_e_to_4501.png,"f6_s_e_to_4501.png/热点 1(x=0.5187, y=0.6448)；f6_s_e_to_4501.png/热点 2(x=0.4997, y=0.6428)；f6_s_e_to_4501.png/热点 3(x=0.3969, y=0.7314)；f6_s_e_to_4501.png/热点 4(x=0.2463, y=0.7314)",f6_9.jpg；f6_7.jpg；f6_5.jpg；f6_3.jpg,4,4
77,f6_s_e_to_4502.png,"f6_s_e_to_4502.png/热点 1(x=0.5307, y=0.6468)；f6_s_e_to_4502.png/热点 2(x=0.4990, y=0.6458)；f6_s_e_to_4502.png/热点 3(x=0.3976, y=0.7304)",f6_9.jpg；f6_7.jpg；f6_5.jpg,3,3
78,f6_s_e_to_4512.png,"f6_s_e_to_4512.png/热点 1(x=0.5229, y=0.6438)；f6_s_e_to_4512.png/热点 2(x=0.4969, y=0.4836)；f6_s_e_to_4512.png/热点 3(x=0.4990, y=0.2647)；f6_s_e_to_4512.png/热点 4(x=0.6454, y=0.2647)",f6_9.jpg；f6_16.jpg；f6_20.jpg；f6_21.jpg,4,4
79,f6_s_e_to_4513.png,"f6_s_e_to_4513.png/热点 1(x=0.5250, y=0.6458)；f6_s_e_to_4513.png/热点 2(x=0.4983, y=0.4936)；f6_s_e_to_4513.png/热点 3(x=0.4983, y=0.2637)",f6_9.jpg；f6_16.jpg；f6_20.jpg,3,3
80,f6_s_e_to_4514.png,"f6_s_e_to_4514.png/热点 1(x=0.5236, y=0.6448)；f6_s_e_to_4514.png/热点 2(x=0.4983, y=0.4667)；f6_s_e_to_4514.png/热点 3(x=0.4990, y=0.2637)",f6_9.jpg；f6_16.jpg；f6_20.jpg,3,3
81,f6_s_e_to_4515.png,"f6_s_e_to_4515.png/热点 1(x=0.5243, y=0.6438)；f6_s_e_to_4515.png/热点 2(x=0.4983, y=0.4966)；f6_s_e_to_4515.png/热点 3(x=0.4990, y=0.2637)",f6_9.jpg；f6_16.jpg；f6_18.jpg,3,3
82,f6_s_e_to_4516.png,"f6_s_e_to_4516.png/热点 1(x=0.5250, y=0.6448)；f6_s_e_to_4516.png/热点 2(x=0.4990, y=0.4787)；f6_s_e_to_4516.png/热点 3(x=0.4983, y=0.2637)",f6_9.jpg；f6_16.jpg；f6_18.jpg,3,3
83,f6_s_e_to_4517.png,"f6_s_e_to_4517.png/热点 1(x=0.5222, y=0.6438)；f6_s_e_to_4517.png/热点 2(x=0.4983, y=0.4787)；f6_s_e_to_4517.png/热点 3(x=0.4983, y=0.2657)；f6_s_e_to_4517.png/热点 4(x=0.3399, y=0.2657)",f6_9.jpg；f6_16.jpg；f6_18.jpg；f6_24.jpg,4,4
84,f6_s_e_to_4601.png,"f6_s_e_to_4601.png/热点 1(x=0.5363, y=0.6438)",f6_8.jpg,1,1
85,f6_s_e_to_4601_0.png,,,0,0
86,f6_s_e_to_4602.png,"f6_s_e_to_4602.png/热点 1(x=0.5349, y=0.6448)",f6_8.jpg,1,1
87,f6_s_e_to_4603.png,"f6_s_e_to_4603.png/热点 1(x=0.5349, y=0.6438)；f6_s_e_to_4603.png/热点 2(x=0.6728, y=0.6438)",f6_8.jpg；f6_10.jpg,2,2
88,f6_s_e_to_4604.png,"f6_s_e_to_4604.png/热点 1(x=0.5342, y=0.6438)",f6_8.jpg,1,1
89,f6_s_e_to_4605.png,"f6_s_e_to_4605.png/热点 1(x=0.5342, y=0.6458)",f6_8.jpg,1,1
90,f6_s_e_to_4606.png,"f6_s_e_to_4606.png/热点 1(x=0.5349, y=0.6438)；f6_s_e_to_4606.png/热点 2(x=0.6735, y=0.6438)",f6_8.jpg；f6_10.jpg,2,2
91,f6_s_e_to_4607.png,"f6_s_e_to_4607.png/热点 1(x=0.5349, y=0.6438)；f6_s_e_to_4607.png/热点 2(x=0.6735, y=0.6448)；f6_s_e_to_4607.png/热点 3(x=0.8206, y=0.6438)",f6_8.jpg；f6_10.jpg；f6_12.jpg,3,3
92,f6_s_e_to_4608.png,"f6_s_e_to_4608.png/热点 1(x=0.5335, y=0.6458)；f6_s_e_to_4608.png/热点 2(x=0.6735, y=0.6448)；f6_s_e_to_4608.png/热点 3(x=0.8206, y=0.6438)",f6_8.jpg；f6_10.jpg；f6_12.jpg,3,3
93,f6_s_e_to_4609.png,"f6_s_e_to_4609.png/热点 1(x=0.5349, y=0.6448)；f6_s_e_to_4609.png/热点 2(x=0.6721, y=0.6438)；f6_s_e_to_4609.png/热点 3(x=0.8192, y=0.6438)；f6_s_e_to_4609.png/热点 4(x=0.8206, y=0.4806)",f6_8.jpg；f6_10.jpg；f6_12.jpg；f6_14.jpg,4,4
94,f6_s_e_to_4609_0.png,"f6_s_e_to_4609_0.png/热点 1(x=0.5349, y=0.6448)；f6_s_e_to_4609_0.png/热点 2(x=0.6742, y=0.6448)；f6_s_e_to_4609_0.png/热点 3(x=0.8178, y=0.6438)；f6_s_e_to_4609_0.png/热点 4(x=0.8206, y=0.4727)",f6_8.jpg；f6_10.jpg；f6_12.jpg；f6_14.jpg,4,4
95,f6_s_e_to_f6_n.png,"f6_s_e_to_f6_n.png/热点 1(x=0.5215, y=0.6458)；f6_s_e_to_f6_n.png/热点 2(x=0.4990, y=0.4687)",f6_9.jpg；f6_16.jpg,2,2
96,f6_s_e_to_f6_ne.png,"f6_s_e_to_f6_ne.png/热点 1(x=0.5257, y=0.6458)；f6_s_e_to_f6_ne.png/热点 2(x=0.4983, y=0.4647)；f6_s_e_to_f6_ne.png/热点 3(x=0.4983, y=0.2657)；f6_s_e_to_f6_ne.png/热点 4(x=0.6454, y=0.2637)",f6_9.jpg；f6_16.jpg；f6_20.jpg；f6_21.jpg,4,4
97,f6_s_e_to_f6_nw.png,"f6_s_e_to_f6_nw.png/热点 1(x=0.5201, y=0.6448)；f6_s_e_to_f6_nw.png/热点 2(x=0.4969, y=0.4846)；f6_s_e_to_f6_nw.png/热点 3(x=0.4983, y=0.2657)；f6_s_e_to_f6_nw.png/热点 4(x=0.3435, y=0.2637)",f6_9.jpg；f6_16.jpg；f6_18.jpg；f6_24.jpg,4,4
98,f6_s_e_to_f6_s_w.png,"f6_s_e_to_f6_s_w.png/热点 1(x=0.5236, y=0.6428)；f6_s_e_to_f6_s_w.png/热点 2(x=0.4983, y=0.6458)；f6_s_e_to_f6_s_w.png/热点 3(x=0.4061, y=0.7334)",f6_9.jpg；f6_7.jpg；f6_5.jpg,3,3
99,f6_s_e_to_f6_se.png,"f6_s_e_to_f6_se.png/热点 1(x=0.5342, y=0.6448)；f6_s_e_to_f6_se.png/热点 2(x=0.6735, y=0.6438)；f6_s_e_to_f6_se.png/热点 3(x=0.8213, y=0.6448)",f6_8.jpg；f6_10.jpg；f6_13.jpg,3,3
100,f6_s_e_to_f6_sw.png,"f6_s_e_to_f6_sw.png/热点 1(x=0.5307, y=0.6448)；f6_s_e_to_f6_sw.png/热点 2(x=0.4997, y=0.6468)；f6_s_e_to_f6_sw.png/热点 3(x=0.4040, y=0.7324)；f6_s_e_to_f6_sw.png/热点 4(x=0.2456, y=0.7324)",f6_9.jpg；f6_7.jpg；f6_5.jpg；f6_3.jpg,4,4
101,f6_s_w_to_4501.png,"f6_s_w_to_4501.png/热点 1(x=0.2449, y=0.7312)",f6_3.jpg,1,1
102,f6_s_w_to_4502.png,,,0,0
103,f6_s_w_to_4512.png,"f6_s_w_to_4512.png/热点 1(x=0.4036, y=0.7322)；f6_s_w_to_4512.png/热点 2(x=0.4953, y=0.7303)；f6_s_w_to_4512.png/热点 3(x=0.4939, y=0.4740)；f6_s_w_to_4512.png/热点 4(x=0.4953, y=0.2641)；f6_s_w_to_4512.png/热点 5(x=0.6431, y=0.2593)",f6_4.jpg；f6_6.jpg；f6_16.jpg；f6_20.jpg；f6_21.jpg,5,5
104,f6_s_w_to_4513.png,"f6_s_w_to_4513.png/热点 1(x=0.4065, y=0.7305)；f6_s_w_to_4513.png/热点 2(x=0.4947, y=0.7305)；f6_s_w_to_4513.png/热点 3(x=0.4948, y=0.4818)；f6_s_w_to_4513.png/热点 4(x=0.4948, y=0.2622)",f6_4.jpg；f6_6.jpg；f6_16.jpg；f6_20.jpg,4,4
105,f6_s_w_to_4514.png,"f6_s_w_to_4514.png/热点 1(x=0.4017, y=0.7316)；f6_s_w_to_4514.png/热点 2(x=0.4948, y=0.7306)；f6_s_w_to_4514.png/热点 3(x=0.4942, y=0.4655)；f6_s_w_to_4514.png/热点 4(x=0.4949, y=0.2623)",f6_4.jpg；f6_6.jpg；f6_16.jpg；f6_20.jpg,4,4
106,f6_s_w_to_4515.png,"f6_s_w_to_4515.png/热点 1(x=0.4129, y=0.7309)；f6_s_w_to_4515.png/热点 2(x=0.4944, y=0.7300)；f6_s_w_to_4515.png/热点 3(x=0.4937, y=0.4822)；f6_s_w_to_4515.png/热点 4(x=0.4951, y=0.2614)",f6_4.jpg；f6_6.jpg；f6_16.jpg；f6_18.jpg,4,4
107,f6_s_w_to_4516.png,"f6_s_w_to_4516.png/热点 1(x=0.4034, y=0.7330)；f6_s_w_to_4516.png/热点 2(x=0.4952, y=0.7301)；f6_s_w_to_4516.png/热点 3(x=0.4945, y=0.4726)；f6_s_w_to_4516.png/热点 4(x=0.4952, y=0.2615)",f6_4.jpg；f6_6.jpg；f6_16.jpg；f6_18.jpg,4,4
108,f6_s_w_to_4517.png,"f6_s_w_to_4517.png/热点 1(x=0.4219, y=0.7303)；f6_s_w_to_4517.png/热点 2(x=0.4953, y=0.7293)；f6_s_w_to_4517.png/热点 3(x=0.4946, y=0.4794)；f6_s_w_to_4517.png/热点 4(x=0.4946, y=0.2625)；f6_s_w_to_4517.png/热点 5(x=0.3384, y=0.2606)",f6_4.jpg；f6_6.jpg；f6_16.jpg；f6_18.jpg；f6_24.jpg,5,5
109,f6_s_w_to_4601.png,"f6_s_w_to_4601.png/热点 1(x=0.4070, y=0.7306)；f6_s_w_to_4601.png/热点 2(x=0.4955, y=0.7286)；f6_s_w_to_4601.png/热点 3(x=0.5160, y=0.6463)",f6_4.jpg；f6_6.jpg；f6_8.jpg,3,3
110,f6_s_w_to_4601_0.png,"f6_s_w_to_4601_0.png/热点 1(x=0.4063, y=0.7314)；f6_s_w_to_4601_0.png/热点 2(x=0.4947, y=0.7295)；f6_s_w_to_4601_0.png/热点 3(x=0.5194, y=0.6443)",f6_4.jpg；f6_6.jpg；f6_8.jpg,3,3
111,f6_s_w_to_4602.png,"f6_s_w_to_4602.png/热点 1(x=0.4160, y=0.7316)；f6_s_w_to_4602.png/热点 2(x=0.4949, y=0.7307)；f6_s_w_to_4602.png/热点 3(x=0.5175, y=0.6474)",f6_4.jpg；f6_6.jpg；f6_8.jpg,3,3
112,f6_s_w_to_4603.png,"f6_s_w_to_4603.png/热点 1(x=0.4092, y=0.7318)；f6_s_w_to_4603.png/热点 2(x=0.4956, y=0.7308)；f6_s_w_to_4603.png/热点 3(x=0.5320, y=0.6455)；f6_s_w_to_4603.png/热点 4(x=0.6725, y=0.6446)",f6_4.jpg；f6_6.jpg；f6_8.jpg；f6_10.jpg,4,4
113,f6_s_w_to_4604.png,"f6_s_w_to_4604.png/热点 1(x=0.4100, y=0.7329)；f6_s_w_to_4604.png/热点 2(x=0.4943, y=0.7300)；f6_s_w_to_4604.png/热点 3(x=0.5280, y=0.6457)",f6_4.jpg；f6_6.jpg；f6_8.jpg,3,3
114,f6_s_w_to_4605.png,"f6_s_w_to_4605.png/热点 1(x=0.4142, y=0.7310)；f6_s_w_to_4605.png/热点 2(x=0.4951, y=0.7301)；f6_s_w_to_4605.png/热点 3(x=0.5301, y=0.6448)",f6_4.jpg；f6_6.jpg；f6_8.jpg,3,3
115,f6_s_w_to_4606.png,"f6_s_w_to_4606.png/热点 1(x=0.4142, y=0.7302)；f6_s_w_to_4606.png/热点 2(x=0.4945, y=0.7292)；f6_s_w_to_4606.png/热点 3(x=0.5302, y=0.6468)；f6_s_w_to_4606.png/热点 4(x=0.6694, y=0.6459)",f6_4.jpg；f6_6.jpg；f6_8.jpg；f6_10.jpg,4,4
116,f6_s_w_to_4607.png,"f6_s_w_to_4607.png/热点 1(x=0.4095, y=0.7303)；f6_s_w_to_4607.png/热点 2(x=0.4946, y=0.7294)；f6_s_w_to_4607.png/热点 3(x=0.5323, y=0.6460)；f6_s_w_to_4607.png/热点 4(x=0.6702, y=0.6450)；f6_s_w_to_4607.png/热点 5(x=0.8205, y=0.6441)",f6_4.jpg；f6_6.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg,5,5
117,f6_s_w_to_4608.png,"f6_s_w_to_4608.png/热点 1(x=0.4041, y=0.7324)；f6_s_w_to_4608.png/热点 2(x=0.4947, y=0.7305)；f6_s_w_to_4608.png/热点 3(x=0.5283, y=0.6452)；f6_s_w_to_4608.png/热点 4(x=0.6642, y=0.6452)；f6_s_w_to_4608.png/热点 5(x=0.8200, y=0.6452)",f6_4.jpg；f6_6.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg,5,5
118,f6_s_w_to_4609.png,"f6_s_w_to_4609.png/热点 1(x=0.4201, y=0.7328)；f6_s_w_to_4609.png/热点 2(x=0.4950, y=0.7309)；f6_s_w_to_4609.png/热点 3(x=0.5341, y=0.6455)；f6_s_w_to_4609.png/热点 4(x=0.6653, y=0.6475)；f6_s_w_to_4609.png/热点 5(x=0.8198, y=0.6446)；f6_s_w_to_4609.png/热点 6(x=0.8212, y=0.4786)",f6_4.jpg；f6_6.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg；f6_14.jpg,6,6
119,f6_s_w_to_4609_0.png,"f6_s_w_to_4609_0.png/热点 1(x=0.4118, y=0.7317)；f6_s_w_to_4609_0.png/热点 2(x=0.4948, y=0.7307)；f6_s_w_to_4609_0.png/热点 3(x=0.5298, y=0.6453)；f6_s_w_to_4609_0.png/热点 4(x=0.6637, y=0.6463)；f6_s_w_to_4609_0.png/热点 5(x=0.8202, y=0.6454)；f6_s_w_to_4609_0.png/热点 6(x=0.8209, y=0.4707)",f6_4.jpg；f6_6.jpg；f6_8.jpg；f6_10.jpg；f6_12.jpg；f6_14.jpg,6,6
120,f6_s_w_to_f6_n.png,"f6_s_w_to_f6_n.png/热点 1(x=0.4154, y=0.7301)；f6_s_w_to_f6_n.png/热点 2(x=0.4958, y=0.7302)；f6_s_w_to_f6_n.png/热点 3(x=0.4945, y=0.5030)",f6_4.jpg；f6_6.jpg；f6_16.jpg,3,3
121,f6_s_w_to_f6_ne.png,"f6_s_w_to_f6_ne.png/热点 1(x=0.4176, y=0.7304)；f6_s_w_to_f6_ne.png/热点 2(x=0.4953, y=0.7314)；f6_s_w_to_f6_ne.png/热点 3(x=0.4946, y=0.4623)；f6_s_w_to_f6_ne.png/热点 4(x=0.4960, y=0.2613)；f6_s_w_to_f6_ne.png/热点 5(x=0.6465, y=0.2603)",f6_4.jpg；f6_6.jpg；f6_16.jpg；f6_20.jpg；f6_21.jpg,5,5
122,f6_s_w_to_f6_nw.png,"f6_s_w_to_f6_nw.png/热点 1(x=0.4150, y=0.7325)；f6_s_w_to_f6_nw.png/热点 2(x=0.4947, y=0.7306)；f6_s_w_to_f6_nw.png/热点 3(x=0.4947, y=0.4673)；f6_s_w_to_f6_nw.png/热点 4(x=0.4947, y=0.2623)；f6_s_w_to_f6_nw.png/热点 5(x=0.3360, y=0.2604)",f6_4.jpg；f6_6.jpg；f6_16.jpg；f6_18.jpg；f6_24.jpg,5,5
123,f6_s_w_to_f6_s_e.png,"f6_s_w_to_f6_s_e.png/热点 1(x=0.4123, y=0.7288)；f6_s_w_to_f6_s_e.png/热点 2(x=0.4948, y=0.7298)；f6_s_w_to_f6_s_e.png/热点 3(x=0.5244, y=0.6462)",f6_4.jpg；f6_6.jpg；f6_8.jpg,3,3
124,f6_s_w_to_f6_se.png,"f6_s_w_to_f6_se.png/热点 1(x=0.4145, y=0.7308)；f6_s_w_to_f6_se.png/热点 2(x=0.4942, y=0.7318)；f6_s_w_to_f6_se.png/热点 3(x=0.5341, y=0.6463)；f6_s_w_to_f6_se.png/热点 4(x=0.6702, y=0.6473)；f6_s_w_to_f6_se.png/热点 5(x=0.8201, y=0.6464)",f6_4.jpg；f6_6.jpg；f6_8.jpg；f6_10.jpg；f6_13.jpg,5,5
125,f6_s_w_to_f6_sw.png,"f6_s_w_to_f6_sw.png/热点 1(x=0.2468, y=0.7310)",f6_3.jpg,1,1
126,f6_se_to_4501.png,"f6_se_to_4501.png/热点 1(x=0.8196, y=0.6455)；f6_se_to_4501.png/热点 2(x=0.6718, y=0.6445)；f6_se_to_4501.png/热点 3(x=0.5329, y=0.6455)；f6_se_to_4501.png/热点 4(x=0.4971, y=0.6426)；f6_se_to_4501.png/热点 5(x=0.4057, y=0.7311)；f6_se_to_4501.png/热点 6(x=0.2469, y=0.7302)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_7.jpg；f6_5.jpg；f6_3.jpg,6,6
127,f6_se_to_4502.png,"f6_se_to_4502.png/热点 1(x=0.8212, y=0.6448)；f6_se_to_4502.png/热点 2(x=0.6686, y=0.6438)；f6_se_to_4502.png/热点 3(x=0.5358, y=0.6438)；f6_se_to_4502.png/热点 4(x=0.4966, y=0.6429)；f6_se_to_4502.png/热点 5(x=0.4113, y=0.7324)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_7.jpg；f6_5.jpg,5,5
128,f6_se_to_4512.png,"f6_se_to_4512.png/热点 1(x=0.8200, y=0.6430)；f6_se_to_4512.png/热点 2(x=0.6708, y=0.6440)；f6_se_to_4512.png/热点 3(x=0.5339, y=0.6450)；f6_se_to_4512.png/热点 4(x=0.4954, y=0.4621)；f6_se_to_4512.png/热点 5(x=0.4968, y=0.2646)；f6_se_to_4512.png/热点 6(x=0.6433, y=0.2646)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_16.jpg；f6_20.jpg；f6_21.jpg,6,6
129,f6_se_to_4513.png,"f6_se_to_4513.png/热点 1(x=0.8203, y=0.6461)；f6_se_to_4513.png/热点 2(x=0.6717, y=0.6432)；f6_se_to_4513.png/热点 3(x=0.5272, y=0.6442)；f6_se_to_4513.png/热点 4(x=0.4955, y=0.4768)；f6_se_to_4513.png/热点 5(x=0.4969, y=0.2627)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_16.jpg；f6_20.jpg,5,5
130,f6_se_to_4514.png,"f6_se_to_4514.png/热点 1(x=0.8212, y=0.6443)；f6_se_to_4514.png/热点 2(x=0.6698, y=0.6443)；f6_se_to_4514.png/热点 3(x=0.5300, y=0.6424)；f6_se_to_4514.png/热点 4(x=0.4956, y=0.4711)；f6_se_to_4514.png/热点 5(x=0.4963, y=0.2638)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_16.jpg；f6_20.jpg,5,5
131,f6_se_to_4515.png,"f6_se_to_4515.png/热点 1(x=0.8200, y=0.6454)；f6_se_to_4515.png/热点 2(x=0.6720, y=0.6454)；f6_se_to_4515.png/热点 3(x=0.5302, y=0.6445)；f6_se_to_4515.png/热点 4(x=0.4958, y=0.4615)；f6_se_to_4515.png/热点 5(x=0.4958, y=0.2629)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_16.jpg；f6_18.jpg,5,5
132,f6_se_to_4516.png,"f6_se_to_4516.png/热点 1(x=0.8195, y=0.6436)；f6_se_to_4516.png/热点 2(x=0.6728, y=0.6466)；f6_se_to_4516.png/热点 3(x=0.5303, y=0.6446)；f6_se_to_4516.png/热点 4(x=0.4952, y=0.4557)；f6_se_to_4516.png/热点 5(x=0.4952, y=0.2659)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_16.jpg；f6_18.jpg,5,5
133,f6_se_to_4517.png,"f6_se_to_4517.png/热点 1(x=0.8197, y=0.6457)；f6_se_to_4517.png/热点 2(x=0.6716, y=0.6458)；f6_se_to_4517.png/热点 3(x=0.5318, y=0.6438)；f6_se_to_4517.png/热点 4(x=0.4960, y=0.4695)；f6_se_to_4517.png/热点 5(x=0.4953, y=0.2649)；f6_se_to_4517.png/热点 6(x=0.3403, y=0.2640)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_16.jpg；f6_18.jpg；f6_24.jpg,6,6
134,f6_se_to_4601.png,"f6_se_to_4601.png/热点 1(x=0.8200, y=0.6440)；f6_se_to_4601.png/热点 2(x=0.6988, y=0.6441)",f6_12.jpg；f6_11.jpg,2,2
135,f6_se_to_4601_0.png,"f6_se_to_4601_0.png/热点 1(x=0.8206, y=0.6449)；f6_se_to_4601_0.png/热点 2(x=0.6718, y=0.6450)",f6_12.jpg；f6_11.jpg,2,2
136,f6_se_to_4602.png,"f6_se_to_4602.png/热点 1(x=0.8187, y=0.6441)",f6_12.jpg,1,1
137,f6_se_to_4603.png,"f6_se_to_4603.png/热点 1(x=0.8209, y=0.6451)",f6_12.jpg,1,1
138,f6_se_to_4604.png,"f6_se_to_4604.png/热点 1(x=0.8209, y=0.6452)；f6_se_to_4604.png/热点 2(x=0.6748, y=0.6442)",f6_12.jpg；f6_11.jpg,2,2
139,f6_se_to_4605.png,"f6_se_to_4605.png/热点 1(x=0.8210, y=0.6452)",f6_12.jpg,1,1
140,f6_se_to_4606.png,"f6_se_to_4606.png/热点 1(x=0.8211, y=0.6453)",f6_12.jpg,1,1
141,f6_se_to_4607.png,"f6_se_to_4607.png/热点 1(x=0.8197, y=0.6473)",f6_12.jpg,1,1
142,f6_se_to_4608.png,"f6_se_to_4608.png/热点 1(x=0.8198, y=0.6327)",f6_12.jpg,1,1
143,f6_se_to_4609.png,"f6_se_to_4609.png/热点 1(x=0.8220, y=0.6387)；f6_se_to_4609.png/热点 2(x=0.8193, y=0.4632)",f6_12.jpg；f6_14.jpg,2,2
144,f6_se_to_4609_0.png,"f6_se_to_4609_0.png/热点 1(x=0.8192, y=0.6347)；f6_se_to_4609_0.png/热点 2(x=0.8199, y=0.4631)",f6_12.jpg；f6_14.jpg,2,2
145,f6_se_to_f6_n.png,"f6_se_to_f6_n.png/热点 1(x=0.8200, y=0.6436)；f6_se_to_f6_n.png/热点 2(x=0.6711, y=0.6446)；f6_se_to_f6_n.png/热点 3(x=0.5325, y=0.6436)；f6_se_to_f6_n.png/热点 4(x=0.4966, y=0.4925)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_16.jpg,4,4
146,f6_se_to_f6_ne.png,"f6_se_to_f6_ne.png/热点 1(x=0.8202, y=0.6437)；f6_se_to_f6_ne.png/热点 2(x=0.6595, y=0.6428)；f6_se_to_f6_ne.png/热点 3(x=0.5339, y=0.6428)；f6_se_to_f6_ne.png/热点 4(x=0.4960, y=0.4575)；f6_se_to_f6_ne.png/热点 5(x=0.4960, y=0.2634)；f6_se_to_f6_ne.png/热点 6(x=0.6471, y=0.2634)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_16.jpg；f6_20.jpg；f6_21.jpg,6,6
147,f6_se_to_f6_nw.png,"f6_se_to_f6_nw.png/热点 1(x=0.8198, y=0.6449)；f6_se_to_f6_nw.png/热点 2(x=0.6680, y=0.6449)；f6_se_to_f6_nw.png/热点 3(x=0.5307, y=0.6430)；f6_se_to_f6_nw.png/热点 4(x=0.4948, y=0.4586)；f6_se_to_f6_nw.png/热点 5(x=0.4962, y=0.2625)；f6_se_to_f6_nw.png/热点 6(x=0.3465, y=0.2625)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_16.jpg；f6_18.jpg；f6_24.jpg,6,6
148,f6_se_to_f6_s_e.png,"f6_se_to_f6_s_e.png/热点 1(x=0.8207, y=0.6461)；f6_se_to_f6_s_e.png/热点 2(x=0.6682, y=0.6441)",f6_12.jpg；f6_11.jpg,2,2
149,f6_se_to_f6_s_w.png,"f6_se_to_f6_s_w.png/热点 1(x=0.8208, y=0.6442)；f6_se_to_f6_s_w.png/热点 2(x=0.6717, y=0.6452)；f6_se_to_f6_s_w.png/热点 3(x=0.5295, y=0.6442)；f6_se_to_f6_s_w.png/热点 4(x=0.4964, y=0.6433)；f6_se_to_f6_s_w.png/热点 5(x=0.4142, y=0.7302)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_7.jpg；f6_5.jpg,5,5
150,f6_se_to_f6_sw.png,"f6_se_to_f6_sw.png/热点 1(x=0.8196, y=0.6463)；f6_se_to_f6_sw.png/热点 2(x=0.6650, y=0.6444)；f6_se_to_f6_sw.png/热点 3(x=0.5269, y=0.6454)；f6_se_to_f6_sw.png/热点 4(x=0.4965, y=0.6454)；f6_se_to_f6_sw.png/热点 5(x=0.4074, y=0.7313)；f6_se_to_f6_sw.png/热点 6(x=0.3025, y=0.7323)",f6_12.jpg；f6_11.jpg；f6_9.jpg；f6_7.jpg；f6_5.jpg；f6_3.jpg,6,6
151,f6_sw_to_4501.png,"f6_sw_to_4501.png/热点 1(x=0.1174, y=0.7324)",f6_1.jpg,1,1
